"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NLE00113700","2010","53.4917","5.9417","41.0","AWG 1, NL","     42.2","","      42.2","E","         0","E","        74","E","        24","E","        21","E","         0","E","   -6.5","E,1221, ","   29.0","E,0702, ","-0.1","E,1129","-3.3","E,1201","-4.7","E,1207","-0.6","E,0309","-3.7","E,0217","-6.0","E,0215","","","","","","","","","      8.91","E","     10.71","E","      7.12","E"
"NLE00113700","2011","53.4917","5.9417","41.0","AWG 1, NL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2923.5","5","    2923.5","E","","","","","",""
"NLE00113700","2012","53.4917","5.9417","41.0","AWG 1, NL","     42.6","","      42.6","E","         0","E","        22","E","        12","E","        25","E","         0","E","   -9.3","E,0207, ","   29.7","E,0818, ","-0.9","E,1205","","","","","-3.5","E,0212","-3.5","E,0212","-5.1","E,0211","-9.3","E,0207","-9.3","E,0207","","","","","     10.05","E","     11.82","E","      8.27","E"
"NLE00113700","2014","53.4917","5.9417","41.0","AWG 1, NL","","","","","         0","E","         9","E","","","","","","","   -4.5","E,0126, ","","","-0.9","E,1201","","","","","-3.2","E,0131","-3.2","E,0131","-4.5","E,0126","","","","","","","","","","","","","      9.82","E"
"NLE00113700","2015","53.4917","5.9417","41.0","AWG 1, NL","     46.8","","      46.8","E","         0","E","         3","E","         0","E","        21","E","         0","E","   -3.1","E,0123, ","   31.8","E,0702, ","","","","","","","-1.2","E,0124","-3.1","E,0123","","","","","","","    2815.9","9","    2815.9","E","     10.75","E","     12.59","E","      8.91","E"
"NLE00113700","2016","53.4917","5.9417","41.0","AWG 1, NL","     71.2","","      71.2","E","         0","E","        20","E","         2","E","        26","E","         0","E","   -3.9","E,0106, ","   30.5","E,0720, ","-0.6","E,1205","","","","","-0.4","E,0305","-2.7","E,0217","","","","","","","    2722.9","9","    2722.9","E","     10.76","E","     12.59","E","      8.93","E"
"NLE00113700","2017","53.4917","5.9417","41.0","AWG 1, NL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2762.5","5","    2762.5"," ","","","","","",""
"NLE00113700","2018","53.4917","5.9417","41.0","AWG 1, NL","    154.8","","     154.8","E","         0","E","        26","E","         7","E","        69","E","         0","E","   -7.0","E,0302,+","   30.1","E,0821, ","-0.1","E,1128","-2.2","E,1216","","","-1.9","E,0319","-3.3","E,0318","-6.6","E,0303","-7.0","E,0302","","","","","","","     11.24","E","     13.54","E","      8.94","E"
"NLE00113700","2019","53.4917","5.9417","41.0","AWG 1, NL","     86.4","","      86.4","E","         0","E","        10","E","         1","E","        30","E","         1","E","   -6.2","E,0125, ","   34.5","E,0724, ","-0.3","E,1120","","","","","-1.0","E,0131","-6.2","E,0125","-6.2","E,0125","","","","","    2599.0","0","    2599.0","E","     11.11","E","     13.00","E","      9.23","E"
"NLE00113700","2020","53.4917","5.9417","41.0","AWG 1, NL","     82.6","","      82.6","E","         0","E","         1","E","         0","E","        23","E","         0","E","   -0.1","E,0101, ","   28.0","E,0626, ","","","","","","","-0.1","E,0101","","","","","","","","","    2651.5","5","    2651.5","E","     11.30","E","     13.05","E","      9.54","E"
"NLE00113700","2021","53.4917","5.9417","41.0","AWG 1, NL","     18.5","","      18.5","E","         0","E","        22","E","         5","E","        10","E","         0","E","   -5.9","E,0214, ","   29.2","E,0617, ","-1.2","E,1222","","","","","-0.7","E,0405","-5.9","E,0214","-5.9","E,0214","","","","","    2956.1","1","    2956.1","E","     10.30","E","     11.96","E","      8.63","E"
