"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00026036","1955","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    763.3"," ,a","","","","","",""
"ASN00026036","1956","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    833.2"," ,a","","","","","",""
"ASN00026036","1959","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    463.4"," ,a","","","","","",""
"ASN00026036","1960","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    887.6"," ,a","","","","","",""
"ASN00026036","1961","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    516.4"," ,a","","","","","",""
"ASN00026036","1962","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    724.4"," ,a","","","","","",""
"ASN00026036","1963","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","       124","a","        59","a","         2","a","","","","","","","","","","","","","  33.8"," ,a,0728, ","","","","","","","","","","","","","    579.0"," ,a","","","","","",""
"ASN00026036","1964","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    874.7"," ,a","","","","","",""
"ASN00026036","1965","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","       138","a","        65","a","         2","a","","","","","","","","","","","","","  34.5"," ,a,0806, ","","","","","","","","","","","","","    628.6"," ,a","","","","","",""
"ASN00026036","1966","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","       152","a","        72","a","         1","a","","","","","","","","","","","","","  25.7"," ,a,0727, ","","","","","","","","","","","","","    637.2"," ,a","","","","","",""
"ASN00026036","1967","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","       111","a","        39","a","         0","a","","","","","","","","","","","","","  19.6"," ,a,0224, ","","","","","","","","","","","","","    359.3"," ,a","","","","","",""
"ASN00026036","1968","-37.4886","140.8269","65.0","PENOLA STATE FOREST RESERVE, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    928.3"," ,a","","","","","",""
