"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COBO0143","2002","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","        57","N","        25","N","         1","N","       25","","        14","N","   165"," ,N,0301, ","   165"," ,N,0301, ","  36.8"," ,N,0524, ","    253.4"," ,N","     1068"," ,N"
"US1COBO0143","2003","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","        83","N","        31","N","         3","N","       29","","        14","N","   356"," ,N,0319, ","   229"," ,N,0319, ","  43.9"," ,N,0318, ","    366.7"," ,N","     1019"," ,N"
"US1COBO0143","2004","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","       101","N","        42","N","         0","N","       46","","        15","N","   267"," ,N,1129, ","   165"," ,N,1129, ","  24.6"," ,N,0819, ","    415.2"," ,N","     1043"," ,N"
"US1COBO0143","2005","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","        84","N","        43","N","         2","N","","","        10","N","","","   249"," ,N,0411, ","  33.0"," ,N,1010, ","    381.2"," ,N","      826"," ,N"
"US1COBO0143","2006","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","        73","N","        31","N","         1","N","","","        14","N","","","   592"," ,N,1221, ","  40.4"," ,N,1221, ","    340.1"," ,N","     1575"," ,N"
"US1COBO0143","2007","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","        82","N","        32","N","         2","N","","","        19","N","","","   165"," ,N,0105, ","  35.8"," ,N,0925, ","    300.0"," ,N","     1312"," ,N"
"US1COBO0143","2008","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","        79","N","        31","N","         3","N","","","        10","N","","","   114"," ,N,0317, ","  29.2"," ,N,0912, ","    316.4"," ,N","      783"," ,N"
"US1COBO0143","2009","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","       104","N","        32","N","         1","N","","","","","","","","","  30.5"," ,N,0418, ","    358.3"," ,N","",""
"US1COBO0143","2010","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","        82","N","        36","N","         3","N","","","        15","N","","","   203"," ,N,0324, ","  31.5"," ,N,0422, ","    342.7"," ,N","     1099"," ,N"
"US1COBO0143","2011","40.2001","-105.1087","1538.9","LONGMONT 2.1 N, CO US","        86","N","        29","N","         1","N","","","","","","","","","  40.4"," ,N,0519, ","    338.3"," ,N","",""
