"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BR038837530","1941","-9.4","-38.217","269.0","PAULO AFONSO, BR","        47","I","        35","I","         8","I","","","","","","","  70.0"," ,I,0305, ","    625.7"," ,I","",""
"BR038837530","1942","-9.4","-38.217","269.0","PAULO AFONSO, BR","        40","I","        30","I","         6","I","","","","","","","  61.5"," ,I,1227, ","    465.5"," ,I","",""
"BR038837530","1944","-9.4","-38.217","269.0","PAULO AFONSO, BR","        78","I","        54","I","         8","I","","","","","","","  94.5"," ,I,0117, ","    872.0"," ,I","",""
"BR038837530","1945","-9.4","-38.217","269.0","PAULO AFONSO, BR","        80","I","        54","I","         2","I","","","","","","","  69.0"," ,I,0503, ","    547.7"," ,I","",""
"BR038837530","1946","-9.4","-38.217","269.0","PAULO AFONSO, BR","        54","I","        36","I","         1","I","","","","","","","  30.3"," ,I,1112, ","    283.0"," ,I","",""
"BR038837530","1947","-9.4","-38.217","269.0","PAULO AFONSO, BR","        83","I","        42","I","         9","I","","","","","","","  70.8"," ,I,1127, ","    820.1"," ,I","",""
"BR038837530","1948","-9.4","-38.217","269.0","PAULO AFONSO, BR","        64","I","        24","I","         1","I","","","","","","","  26.8"," ,I,0624, ","    295.9"," ,I","",""
"BR038837530","1952","-9.4","-38.217","269.0","PAULO AFONSO, BR","        65","I","        41","I","         4","I","","","","","","","  37.8"," ,I,0320, ","    484.5"," ,I","",""
"BR038837530","1953","-9.4","-38.217","269.0","PAULO AFONSO, BR","        85","I","        40","I","         2","I","","","","","","","  83.0"," ,I,0509, ","    509.8"," ,I","",""
"BR038837530","1954","-9.4","-38.217","269.0","PAULO AFONSO, BR","        77","I","        41","I","         3","I","","","","","","","  47.2"," ,I,1121, ","    460.6"," ,I","",""
"BR038837530","1955","-9.4","-38.217","269.0","PAULO AFONSO, BR","        57","I","        29","I","         3","I","","","","","","","  36.8"," ,I,1124, ","    302.1"," ,I","",""
"BR038837530","1956","-9.4","-38.217","269.0","PAULO AFONSO, BR","        83","I","        45","I","         1","I","","","","","","","  64.0"," ,I,0301, ","    432.4"," ,I","",""
"BR038837530","1957","-9.4","-38.217","269.0","PAULO AFONSO, BR","       106","I","        60","I","         8","I","","","","","","","  54.5"," ,I,1125, ","    780.2"," ,I","",""
"BR038837530","1958","-9.4","-38.217","269.0","PAULO AFONSO, BR","        64","I","        40","I","         2","I","","","","","","","  32.5"," ,I,1226, ","    417.5"," ,I","",""
"BR038837530","1959","-9.4","-38.217","269.0","PAULO AFONSO, BR","        72","I","        45","I","         4","I","","","","","","","  50.9"," ,I,0624, ","    457.5"," ,I","",""
"BR038837530","1960","-9.4","-38.217","269.0","PAULO AFONSO, BR","        88","I","        68","I","        12","I","","","","","","","  69.8"," ,I,0329, ","   1036.8"," ,I","",""
"BR038837530","1961","-9.4","-38.217","269.0","PAULO AFONSO, BR","        77","I","        42","I","         2","I","","","","","","","  29.0"," ,I,0714, ","    394.6"," ,I","",""
"BR038837530","1962","-9.4","-38.217","269.0","PAULO AFONSO, BR","        68","I","        46","I","         4","I","","","","","","","  51.0"," ,I,0115, ","    590.9"," ,I","",""
"BR038837530","1963","-9.4","-38.217","269.0","PAULO AFONSO, BR","        67","I","        36","I","         3","I","","","","","",""," 122.0"," ,I,0317, ","    564.6"," ,I","",""
"BR038837530","1964","-9.4","-38.217","269.0","PAULO AFONSO, BR","       104","I","        76","I","         8","I","","","","","","","  74.5"," ,I,0120, ","   1043.7"," ,I","",""
"BR038837530","1965","-9.4","-38.217","269.0","PAULO AFONSO, BR","        26","I","        24","I","         8","I","","","","","","","  68.0"," ,I,0329, ","    489.5"," ,I","",""
"BR038837530","1966","-9.4","-38.217","269.0","PAULO AFONSO, BR","        93","I","        70","I","         5","I","","","","","","","  59.2"," ,I,0411, ","    844.2"," ,I","",""
"BR038837530","1967","-9.4","-38.217","269.0","PAULO AFONSO, BR","        84","I","        68","I","         9","I","","","","","","","  79.0"," ,I,0217, ","    965.0"," ,I","",""
"BR038837530","1968","-9.4","-38.217","269.0","PAULO AFONSO, BR","       102","I","        54","I","         2","I","","","","","","","  38.3"," ,I,0413, ","    493.8"," ,I","",""
"BR038837530","1969","-9.4","-38.217","269.0","PAULO AFONSO, BR","       105","I","        64","I","         3","I","","","","","","","  66.0"," ,I,0314, ","    769.4"," ,I","",""
"BR038837530","1970","-9.4","-38.217","269.0","PAULO AFONSO, BR","        76","I","        37","I","         3","I","","","","","","","  39.6"," ,I,0113, ","    382.3"," ,I","",""
"BR038837530","1971","-9.4","-38.217","269.0","PAULO AFONSO, BR","        91","I","        38","I","         2","I","","","","","","","  52.0"," ,I,0306, ","    381.6"," ,I","",""
"BR038837530","2009","-9.4","-38.217","269.0","PAULO AFONSO, BR","","","","","","","         0","S","         0","S","   17.8","S,0718, ","","","","","     22.35","S"
