"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00346282","2010","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   1017.6","","    1017.6","0","","","","","","","         1","0","       102","0","        17","0","       202","0","        59","0","  -18.3","0,0109, ","","","   40.0","0,0813, ","0.0","0,1028","-3.3","0,1105","-4.4","0,1125","-7.8","0,1126","-9.4","0,1206","0.0","0,0408","-3.3","0,0322","-5.6","0,0225","-8.9","0,0224","-8.9","0,0224","    2558.1","1","      30.6","0,3,2","    2558.1","0","      37.8","0,3,2","      -4.4","0,3,2","      -1.1","0,3,2","      13.8","0,3,2","      18.9","0,3,2","","","     14.50","0","     20.43","0","      8.57","0"
"USC00346282","2011","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   1181.5","","    1181.5","K","","","","","","","         4","K","        95","K","        16","K","       207","K","        86","K","  -24.4","K,0210, ","","","   42.2","K,0710, ","-1.7","K,1020","-2.2","K,1104","-5.0","K,1117","-7.8","K,1206","-9.4","K,1207","-0.6","K,0331","-2.2","K,0324","-6.7","K,0306","-6.7","K,0306","-14.4","K,0211","    2358.2","2","      30.6","K,3,2","    2358.2","K","      38.3","K,3,2","      -3.3","K,3,2","      -0.6","K,3,2","      13.7","K,3,2","      19.2","K,3,2","","","     15.01","K","     21.71","K","      8.31","K"
"USC00346282","2012","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   1237.3","","    1237.3","7","","","","","","","         0","7","        78","7","         5","7","       220","7","        88","7","  -12.8","7,1229,+","","","   43.3","7,0730, ","-1.7","7,1007","-4.4","7,1027","-4.4","7,1027","-6.7","7,1127","-10.0","7,1210","-1.7","K,0309","-3.9","K,0303","-5.0","K,0225","-10.6","K,0212","-10.6","K,0212","    1896.3","3","","","    1896.3","7","","","","","","","","","","","","","     16.67","7","     23.50","7","      9.84","7"
"USC00346282","2013","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    853.0","","     853.0","7","","","","","","","         0","7","       108","7","        15","7","       181","7","        43","7","  -15.0","7,1207, ","","","   37.8","7,0710, ","-0.6","7,1019","-5.0","7,1112","-5.0","7,1112","-7.8","7,1113","-10.0","7,1127","-0.6","7,0503","-3.3","7,0424","-7.8","7,0326","-7.8","7,0326","-10.0","7,0223","    2356.8","8","      28.3","7,3,2","    2356.8","7","      35.6","7,3,2","      -0.6","7,3,2","       0.0","7,3,2","      12.5","7,3,2","      17.8","7,3,2","","","     13.58","7","     19.67","7","      7.48","7"
"USC00346282","2014","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    890.6","","     890.6","7","","","","","","","         2","7","       106","7","        23","7","       198","7","        46","7","  -20.0","7,0106, ","","","   36.1","7,0825,+","-2.2","7,1031","-2.2","7,1031","-5.6","7,1111","-7.8","7,1112","-11.1","7,1117","-2.8","7,0415","-2.8","7,0415","-4.4","7,0323","-13.9","7,0304","-13.9","7,0304","    2644.3","3","      27.8","7,3,2","    2644.3","7","      34.4","7,3,2","      -1.1","7,3,2","       0.0","7,3,2","      13.1","7,3,2","      18.1","7,3,2","","","     13.72","7","     20.13","7","      7.31","7"
"USC00346282","2015","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    944.2","","     944.2","7","","","","","","","         0","7","        78","7","        12","7","       210","7","        56","7","  -16.1","7,0108, ","","","   37.2","7,0808, ","-2.8","7,1121","-2.8","7,1121","-5.6","7,1217","-8.9","7,1218","-8.9","7,1218","-2.2","7,0306","-2.2","7,0306","-10.6","7,0305","-10.6","7,0305","-10.6","7,0305","    2338.5","5","      28.9","7,3,2","    2338.5","7","      36.7","7,3,2","      -2.2","7,3,2","      -0.6","7,3,2","      14.1","7,3,2","      19.3","7,3,2","","","     15.04","7","     21.30","7","      8.78","7"
"USC00346282","2016","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   1049.1","","    1049.1","7","","","","","","","         1","7","        87","7","        12","7","       222","7","        61","7","  -20.0","7,1218, ","","","   37.2","7,0724,+","0.0","7,1112","-4.4","7,1119","-4.4","7,1119","-10.0","7,1208","-10.0","7,1208","-2.2","7,0402","-2.2","7,0402","-5.0","7,0320","-6.7","7,0210","-8.9","7,0118","    1914.1","1","      30.0","7,3,2","    1914.1","7","      36.7","7,3,2","      -2.2","7,3,2","      -0.6","7,3,2","      14.8","7,3,2","      20.2","7,3,2","","","     15.87","7","     22.27","7","      9.48","7"
"USC00346282","2017","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    910.8","","     910.8","7","","","","","","","         0","7","        71","7","         9","7","       217","7","        46","7","  -15.6","7,1231, ","","","   40.0","7,0722, ","-2.8","7,1027","-2.8","7,1027","-5.0","7,1028","-7.2","7,1122","-10.0","7,1226","-2.8","7,0315","-2.8","7,0315","-6.7","7,0225","-6.7","7,0225","-10.6","7,0108","    1838.2","2","","","    1838.2","7","","","","","","","","","","","    960.7"," ,7","     15.52","7","     21.76","7","      9.28","7"
"USC00346282","2018","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   1027.4","","    1027.4","7","","","","","","","         2","7","       112","7","        13","7","       190","7","        66","7","  -19.4","7,0101, ","","","   37.2","7,0719, ","-0.6","7,1015","-7.8","7,1109","-7.8","7,1109","-7.8","7,1109","-10.0","7,1110","-1.7","7,0419","-6.1","7,0416","-6.1","7,0416","-7.8","7,0221","-11.1","7,0212","    2281.1","1","      28.3","7,3,2","    2281.1","7","      37.2","7,3,2","      -3.3","7,3,2","      -0.6","7,3,2","      13.2","7,3,2","      19.8","7,3,2","","","     14.33","7","     20.69","7","      7.96","7"
"USC00346282","2019","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2501.0","0","","","    2501.0","7","","","","","","","","","","","","","","","","","",""
"USC00346282","2020","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    871.7","","     871.7","7","","","","","","","         0","7","        91","7","         5","7","       201","7","        65","7","  -12.8","7,0214, ","","","   36.1","7,0828, ","-2.8","7,1026","-2.8","7,1026","-6.7","7,1130","-6.7","7,1130","","","0.0","7,0418","-3.3","7,0321","-5.6","7,0227","-10.6","7,0221","-10.6","7,0221","","","      27.8","7,3,2","","","      37.2","7,3,2","       0.0","7,3,2","       1.1","7,3,2","      13.3","7,3,2","      19.9","7,3,2","","","     14.79","7","     21.06","7","      8.52","7"
"USC00346282","2021","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","    957.3","","     957.3","7","","","","","","","         3","7","        79","7","        14","7","       209","7","        66","7","  -26.7","7,0216, ","","","   37.2","7,0825,+","-0.6","7,1112","-3.3","7,1113","-4.4","7,1118","-8.9","7,1218","-8.9","7,1218","-2.2","7,0421","-2.2","7,0421","-5.0","7,0301","-9.4","7,0220","-9.4","7,0220","    2362.5","5","      28.3","7,3,2","    2362.5","7","      37.8","7,3,2","      -5.0","7,3,2","      -2.2","7,3,2","      13.5","7,3,2","      20.1","7,3,2","","","     15.03","7","     21.43","7","      8.62","7"
"USC00346282","2022","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   1163.8","","    1163.8","7","","","","","","","         2","7","       102","7","        13","7","       200","7","        96","7","  -19.4","7,1222, ","","","   42.2","7,0726, ","0.0","7,1017","-2.8","7,1018","-7.2","7,1112","-7.2","7,1112","-8.9","7,1119","-0.6","7,0414","-9.4","7,0312","-9.4","7,0312","-9.4","7,0312","-9.4","7,0312","    2086.2","2","","","    2086.2","7","","","","","","","","","","","","","     14.90","7","     21.90","7","      7.89","7"
"USC00346282","2023","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   1040.3","","    1040.3","7","        83","7","        50","7","         5","7","         0","7","        87","7","         5","7","       200","7","        68","7","  -11.1","7,0131, ","  97.3"," ,7,1024, ","   41.1","7,0820, ","0.0","7,1029","-4.4","7,1030","-4.4","7,1030","-6.7","7,1126","","","0.0","7,0423","-3.9","7,0327","-10.0","7,0319","-10.0","7,0319","-10.0","7,0319","    2230.6","6","      29.4","7,3,2","    2230.6","7","      38.9","7,3,2","      -0.6","7,3,2","       0.0","7,3,2","      13.8","7,3,2","      20.4","7,3,2","    850.7"," ,7","     15.45","7","     22.12","7","      8.79","7"
"USC00346282","2024","36.8981","-96.9104","365.8","NEWKIRK 8 E MESONET, OK US","   1068.1","","    1068.1","7","","","","","","","         4","7","        67","7","         8","7","       229","7","        75","7","  -20.0","7,0116, ","","","   37.8","7,0919,+","0.0","7,1016","-2.8","7,1125","-5.0","7,1126","-7.2","7,1203","","","0.0","7,0328","-4.4","7,0327","-4.4","7,0327","-7.2","7,0228","-10.0","7,0121","    1927.2","2","      28.9","7,3,2","    1927.2","7","      38.3","7,3,2","      -6.1","7,3,2","      -2.8","7,3,2","      14.3","7,3,2","      21.8","7,3,2","    829.1"," ,7","     16.20","7","     22.77","7","      9.64","7"
