"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00008249","1971","-29.45","116.2667","291.0","PERENJORI AMBULANCE, AS","        74","a","        27","a","         4","a","","","","","","","","","","","","","  95.0"," ,a,0328, ","","","","","","","","","    374.6"," ,a","","","","","",""
"ASN00008249","1972","-29.45","116.2667","291.0","PERENJORI AMBULANCE, AS","        58","a","        19","a","         2","a","         0","a","         1","a","         0","a","       273","a","       139","a","    0.0","a,0630, ","  33.0"," ,a,0726, ","   45.0","a,1230, ","0.0","a,0630","     714.3","3","     714.3","a","    269.2"," ,a","     20.54","a","     28.70","a","     12.38","a"
"ASN00008249","1974","-29.45","116.2667","291.0","PERENJORI AMBULANCE, AS","        76","a","        40","a","         1","a","","","","","","","","","","","","","  67.1"," ,a,0525, ","","","","","","","","","    411.7"," ,a","","","","","",""
"ASN00008249","1975","-29.45","116.2667","291.0","PERENJORI AMBULANCE, AS","        80","a","        40","a","         3","a","","","","","         0","a","       259","a","       100","a","","","  80.0"," ,a,0228, ","   44.5","a,0205, ","","","","","","","    501.1"," ,a","","","     26.87","a","",""
