"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MXM00076311","1994","26.7167","-108.3167","237.7","CHOIX, MX","","","","","","","         0","G","       333","G","       234","G","","","   44.3","G,0529, ","      30.2","2","      30.2"," ","","","     33.90","G"
"MXM00076311","2003","26.7167","-108.3167","237.7","CHOIX, MX","        60","m","        39","m","         6","m","","","","","","","  35.6"," ,m,0814,+","","","","","","","    540.8"," ,m","",""
"MXM00076311","2011","26.7167","-108.3167","237.7","CHOIX, MX","        33","S","        25","S","         7","S","","","","","","","  36.6"," ,S,0818, ","","","","","","","    451.5"," ,S","",""
"MXM00076311","2012","26.7167","-108.3167","237.7","CHOIX, MX","        50","S","        37","S","        12","S","","","","","","","  99.3"," ,S,0806, ","","","","","","","    850.2"," ,S","",""
"MXM00076311","2014","26.7167","-108.3167","237.7","CHOIX, MX","        54","S","        37","S","        16","S","","","","","",""," 121.7"," ,S,0904, ","","","","","","","   1016.3"," ,S","",""
"MXM00076311","2016","26.7167","-108.3167","237.7","CHOIX, MX","        57","S","        43","S","         6","S","","","","","","","  86.6"," ,S,0819, ","","","","","","","    673.9"," ,S","",""
"MXM00076311","2017","26.7167","-108.3167","237.7","CHOIX, MX","        44","S","        30","S","         5","S","","","","","","","  71.4"," ,S,0627, ","","","","","","","    456.5"," ,S","",""
"MXM00076311","2019","26.7167","-108.3167","237.7","CHOIX, MX","        53","S","        33","S","         9","S","","","","","","","  45.2"," ,S,0830, ","","","","","","","    536.8"," ,S","",""
