"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"NZM00093439","1996","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       142","S","        84","S","         5","S","","","","","","","  39.1"," ,S,0207, ","","","    899.5"," ,S","",""
"NZM00093439","2004","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       166","S","        78","S","        13","S","","","","","","","  66.3"," ,S,0121, ","","","   1212.4"," ,S","",""
"NZM00093439","2005","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       134","S","        55","S","         7","S","","","","","","","  97.5"," ,S,0331, ","","","    781.9"," ,S","",""
"NZM00093439","2006","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       164","S","        89","S","         8","S","","","","","","","  71.4"," ,S,0826, ","","","   1073.4"," ,S","",""
"NZM00093439","2007","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       117","S","        66","S","         7","S","","","","","","","  51.6"," ,S,0502, ","","","    750.9"," ,S","",""
"NZM00093439","2008","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       152","S","        95","S","         9","S","         0","S","        67","S","         0","S","  73.4"," ,S,0501, ","   28.3","S,0122, ","   1100.8"," ,S","     17.28","S"
"NZM00093439","2009","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       142","S","        76","S","        10","S","","","","","","","  57.9"," ,S,0220, ","","","    937.0"," ,S","",""
"NZM00093439","2010","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       133","S","        79","S","         5","S","","","","","","","  51.1"," ,S,0930, ","","","    964.7"," ,S","",""
"NZM00093439","2012","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       152","S","        77","S","         4","S","","","","","","","  49.5"," ,S,0303, ","","","    795.9"," ,S","",""
"NZM00093439","2017","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       172","S","        89","S","         6","S","","","","","","","  78.5"," ,S,0406, ","","","   1089.2"," ,S","",""
"NZM00093439","2018","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","","","","","","","         0","S","        72","S","         0","S","","","   28.2","S,0129, ","","","     17.49","S"
"NZM00093439","2019","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       137","S","        73","S","         7","S","         0","S","        67","S","         0","S","  72.1"," ,S,1111, ","   26.9","S,0211,+","   1006.7"," ,S","     17.56","S"
"NZM00093439","2020","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       135","S","        73","S","        15","S","","","","","","","  50.8"," ,S,0618, ","","","   1015.5"," ,S","",""
"NZM00093439","2021","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       149","S","        79","S","        12","S","","","","","","","  66.8"," ,S,1205, ","","","   1094.0"," ,S","",""
"NZM00093439","2022","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       152","S","       100","S","        15","S","","","","","",""," 119.9"," ,S,0212, ","","","   1392.9"," ,S","",""
"NZM00093439","2023","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       161","S","        87","S","         8","S","","","","","","","  34.8"," ,S,0214, ","","","    983.0"," ,S","",""
"NZM00093439","2024","-41.333","174.8","12.0","WELLINGTON AERO AWS, NZ","       122","S","        73","S","         7","S","","","","","","","  54.4"," ,S,0819, ","","","    845.6"," ,S","",""
