"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NLE00113682","2010","55.3992","3.8103","48.0","A12 CPP, NL","      0.0","","       0.0","E","         0","E","        26","E","         0","E","         0","E","         0","E","   -2.8","E,1130, ","   20.2","E,0720, ","-0.3","E,1126","-2.8","E,1130","-0.9","E,0220","","","","","","","      8.69","E","      9.87","E","      7.50","E"
"NLE00113682","2011","55.3992","3.8103","48.0","A12 CPP, NL","      0.0","","       0.0","E","         0","E","         2","E","         0","E","         0","E","         0","E","   -0.2","E,0126, ","   19.0","E,0628, ","","","","","-0.1","E,0127","","","    3173.3","3","    3173.3","E","     10.00","E","     11.11","E","      8.88","E"
"NLE00113682","2012","55.3992","3.8103","48.0","A12 CPP, NL","      0.9","","       0.9","E","         0","E","         7","E","         0","E","         0","E","         0","E","   -1.8","E,0205, ","   20.4","E,0818, ","-1.5","E,1205","","","-0.2","E,0208","","","    3089.3","3","    3089.3","E","      9.59","E","     10.75","E","      8.43","E"
"NLE00113682","2013","55.3992","3.8103","48.0","A12 CPP, NL","      1.1","","       1.1","E","         0","E","        15","E","         0","E","         0","E","         0","E","   -3.3","E,0311, ","   20.9","E,0802, ","0.0","E,1205","","","-0.1","E,0325","-3.3","E,0311","    3523.6","6","    3523.6","E","      9.11","E","     10.13","E","      8.07","E"
"NLE00113682","2014","55.3992","3.8103","48.0","A12 CPP, NL","     11.6","","      11.6","E","         0","E","         1","E","         0","E","         6","E","         0","E","   -0.2","E,0130, ","   22.3","E,0725, ","","","","","-0.2","E,0130","","","    2797.4","4","    2797.4","E","     10.98","E","     12.05","E","      9.90","E"
"NLE00113682","2015","55.3992","3.8103","48.0","A12 CPP, NL","      0.6","","       0.6","E","         0","E","         0","E","         0","E","         0","E","         0","E","    0.7","E,0129, ","   19.7","E,0822, ","","","","","","","","","    2892.0","0","    2892.0","E","     10.16","E","     11.31","E","      9.01","E"
"NLE00113682","2016","55.3992","3.8103","48.0","A12 CPP, NL","      3.9","","       3.9","E","         0","E","         0","E","         0","E","         0","E","         0","E","    0.7","E,0225, ","   20.8","E,0827, ","","","","","","","","","    2908.3","3","    2908.3","E","     10.32","E","     11.45","E","      9.19","E"
"NLE00113682","2017","55.3992","3.8103","48.0","A12 CPP, NL","      0.0","","       0.0","E","         0","E","         0","E","         0","E","         0","E","         0","E","    0.4","E,1210, ","   18.7","E,0719, ","","","","","","","","","    2843.2","2","    2843.2","E","     10.22","E","     11.41","E","      9.03","E"
"NLE00113682","2018","55.3992","3.8103","48.0","A12 CPP, NL","","","","","","","","","","","","","","","","","","","","","","","","","","","    3078.4","4","    3078.4","E","","","","","",""
"NLE00113682","2019","55.3992","3.8103","48.0","A12 CPP, NL","     11.7","","      11.7","E","         0","E","         0","E","         0","E","         3","E","         0","E","    0.4","E,0117, ","   28.0","E,0726, ","","","","","","","","","","","","","     10.51","E","     11.66","E","      9.37","E"
"NLE00113682","2020","55.3992","3.8103","48.0","A12 CPP, NL","      6.8","","       6.8","E","         0","E","         0","E","         0","E","         4","E","         0","E","    1.9","E,0210, ","   21.9","E,0627, ","","","","","","","","","    2808.3","3","    2808.3","E","     10.66","E","     11.81","E","      9.51","E"
"NLE00113682","2021","55.3992","3.8103","48.0","A12 CPP, NL","      0.6","","       0.6","E","         0","E","         9","E","         0","E","         0","E","         0","E","   -2.4","E,0212, ","   20.5","E,0907, ","","","","","0.0","E,0406","-2.4","E,0212","    3104.2","2","    3104.2","E","      9.92","E","     11.02","E","      8.82","E"
"NLE00113682","2022","55.3992","3.8103","48.0","A12 CPP, NL","     12.6","","      12.6","E","         0","E","         0","E","         0","E","         4","E","         0","E","    0.7","E,0330, ","   24.4","E,0720, ","","","","","","","","","    2799.2","2","    2799.2","E","     10.78","E","     11.91","E","      9.64","E"
"NLE00113682","2023","55.3992","3.8103","48.0","A12 CPP, NL","      2.9","","       2.9","E","         0","E","         1","E","         0","E","         1","E","         0","E","   -1.0","E,0307, ","   21.6","E,0911, ","","","","","-1.0","E,0307","","","    2792.9","9","    2792.9","E","     10.44","E","     11.62","E","      9.27","E"
