"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"ASN00061374","1993","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    767.4"," ,a"
"ASN00061374","1997","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    567.9"," ,a"
"ASN00061374","2000","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    670.9"," ,a"
"ASN00061374","2002","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    408.2"," ,a"
"ASN00061374","2006","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    360.2"," ,a"
"ASN00061374","2008","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    672.9"," ,a"
"ASN00061374","2014","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    527.6"," ,a"
"ASN00061374","2015","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    685.0"," ,a"
"ASN00061374","2016","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    649.1"," ,a"
"ASN00061374","2018","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    387.0"," ,a"
"ASN00061374","2019","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    421.1"," ,a"
"ASN00061374","2021","-32.2199","150.9193","190.0","MUSWELLBROOK ST.HELIERS, AS","    902.2"," ,a"
