"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PEM00084515","1977","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","        97","S","        61","S","        12","S","         0","S","         0","S","   15.0","S,0613, ","  80.0"," ,S,0422, ","   1024.3"," ,S","     20.98","S"
"PEM00084515","1978","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","        94","S","        72","S","        12","S","","","","","",""," 320.0"," ,S,0322, ","   1260.6"," ,S","",""
"PEM00084515","1979","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","        80","S","        56","S","        10","S","","","","","",""," 160.0"," ,S,0321, ","    986.2"," ,S","",""
"PEM00084515","1980","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","        79","S","        51","S","        12","S","         0","S","         0","S","   14.0","S,0917,+"," 199.9"," ,S,0329, ","   1147.5"," ,S","     20.18","S"
"PEM00084515","1983","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","        73","S","        62","S","        22","S","","","","","",""," 111.0"," ,S,1102, ","   1445.5"," ,S","",""
"PEM00084515","1991","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","        79","S","        60","S","        12","S","","","","","","","  74.9"," ,S,1108, ","   1061.1"," ,S","",""
"PEM00084515","1992","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","        77","S","        70","S","        13","S","","","","","","","  55.1"," ,S,1008, ","   1025.9"," ,S","",""
"PEM00084515","1993","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","        93","S","        82","S","        22","S","","","","","",""," 115.1"," ,S,0811, ","   1762.0"," ,S","",""
"PEM00084515","1994","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","        75","S","        66","S","        20","S","","","","","",""," 153.9"," ,S,0111, ","   1469.4"," ,S","",""
"PEM00084515","1996","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","       116","S","       100","S","        26","S","","","","","",""," 138.9"," ,S,0118, ","   2041.6"," ,S","",""
"PEM00084515","1997","-8.378","-74.574","156.4","CAP FAP DAVID ABENZUR RENGIFO, PE","       110","S","        81","S","        17","S","","","","","","","  80.0"," ,S,0113, ","   1557.8"," ,S","",""
