"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ES003800510","1958","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","","","","","","","         0","S","         0","S","","","","","","","   12.8","S,0302,+","","","","","","","","","","","     18.27","S"
"ES003800510","1959","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","","","","","","","         0","S","         0","S","","","","","","","   13.9","S,1206,+","","","","","","","","","","","     17.97","S"
"ES003800510","1960","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","","","","","","","         0","S","         0","S","","","","","","","   12.2","S,0212,+","","","","","","","","","","","     18.16","S"
"ES003800510","1961","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","","","","","","","         0","S","         0","S","         0","S","       351","S","       111","S","   13.9","S,1227,+","","","   35.0","S,0420,+","","","     24.57","S","     30.79","S","     18.36","S"
"ES003800510","1962","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","","","","","","","         0","S","         0","S","","","","","","","   12.2","S,0216,+","","","","","","","","","","","     17.65","S"
"ES003800510","1963","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","","","","","","","         0","S","         0","S","","","","","","","   12.2","S,0207, ","","","","","","","","","","","     18.14","S"
"ES003800510","1964","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","","","","","","","         0","S","         0","S","","","","","","","   12.8","S,0102, ","","","","","","","","","","","     18.36","S"
"ES003800510","1965","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","","","","","","","         0","S","         0","S","","","","","","","   12.2","S,0130,+","","","","","","","","","","","     18.08","S"
"ES003800510","1966","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","","","","","","","         0","S","         0","S","","","","","","","   12.8","S,1223,+","","","","","","","","","","","     18.60","S"
"ES003800510","1979","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       123","I","        85","I","        23","I","","","","","","","","","","","","","  92.0"," ,I,0630, ","","","   1657.0"," ,I","","","","","",""
"ES003800510","1980","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       133","I","       108","I","        31","I","","","","","","","","","","","","","  69.3"," ,I,0529, ","","","   2109.7"," ,I","","","","","",""
"ES003800510","1981","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       134","I","       100","I","        14","I","","","","","","","","","","","","","  60.9"," ,I,1013, ","","","   1456.5"," ,I","","","","","",""
"ES003800510","1982","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       130","I","        94","I","        26","I","","","","","","","","","","","",""," 168.4"," ,I,0919, ","","","   1813.4"," ,I","","","","","",""
"ES003800510","1983","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       121","I","        93","I","        21","I","","","","","","","","","","","","","  83.5"," ,I,0706, ","","","   1540.7"," ,I","","","","","",""
"ES003800510","1985","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       133","I","        88","I","        21","I","","","","","","","","","","","","","  55.1"," ,I,0415, ","","","   1498.2"," ,I","","","","","",""
"ES003800510","1986","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       118","I","        92","I","        24","I","","","","","","","","","","","",""," 103.9"," ,I,0626, ","","","   1778.8"," ,I","","","","","",""
"ES003800510","1988","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       112","I","        93","I","        24","I","","","","","","","","","","","",""," 129.2"," ,I,0801, ","","","   1736.2"," ,I","","","","","",""
"ES003800510","1990","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       136","I","        94","I","        26","I","","","","","","","","","","","","","  66.0"," ,I,0715, ","","","   1804.1"," ,I","","","","","",""
"ES003800510","1991","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       125","I","        90","I","        20","I","","","","","","","","","","","",""," 100.3"," ,I,1004, ","","","   1793.3"," ,I","","","","","",""
"ES003800510","1992","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       131","I","        91","I","        22","I","","","","","","","","","","","","","  68.9"," ,I,0725, ","","","   1659.6"," ,I","","","","","",""
"ES003800510","1993","13.7","-89.117","621.0","SAN SALVADOR ILOPAN, ES","       131","I","       105","I","        22","I","","","","","","","","","","","","","  72.8"," ,I,0615, ","","","   1830.5"," ,I","","","","","",""
