"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00110339","1957","60.0181","7.9144","954.0","MOGEN, NO","","","","","       170","E","        91","E","         3","E","      206","","","","","","","","","","","","","","  1000"," ,E,0322,+","  46.7"," ,E,1105, ","","","","","","","","","","","","","","","","","","","","","","","    833.4"," ,E","","","","","",""
"NOE00110339","1958","60.0181","7.9144","954.0","MOGEN, NO","","","","","       152","E","        89","E","         2","E","      188","","","","","","","","","","","","","","   800"," ,E,0216, ","  30.5"," ,E,0526, ","","","","","","","","","","","","","","","","","","","","","","","    780.0"," ,E","","","","","",""
"NOE00110339","1959","60.0181","7.9144","954.0","MOGEN, NO","","","","","       151","E","        96","E","         3","E","      193","","","","","","","","","","","","","","   890"," ,E,1224,+","  58.2"," ,E,0815, ","","","","","","","","","","","","","","","","","","","","","","","    788.6"," ,E","","","","","",""
"NOE00110339","1960","60.0181","7.9144","954.0","MOGEN, NO","","","","","       159","E","        94","E","         0","E","      198","","","","","","","","","","","","","","  1100"," ,E,0302, ","  23.5"," ,E,0627, ","","","","","","","","","","","","","","","","","","","","","","","    743.9"," ,E","","","","","",""
"NOE00110339","1961","60.0181","7.9144","954.0","MOGEN, NO","","","","","       172","E","        87","E","         0","E","      183","","","","","","","","","","","","","","   850"," ,E,0207, ","  23.5"," ,E,0906, ","","","","","","","","","","","","","","","","","","","","","","","    805.8"," ,E","","","","","",""
"NOE00110339","1962","60.0181","7.9144","954.0","MOGEN, NO","","","","","       163","E","        96","E","         0","E","      209","","","","","","","","","","","","","","  1260"," ,E,0412, ","  23.3"," ,E,1103, ","","","","","","","","","","","","","","","","","","","","","","","    800.2"," ,E","","","","","",""
"NOE00110339","1963","60.0181","7.9144","954.0","MOGEN, NO","","","","","       177","E","        92","E","         3","E","      191","","","","","","","","","","","","","","   780"," ,E,0415, ","  29.2"," ,E,0926, ","","","","","","","","","","","","","","","","","","","","","","","    823.4"," ,E","","","","","",""
"NOE00110339","1964","60.0181","7.9144","954.0","MOGEN, NO","","","","","       147","E","        85","E","         3","E","      201","","","","","","","","","","","","","","   850"," ,E,1231, ","  27.3"," ,E,0607, ","","","","","","","","","","","","","","","","","","","","","","","    734.6"," ,E","","","","","",""
"NOE00110339","1965","60.0181","7.9144","954.0","MOGEN, NO","","","","","       158","E","        85","E","         1","E","      207","","","","","","","","","","","","","","  1200"," ,E,0117, ","  50.2"," ,E,0731, ","","","","","","","","","","","","","","","","","","","","","","","    785.5"," ,E","","","","","",""
"NOE00110339","1966","60.0181","7.9144","954.0","MOGEN, NO","","","","","       173","E","        87","E","         2","E","      196","","","","","","","","","","","","","","  1070"," ,E,0301, ","  37.5"," ,E,0725, ","","","","","","","","","","","","","","","","","","","","","","","    854.2"," ,E","","","","","",""
"NOE00110339","1967","60.0181","7.9144","954.0","MOGEN, NO","","","","","       198","E","       123","E","         4","E","      216","","","","","","","","","","","","","","  1360"," ,E,0409,+","  45.0"," ,E,0905, ","","","","","","","","","","","","","","","","","","","","","","","   1075.0"," ,E","","","","","",""
"NOE00110339","1968","60.0181","7.9144","954.0","MOGEN, NO","","","","","       139","E","        74","E","         4","E","      199","","","","","","","","","","","","","","  1080"," ,E,0324,+","  34.9"," ,E,0927, ","","","","","","","","","","","","","","","","","","","","","","","    767.2"," ,E","","","","","",""
"NOE00110339","1969","60.0181","7.9144","954.0","MOGEN, NO","","","","","       160","E","        80","E","         2","E","      208","","","","","","","","","","","","","","  1080"," ,E,0207, ","  32.2"," ,E,0707, ","","","","","","","","","","","","","","","","","","","","","","","    748.0"," ,E","","","","","",""
