"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00110339","1970","60.0181","7.9144","954.0","MOGEN, NO","","","","","       170","E","        84","E","         3","E","      204","","","","","","","","","","","","","","  1100"," ,E,0312, ","  38.2"," ,E,0709, ","","","","","","","","","","","","","","","","","","","","","","","    762.2"," ,E","","","","","",""
"NOE00110339","1971","60.0181","7.9144","954.0","MOGEN, NO","","","","","       162","E","        81","E","         1","E","      201","","","","","","","","","","","","","","  1150"," ,E,0402, ","  29.8"," ,E,1105, ","","","","","","","","","","","","","","","","","","","","","","","    696.7"," ,E","","","","","",""
"NOE00110339","1972","60.0181","7.9144","954.0","MOGEN, NO","","","","","       176","E","        89","E","         2","E","      189","","","","","","","","","","","","","","   890"," ,E,0309, ","  59.5"," ,E,0731, ","","","","","","","","","","","","","","","","","","","","","","","    822.6"," ,E","","","","","",""
"NOE00110339","1973","60.0181","7.9144","954.0","MOGEN, NO","","","","","       142","E","        71","E","         2","E","      207","","","","","","","","","","","","","","   940"," ,E,0305, ","  36.6"," ,E,0531, ","","","","","","","","","","","","","","","","","","","","","","","    626.9"," ,E","","","","","",""
"NOE00110339","1974","60.0181","7.9144","954.0","MOGEN, NO","","","","","       182","E","        98","E","         2","E","      210","","","","","","","","","","","","","","  1130"," ,E,0321, ","  56.7"," ,E,0826, ","","","","","","","","","","","","","","","","","","","","","","","    855.9"," ,E","","","","","",""
"NOE00110339","1975","60.0181","7.9144","954.0","MOGEN, NO","","","","","       147","E","        89","E","         1","E","      190","","","","","","","","","","","","","","  1410"," ,E,0201, ","  32.0"," ,E,1001, ","","","","","","","","","","","","","","","","","","","","","","","    727.7"," ,E","","","","","",""
"NOE00110339","1976","60.0181","7.9144","954.0","MOGEN, NO","","","","","       156","E","        81","E","         2","E","      217","","","","","","","","","","","","","","  1180"," ,E,0406, ","  29.3"," ,E,1013, ","","","","","","","","","","","","","","","","","","","","","","","    696.1"," ,E","","","","","",""
"NOE00110339","1977","60.0181","7.9144","954.0","MOGEN, NO","","","","","       167","E","        98","E","         1","E","      214","","","","","","","","","","","","","","  1200"," ,E,0417,+","  29.3"," ,E,1111, ","","","","","","","","","","","","","","","","","","","","","","","    841.4"," ,E","","","","","",""
"NOE00110339","1978","60.0181","7.9144","954.0","MOGEN, NO","","","","","       185","E","       106","E","         1","E","      206","","","","","","","","","","","","","","  1310"," ,E,0328, ","  26.0"," ,E,0703, ","","","","","","","","","","","","","","","","","","","","","","","    798.1"," ,E","","","","","",""
"NOE00110339","1979","60.0181","7.9144","954.0","MOGEN, NO","","","","","       152","E","        98","E","         2","E","      213","","","","","","","","","","","","","","  1380"," ,E,0329, ","  80.0"," ,E,0814, ","","","","","","","","","","","","","","","","","","","","","","","    844.2"," ,E","","","","","",""
"NOE00110339","1980","60.0181","7.9144","954.0","MOGEN, NO","","","","","       153","E","        80","E","         0","E","      213","","","","","","","","","","","","","","  1080"," ,E,0402,+","  23.6"," ,E,1017, ","","","","","","","","","","","","","","","","","","","","","","","    709.1"," ,E","","","","","",""
"NOE00110339","1981","60.0181","7.9144","954.0","MOGEN, NO","","","","","       159","E","        88","E","         1","E","      209","","","","","","","","","","","","","","   880"," ,E,0327, ","  38.0"," ,E,0927, ","","","","","","","","","","","","","","","","","","","","","","","    737.7"," ,E","","","","","",""
"NOE00110339","1982","60.0181","7.9144","954.0","MOGEN, NO","","","","","       146","E","        99","E","         3","E","      196","","","","","","","","","","","","","","  1160"," ,E,0323,+","  40.5"," ,E,0926, ","","","","","","","","","","","","","","","","","","","","","","","    899.7"," ,E","","","","","",""
"NOE00110339","1983","60.0181","7.9144","954.0","MOGEN, NO","","","","","       156","E","       101","E","         2","E","      184","","","","","","","","","","","","","","  1180"," ,E,0211,+","  36.0"," ,E,0525, ","","","","","","","","","","","","","","","","","","","","","","","    996.8"," ,E","","","","","",""
"NOE00110339","1984","60.0181","7.9144","954.0","MOGEN, NO","","","","","       172","E","        93","E","         2","E","      189","","","","","","","","","","","","","","   870"," ,E,0210, ","  35.0"," ,E,0802, ","","","","","","","","","","","","","","","","","","","","","","","    868.0"," ,E","","","","","",""
"NOE00110339","1985","60.0181","7.9144","954.0","MOGEN, NO","","","","","       165","E","        82","E","         0","E","      197","","","","","","","","","","","","","","   850"," ,E,0414, ","  17.6"," ,E,0719, ","","","","","","","","","","","","","","","","","","","","","","","    725.9"," ,E","","","","","",""
"NOE00110339","1986","60.0181","7.9144","954.0","MOGEN, NO","","","","","       172","E","        90","E","         4","E","      200","","","","","","","","","","","","","","  1140"," ,E,0423, ","  51.3"," ,E,1203, ","","","","","","","","","","","","","","","","","","","","","","","    933.4"," ,E","","","","","",""
"NOE00110339","1987","60.0181","7.9144","954.0","MOGEN, NO","","","","","       155","E","        79","E","         4","E","      185","","","","","","","","","","","","","","  1020"," ,E,0402,+","  38.0"," ,E,1008, ","","","","","","","","","","","","","","","","","","","","","","","    699.8"," ,E","","","","","",""
"NOE00110339","1988","60.0181","7.9144","954.0","MOGEN, NO","","","","","       178","E","       106","E","         1","E","      216","","","","","","","","","","","","","","  1320"," ,E,0401, ","  28.0"," ,E,0705, ","","","","","","","","","","","","","","","","","","","","","","","    925.0"," ,E","","","","","",""
"NOE00110339","1989","60.0181","7.9144","954.0","MOGEN, NO","","","","","       155","E","        94","E","         2","E","      164","","","","","","","","","","","","","","  1060"," ,E,0324, ","  31.2"," ,E,0628, ","","","","","","","","","","","","","","","","","","","","","","","    855.5"," ,E","","","","","",""
"NOE00110339","1990","60.0181","7.9144","954.0","MOGEN, NO","","","","","       172","E","       107","E","         0","E","      198","","","","","","","","","","","","","","  1340"," ,E,0312, ","  25.2"," ,E,0815, ","","","","","","","","","","","","","","","","","","","","","","","    957.4"," ,E","","","","","",""
"NOE00110339","1991","60.0181","7.9144","954.0","MOGEN, NO","","","","","       134","E","        73","E","         1","E","      206","","","","","","","","","","","","","","   960"," ,E,0308, ","  25.8"," ,E,1219, ","","","","","","","","","","","","","","","","","","","","","","","    639.5"," ,E","","","","","",""
"NOE00110339","1992","60.0181","7.9144","954.0","MOGEN, NO","","","","","       150","E","        93","E","         0","E","      214","","","","","","","","","","","","","","   780"," ,E,0414,+","  23.9"," ,E,0606, ","","","","","","","","","","","","","","","","","","","","","","","    782.9"," ,E","","","","","",""
"NOE00110339","1993","60.0181","7.9144","954.0","MOGEN, NO","","","","","       160","E","        84","E","         1","E","      199","","","","","","","","","","","","","","  1980"," ,E,0124, ","  27.6"," ,E,0803, ","","","","","","","","","","","","","","","","","","","","","","","    784.0"," ,E","","","","","",""
"NOE00110339","1994","60.0181","7.9144","954.0","MOGEN, NO","","","","","       163","E","       107","E","         2","E","      217","","","","","","","","","","","","","","  1640"," ,E,0407, ","  29.4"," ,E,0812, ","","","","","","","","","","","","","","","","","","","","","","","    943.5"," ,E","","","","","",""
"NOE00110339","1995","60.0181","7.9144","954.0","MOGEN, NO","","","","","       158","E","        86","E","         0","E","      182","","","","","","","","","","","","","","  1820"," ,E,0318,+","  25.3"," ,E,0120, ","","","","","","","","","","","","","","","","","","","","","","","    763.5"," ,E","","","","","",""
"NOE00110339","1996","60.0181","7.9144","954.0","MOGEN, NO","","","","","       129","E","        63","E","         1","E","      184","","","","","","","","","","","","","","   630"," ,E,1205, ","  29.1"," ,E,0927, ","","","","","","","","","","","","","","","","","","","","","","","    575.1"," ,E","","","","","",""
"NOE00110339","1997","60.0181","7.9144","954.0","MOGEN, NO","","","","","       151","E","        89","E","         4","E","      206","","","","","","","","","","","","","","  1390"," ,E,0328, ","  34.8"," ,E,0829, ","","","","","","","","","","","","","","","","","","","","","","","    786.3"," ,E","","","","","",""
"NOE00110339","1998","60.0181","7.9144","954.0","MOGEN, NO","","","","","       177","E","       101","E","         1","E","      208","","","","","","","","","","","","","","   680"," ,E,0415, ","  29.0"," ,E,1215, ","","","","","","","","","","","","","","","","","","","","","","","    822.5"," ,E","","","","","",""
"NOE00110339","1999","60.0181","7.9144","954.0","MOGEN, NO","","","","","       178","E","       109","E","         1","E","      182","","","","","","","","","","","","","","  1220"," ,E,0308, ","  42.6"," ,E,1128, ","","","","","","","","","","","","","","","","","","","","","","","    895.8"," ,E","","","","","",""
"NOE00110339","2000","60.0181","7.9144","954.0","MOGEN, NO","","","","","       211","E","       139","E","         1","E","      202","","","","","","","","","","","","","","  1420"," ,E,0311, ","  35.8"," ,E,1030, ","","","","","","","","","","","","","","","","","","","","","","","   1153.0"," ,E","","","","","",""
"NOE00110339","2001","60.0181","7.9144","954.0","MOGEN, NO","","","","","       155","E","        86","E","         0","E","      191","","","","","","","","","","","","","","  1320"," ,E,0405, ","  22.9"," ,E,0919, ","","","","","","","","","","","","","","","","","","","","","","","    702.4"," ,E","","","","","",""
"NOE00110339","2002","60.0181","7.9144","954.0","MOGEN, NO","","","","","       170","E","        85","E","         3","E","      217","","","","","","","","","","","","","","  1370"," ,E,0312, ","  34.5"," ,E,0709, ","","","","","","","","","","","","","","","","","","","","","","","    787.0"," ,E","","","","","",""
"NOE00110339","2003","60.0181","7.9144","954.0","MOGEN, NO","","","","","       161","E","        82","E","         1","E","      217","","","","","","","","","","","","","","  1130"," ,E,0309,+","  33.9"," ,E,0922, ","","","","","","","","","","","","","","","","","","","","","","","    731.0"," ,E","","","","","",""
"NOE00110339","2004","60.0181","7.9144","954.0","MOGEN, NO","","","","","       164","E","        93","E","         2","E","      173","","","","","","","","","","","","","","   920"," ,E,0131, ","  30.7"," ,E,0505, ","","","","","","","","","","","","","","","","","","","","","","","    777.9"," ,E","","","","","",""
"NOE00110339","2005","60.0181","7.9144","954.0","MOGEN, NO","","","","","       163","E","        91","E","         2","E","      167","","","","","","","","","","","","","","   900"," ,E,0317, ","  43.9"," ,E,0724, ","","","","","","","","","","","","","","","","","","","","","","","    830.3"," ,E","","","","","",""
"NOE00110339","2006","60.0181","7.9144","954.0","MOGEN, NO","","","","","       178","E","       105","E","         2","E","      196","","","","","","","","","","","","","","   770"," ,E,0409, ","  27.2"," ,E,1026, ","","","","","","","","","","","","","","","","","","","","","","","    953.8"," ,E","","","","","",""
"NOE00110339","2007","60.0181","7.9144","954.0","MOGEN, NO","","","","","       161","E","        98","E","         2","E","      186","","","","","","","","","","","","","","  1280"," ,E,0311,+","  42.3"," ,E,0814, ","","","","","","","","","","","","","","","","","","","","","","","    874.0"," ,E","","","","","",""
"NOE00110339","2008","60.0181","7.9144","954.0","MOGEN, NO","","","","","       175","E","        94","E","         3","E","      218","","","","","","","","","","","","","","  1750"," ,E,0402, ","  35.5"," ,E,0706, ","","","","","","","","","","","","","","","","","","","","","","","    966.5"," ,E","","","","","",""
"NOE00110339","2009","60.0181","7.9144","954.0","MOGEN, NO","","","","","       182","E","        98","E","         2","E","      187","","","","","","","","","","","","","","  1090"," ,E,0309, ","  30.1"," ,E,0730, ","","","","","","","","","","","","","","","","","","","","","","","    806.8"," ,E","","","","","",""
"NOE00110339","2010","60.0181","7.9144","954.0","MOGEN, NO","","","","","       150","E","        68","E","         1","E","      206","","","","","","","","","","","","","","   900"," ,E,0218, ","  27.2"," ,E,1006, ","","","","","","","","","","","","","","","","","","","","","","","    619.8"," ,E","","","","","",""
"NOE00110339","2011","60.0181","7.9144","954.0","MOGEN, NO","","","","","       201","E","       117","E","         0","E","","","","","","","","","","","","","","","","","  24.6"," ,E,0826, ","","","","","","","","","","","","","","","","","","","","","","","   1106.0"," ,E","","","","","",""
"NOE00110339","2012","60.0181","7.9144","954.0","MOGEN, NO","","","","","       193","E","        95","E","         0","E","      210","","","","","","","","","","","","","","   920"," ,E,0203, ","  25.1"," ,E,0829, ","","","","","","","","","","","","","","","","","","","","","","","    839.8"," ,E","","","","","",""
"NOE00110339","2013","60.0181","7.9144","954.0","MOGEN, NO","","","","","       156","E","        94","E","         4","E","      196","","","","","","","","","","","","","","   910"," ,E,0413,+","  45.2"," ,E,0515, ","","","","","","","","","","","","","","","","","","","","","","","    906.6"," ,E","","","","","",""
"NOE00110339","2014","60.0181","7.9144","954.0","MOGEN, NO","","","","","","","","","","","      189","","","","","","","","","","","","","","  1540"," ,E,0221,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NOE00110339","2015","60.0181","7.9144","954.0","MOGEN, NO","","","","","       169","E","       104","E","         2","E","      196","","","","","","","","","","","","","","  1200"," ,E,0329,+","  30.0"," ,E,0901, ","","","","","","","","","","","","","","","","","","","","","","","    988.0"," ,E","","","","","",""
"NOE00110339","2016","60.0181","7.9144","954.0","MOGEN, NO","      0.0","","       0.0","E","       159","E","        89","E","         2","E","","","        22","E","       223","E","        93","E","         7","E","         0","E","  -26.6","E,0107, ","","","  31.1"," ,E,0927, ","   22.6","E,0817, ","-0.2","E,0811","-3.4","E,1002","-4.4","E,1003","-7.0","E,1011","-11.2","E,1103","-0.6","E,0620","-5.5","E,0517","-5.5","E,0517","-7.2","E,0515","-12.5","E,0428","    765.1"," ,E","      1.53","E","      5.82","E","     -2.77","E"
"NOE00110339","2017","60.0181","7.9144","954.0","MOGEN, NO","","","","","       171","E","        98","E","         4","E","      199","","","","","","","","","","","","","","   720"," ,E,0309, ","  40.8"," ,E,1001, ","","","","","","","","","","","","","","","","","","","","","","","    941.8"," ,E","","","","","",""
"NOE00110339","2018","60.0181","7.9144","954.0","MOGEN, NO","","","","","       150","E","        88","E","         4","E","      166","","","","","","","","","","","","","","  1400"," ,E,0212, ","  46.2"," ,E,0731, ","","","","","","","","","","","","","","","","","","","","","","","    874.2"," ,E","","","","","",""
"NOE00110339","2020","60.0181","7.9144","954.0","MOGEN, NO","","","","","       177","E","       118","E","         4","E","","","","","","","","","","","","","","","","","  35.5"," ,E,0620, ","","","","","","","","","","","","","","","","","","","","","","","   1124.1"," ,E","","","","","",""
"NOE00110339","2021","60.0181","7.9144","954.0","MOGEN, NO","","","","","       159","E","        59","E","         4","E","","","","","","","","","","","","","","","","","  47.3"," ,E,0121, ","","","","","","","","","","","","","","","","","","","","","","","    660.4"," ,E","","","","","",""
"NOE00110339","2022","60.0181","7.9144","954.0","MOGEN, NO","","","","","       163","E","        83","E","         1","E","","","","","","","","","","","","","","","","","  27.0"," ,E,0912, ","","","","","","","","","","","","","","","","","","","","","","","    709.5"," ,E","","","","","",""
"NOE00110339","2024","60.0181","7.9144","954.0","MOGEN, NO","","","","","       202","E","       116","E","         3","E","","","","","","","","","","","","","","","","","  37.5"," ,E,0908, ","","","","","","","","","","","","","","","","","","","","","","","   1079.7"," ,E","","","","","",""
