"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00299156","1916","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    858.5","","     858.5","0","        52","0","        29","0","         2","0","        1","","         3","0","         0","0","       103","0","         5","0","       214","0","        80","0","         1"," ","","","  -16.1","0,1114, ","    51"," ,0,1121, ","    41"," ,0,1121, ","  57.4"," ,0,0820, ","   40.0","0,0703, ","-3.9","0,1020","-3.9","0,1020","-11.1","0,1113","-11.1","0,1113","-11.1","0,1113","-0.6","0,0415","-5.6","0,0408","-5.6","0,0408","-6.7","0,0303","-11.7","0,0204","","","","","","","","","","","","","","","","","    276.7"," ,0","      107"," ,0","     14.99","0","     23.52","0","      6.46","0","",""
"USC00299156","1917","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    776.4","","     776.4","0","        48","0","        25","0","         3","0","        7","","         6","0","         0","0","       117","0","         5","0","       211","0","        66","0","","","         4"," ","  -16.1","0,1211,+","   152"," ,0,0117,+","   127"," ,0,0506, ","  86.6"," ,0,0813, ","   39.4","0,0713, ","-1.1","0,1018","-2.2","0,1023","-10.6","0,1029","-10.6","0,1029","-10.6","0,1029","-3.9","0,0507","-3.9","0,0507","-5.0","0,0405","-6.7","0,0318","-8.9","0,0317","    2134.1","1","","","    2134.1","0","","","","","","","","","","","    362.5"," ,0","      404"," ,0","     14.46","0","     22.93","0","      6.00","0","",""
"USC00299156","1918","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","","","","","        65","0","        37","0","         2","0","","","        15","0","","","","","","","","","","","         1"," ","","","","","","","   279"," ,0,1222, ","  28.2"," ,0,0905, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    382.1"," ,0","     1038"," ,0","","","","","","","",""
"USC00299156","1919","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","","","","","        76","0","        47","0","        11","0","        3","","         5","0","         4","0","       121","0","","","","","","","","","","","  -27.8","0,0101, ","   254"," ,0,0408, ","   254"," ,0,0408, ","  71.1"," ,0,0916, ","","","-2.2","0,1028","-2.2","0,1028","-5.0","0,1110","-10.6","0,1112","-10.6","0,1112","-1.1","0,0411","-3.3","0,0410","-5.6","0,0305","-7.2","0,0228","-9.4","0,0225","","","","","","","","","","","","","","","","","    856.2"," ,0","      436"," ,0","","","","","      5.77","0","",""
"USC00299156","1922","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","","","","","        56","0","        35","0","         2","0","        0","","         2","0","","","","","         3","0","       204","0","        89","0","","","","","","","     0","T,0,0131, ","   305"," ,0,0309, ","  32.0"," ,0,0424, ","   40.0","0,0803, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    323.3"," ,0","      394"," ,0","","","     22.31","0","","","",""
"USC00299156","1923","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    745.4","","     745.4","0","        71","0","        52","0","         9","0","        4","","         6","0","         0","0","       109","0","         5","0","       179","0","        62","0","","","","","  -15.0","0,1231,+","   254"," ,0,1211, ","   241"," ,0,1211, ","  61.2"," ,0,1004, ","   40.0","0,0730, ","-1.7","0,1030","-8.9","0,1128","-8.9","0,1128","-8.9","0,1128","-8.9","0,1128","0.0","0,0405","-5.0","0,0323","-5.0","0,0323","-10.0","0,0322","-10.0","0,0322","    2025.8","8","","","    2025.8","0","","","","","","","","","","","    754.7"," ,0","      756"," ,0","     13.92","0","     21.44","0","      6.40","0","",""
"USC00299156","1924","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    733.0","","     733.0","0","        53","0","        27","0","         1","0","        8","","         4","0","         5","0","       122","0","         9","0","       200","0","        69","0","","","","","  -21.1","0,1225, ","    76"," ,0,1227,+","    64"," ,0,1223, ","  33.3"," ,0,0828, ","   41.1","0,0626, ","-2.2","0,1031","-2.2","0,1031","-5.0","0,1124","-7.8","0,1127","-9.4","0,1208","-1.1","0,0427","-2.2","0,0418","-6.7","0,0331","-6.7","0,0331","-10.6","0,0313","    2343.4","4","","","    2343.4","0","","","","","","","","","","","    350.6"," ,0","      242"," ,0","     13.72","0","     21.98","0","      5.47","0","",""
"USC00299156","1925","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    804.1","","     804.1","0","        63","0","        36","0","         4","0","        1","","         4","0","         1","0","       113","0","         2","0","       211","0","        74","0","","","","","  -17.8","0,0116, ","    76"," ,0,1114, ","    64"," ,0,1204,+","  34.3"," ,0,0830, ","   41.1","0,0713, ","-3.9","0,1019","-3.9","0,1019","-8.3","0,1028","-8.3","0,1028","-10.6","0,1215","0.0","0,0430","-2.2","0,0319","-5.6","0,0315","-9.4","0,0314","-9.4","0,0314","    1933.8","8","","","    1933.8","0","","","","","","","","","","","    399.0"," ,0","      266"," ,0","     14.72","0","     23.03","0","      6.42","0","",""
"USC00299156","1926","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    687.2","","     687.2","0","        71","0","        42","0","         5","0","        6","","         6","0","         0","0","       124","0","         3","0","       200","0","        69","0","","","","","  -14.4","0,0123, ","   178"," ,0,0410, ","   229"," ,0,0410, ","  72.9"," ,0,0526, ","   37.8","0,0802,+","0.0","0,1024","-2.2","0,1102","-6.7","0,1109","-6.7","0,1109","-10.0","0,1118","0.0","0,0412","-2.8","0,0403","-10.0","0,0331","-10.0","0,0331","-10.0","0,0331","    2323.3","3","","","    2323.3","0","","","","","","","","","","","    502.5"," ,0","      647"," ,0","     14.08","0","     22.14","0","      6.02","0","",""
"USC00299156","1927","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    789.5","","     789.5","0","        52","0","        25","0","         2","0","        0","","         1","0","         0","0","        97","0","         3","0","       232","0","        85","0","","","","","  -17.2","0,1218, ","     0"," ,0,1231,+","    25"," ,0,0228, ","  55.6"," ,0,0805, ","   40.6","0,0719, ","-0.6","0,1012","-3.3","0,1102","-6.7","0,1201","-6.7","0,1201","-15.0","0,1207","0.0","0,0422","-2.2","0,0421","-10.0","0,0321","-10.0","0,0321","-10.0","0,0321","    1825.9","9","","","    1825.9","0","","","","","","","","","","","    345.4"," ,0","       40"," ,0","     15.27","0","     23.83","0","      6.71","0","",""
"USC00299156","1928","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    770.6","","     770.6","0","        69","0","        38","0","         3","0","        9","","         2","0","         0","0","       121","0","         2","0","       203","0","        74","0","","","","","  -17.2","0,0102,+","    51"," ,0,0406, ","    51"," ,0,0406, ","  45.5"," ,0,1116, ","   40.6","0,0702,+","-1.1","0,1102","-10.6","0,1119","-10.6","0,1119","-10.6","0,1119","-10.6","0,1119","-2.2","0,0415","-2.2","0,0415","-5.0","0,0409","-8.3","0,0316","-9.4","0,0223","    2062.8","8","","","    2062.8","0","","","","","","","","","","","    425.1"," ,0","      244"," ,0","     14.36","0","     22.66","0","      6.06","0","",""
"USC00299156","1929","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    739.9","","     739.9","0","        53","0","        27","0","         2","0","       10","","         6","0","         4","0","       132","0","         9","0","       206","0","        74","0","","","","","  -23.3","0,0209, ","   279"," ,0,1109, ","   152"," ,0,1109,+","  52.1"," ,0,0512, ","   38.9","0,0627, ","-3.3","0,1023","-3.3","0,1023","-6.7","0,1024","-6.7","0,1024","-14.4","0,1122","-1.7","0,0502","-3.3","0,0411","-5.0","0,0316","-9.4","0,0301","-9.4","0,0301","    2222.3","3","","","    2222.3","0","","","","","","","","","","","    291.8"," ,0","      545"," ,0","     13.54","0","     21.92","0","      5.15","0","",""
"USC00299156","1930","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    800.5","","     800.5","0","        54","0","        25","0","         5","0","        4","","         7","0","         5","0","       116","0","         7","0","       210","0","        81","0","","","","","  -21.7","0,0118,+","   178"," ,0,1120, ","   102"," ,0,1119, ","  42.4"," ,0,0611, ","   41.1","0,0628, ","0.0","0,1029","-2.2","0,1119","-8.3","0,1120","-8.3","0,1120","-12.2","0,1218","-0.6","0,0511","-2.8","0,0330","-4.4","0,0329","-10.0","0,0303","-10.0","0,0303","    2179.1","1","","","    2179.1","0","","","","","","","","","","","    327.6"," ,0","      380"," ,0","     14.26","0","     22.65","0","      5.88","0","",""
"USC00299156","1931","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    768.1","","     768.1","0","        64","0","        38","0","         5","0","       12","","        11","0","         0","0","       105","0","         4","0","       191","0","        71","0","","","","","  -15.0","0,0112, ","   381"," ,0,0228, ","   406"," ,0,0228, ","  40.9"," ,0,0228, ","   38.3","0,0618, ","-1.1","0,1030","-3.3","0,1031","-8.9","0,1122","-8.9","0,1122","-8.9","0,1122","0.0","0,0421","-6.1","0,0331","-6.1","0,0331","-9.4","0,0328","-9.4","0,0328","    2382.7","7","","","    2382.7","0","","","","","","","","","","","    459.3"," ,0","      956"," ,0","     14.04","0","     21.76","0","      6.32","0","",""
"USC00299156","1932","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    736.9","","     736.9","0","        55","0","        34","0","         1","0","       11","","         9","0","         1","0","       118","0","        14","0","       217","0","        69","0","","","","","  -17.8","0,1218, ","   152"," ,0,1218,+","   102"," ,0,1216, ","  28.2"," ,0,0828, ","   37.8","0,0731,+","0.0","0,1025","-3.3","0,1108","-6.7","0,1111","-6.7","0,1111","-9.4","0,1207","-1.1","0,0428","-2.2","0,0411","-5.0","0,0322","-12.2","0,0313","-12.2","0,0313","    2122.2","2","","","    2122.2","0","","","","","","","","","","","    419.6"," ,0","      489"," ,0","     13.94","0","     22.08","0","      5.79","0","",""
"USC00299156","1933","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    876.7","","     876.7","0","        39","0","        25","0","         6","0","        5","","         2","0","         5","0","       106","0","         1","0","       227","0","        79","0","","","","","  -26.7","0,0208, ","    51"," ,0,0210,+","    51"," ,0,0207, ","  44.5"," ,0,0804, ","   40.0","0,0713,+","0.0","0,1103","-5.0","0,1105","-5.0","0,1105","-7.2","0,1206","-9.4","0,1218","0.0","0,0423","-6.7","0,0414","-6.7","0,0414","-6.7","0,0414","-11.7","0,0212","    2156.8","8","","","    2156.8","0","","","","","","","","","","","    377.1"," ,0","       89"," ,0","     15.43","0","     24.13","0","      6.73","0","",""
"USC00299156","1934","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","   1089.7","","    1089.7","0","        34","0","        18","0","         0","0","        0","","         1","0","         0","0","        90","0","         0","0","       233","0","       111","0","","","","","  -13.3","0,0226, ","     0"," ,0,1231,+","    25"," ,0,1125, ","  24.4"," ,0,0827, ","   41.7","0,0713, ","0.0","0,1103","-2.2","0,1122","-4.4","0,1129","-8.9","0,1203","-8.9","0,1203","0.0","0,0404","-3.3","0,0326","-9.4","0,0318","-9.4","0,0318","-9.4","0,0318","    1674.0","0","","","    1674.0","0","","","","","","","","","","","    155.9"," ,0","       25"," ,0","     16.28","0","     24.83","0","      7.74","0","",""
"USC00299156","1935","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1803.8","8","","","    1803.8","0","","","","","","","","","","","","","","","","","","","","","",""
"USC00299156","1936","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    904.0","","     904.0","0","        48","0","        29","0","         2","0","        8","","         6","0","         0","0","       120","0","         2","0","       202","0","        92","0","","","","","  -17.2","0,0208, ","    76"," ,0,0108, ","    64"," ,0,0107, ","  85.9"," ,0,0712, ","   40.6","0,0812, ","0.0","0,0927","-10.6","0,1103","-10.6","0,1103","-10.6","0,1103","-10.6","0,1103","-1.1","0,0410","-3.3","0,0407","-7.2","0,0406","-7.2","0,0406","-9.4","0,0402","","","","","","","","","","","","","","","","","    333.6"," ,0","      286"," ,0","     14.88","0","     23.20","0","      6.55","0","",""
"USC00299156","1937","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    906.8","","     906.8","0","        44","0","        23","0","         5","0","        9","","         5","0","         1","0","       113","0","         3","0","       197","0","        84","0","","","","","  -17.8","0,0108, ","    51"," ,0,1213,+","   152"," ,0,0306, ","  82.0"," ,0,0529, ","   40.6","0,0723, ","-0.6","0,1109","-5.6","0,1116","-5.6","0,1116","-10.6","0,1119","-10.6","0,1119","0.0","0,0409","-5.0","0,0330","-5.0","0,0330","-6.7","0,0315","-10.0","0,0228","    2146.2","2","","","    2146.2","0","","","","","","","","","","","    424.3"," ,0","      314"," ,0","     14.65","0","     22.70","0","      6.59","0","",""
"USC00299156","1938","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    866.0","","     866.0","0","        55","0","        29","0","         1","0","","","         6","0","         0","0","       110","0","         1","0","       226","0","        75","0","","","","","  -13.9","0,0218, ","","","    76"," ,0,1220,+","  50.8"," ,0,0531, ","   40.6","0,0731, ","-0.6","0,1020","-2.2","0,1104","-9.4","0,1107","-9.4","0,1107","-9.4","0,1107","-0.6","0,0508","-4.4","0,0409","-4.4","0,0409","-6.7","0,0407","-9.4","0,0223","    1935.7","7","","","    1935.7","0","","","","","","","","","","","    301.8"," ,0","      386"," ,0","     15.14","0","     23.38","0","      6.90","0","",""
"USC00299156","1939","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    847.3","","     847.3","0","        51","0","        27","0","         3","0","        8","","         3","0","         2","0","       112","0","         6","0","       215","0","        95","0","","","","","  -19.4","0,1229,+","   203"," ,0,1229,+","   102"," ,0,1225, ","  30.7"," ,0,0504, ","   42.2","0,0613, ","-1.7","0,1030","-6.1","0,1103","-6.1","0,1103","-6.7","0,1222","-12.2","0,1224","-1.1","0,0417","-5.6","0,0407","-5.6","0,0407","-6.7","0,0306","-10.6","0,0228","    1984.1","1","","","    1984.1","0","","","","","","","","","","","    309.2"," ,0","      217"," ,0","     14.68","0","     22.99","0","      6.38","0","",""
"USC00299156","1940","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    849.3","","     849.3","0","        49","0","        27","0","         2","0","       21","","         9","0","         0","0","       118","0","         7","0","       218","0","        81","0","","","","","  -15.0","0,0125, ","   229"," ,0,1125, ","   178"," ,0,1124,+","  38.6"," ,0,0808, ","   41.1","0,0725,+","0.0","0,1029","-7.2","0,1111","-7.2","0,1111","-7.2","0,1111","-8.9","0,1112","-2.8","0,0418","-2.8","0,0418","-5.0","0,0412","-8.9","0,0314","-8.9","0,0314","    2082.4","4","","","    2082.4","0","","","","","","","","","","","    323.1"," ,0","      711"," ,0","     14.77","0","     23.12","0","      6.41","0","",""
"USC00299156","1941","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    556.8","","     556.8","0","        89","0","        54","0","        11","0","        1","","         5","0","         0","0","       105","0","         1","0","       184","0","        41","0","","","","","   -9.4","0,1123, ","    25"," ,0,1211, ","   102"," ,0,1031, ","  51.8"," ,0,0929, ","   35.0","0,0905, ","0.0","0,1030","-2.2","0,1108","-9.4","0,1123","-9.4","0,1123","-9.4","0,1123","-2.2","0,0327","-2.2","0,0327","-5.0","0,0317","-6.7","0,0311","","","    2045.2","2","","","    2045.2","0","","","","","","","","","","","    888.0"," ,0","      241"," ,0","     13.87","0","     21.11","0","      6.63","0","",""
"USC00299156","1942","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    668.9","","     668.9","0","        61","0","        35","0","         2","0","        6","","         5","0","         1","0","       114","0","         6","0","       202","0","        62","0","","","","","  -18.9","0,0218, ","   203"," ,0,0301, ","   203"," ,0,0301, ","  41.1"," ,0,0630, ","   38.3","0,0619, ","-0.6","0,1031","-3.3","0,1110","-5.0","0,1121","-7.8","0,1122","-10.0","0,1228","-2.2","0,0409","-2.2","0,0409","-5.6","0,0327","-6.7","0,0303","-10.0","0,0224","    2206.9","9","","","    2206.9","0","","","","","","","","","","","    375.5"," ,0","      444"," ,0","     13.92","0","     22.13","0","      5.71","0","",""
"USC00299156","1944","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    697.9","","     697.9","0","        62","0","        36","0","         4","0","","","         6","0","         0","0","       127","0","         3","0","       198","0","        64","0","","","         1"," ","  -13.9","0,0109,+","","","   305"," ,0,1205, ","  96.3"," ,0,0511, ","   41.7","0,0802,+","-1.7","0,1109","-2.8","0,1115","-6.1","0,1119","-8.3","0,1130","-11.7","0,1201","-0.6","0,0419","-4.4","0,0418","-4.4","0,0418","-7.8","0,0330","-9.4","0,0329","    2450.4","4","","","    2450.4","0","","","","","","","","","","","    458.5"," ,0","      534"," ,0","     13.75","0","     21.91","0","      5.60","0","",""
"USC00299156","1945","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    814.4","","     814.4","0","        43","0","        27","0","         4","0","        4","","         5","0","         0","0","       128","0","         1","0","       209","0","        89","0","","","","","  -16.7","0,1219, ","    76"," ,0,0121, ","   127"," ,0,0516, ","  54.9"," ,0,0815, ","   40.6","0,0626, ","-0.6","0,0929","-3.3","0,1024","-5.0","0,1109","-7.8","0,1121","-8.9","0,1123","0.0","0,0516","-3.3","0,0416","-4.4","0,0415","-9.4","0,0404","-9.4","0,0404","    2232.9","9","","","    2232.9","0","","","","","","","","","","","    362.3"," ,0","      407"," ,0","     14.49","0","     23.30","0","      5.68","0","",""
"USC00299156","1946","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    957.1","","     957.1","0","        39","0","        22","0","         1","0","        3","","         4","0","         0","0","       101","0","         3","0","       227","0","        87","0","","","","","  -13.9","0,1231, ","   152"," ,0,1106, ","   152"," ,0,1106, ","  31.8"," ,0,0828, ","   40.6","0,0630, ","-1.1","0,1011","-2.2","0,1103","-6.7","0,1106","-6.7","0,1106","-12.2","0,1229","0.0","0,0326","-2.2","0,0319","-4.4","0,0318","-7.2","0,0308","-10.0","0,0214","    2007.8","8","","","    2007.8","0","","","","","","","","","","","    213.9"," ,0","      394"," ,0","     15.49","0","     23.89","0","      7.09","0","",""
"USC00299156","1947","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    941.0","","     941.0","0","        48","0","        26","0","         1","0","","","","","         1","0","       130","0","         7","0","       201","0","        91","0","","","","","  -18.3","0,0103, ","","","","","  49.8"," ,0,0509, ","   38.9","0,0904,+","0.0","0,1023","-7.2","0,1107","-7.2","0,1107","-7.2","0,1107","-15.0","0,1122","0.0","0,0426","-2.2","0,0326","-8.3","0,0315","-8.3","0,0315","-12.2","0,0308","    2268.1","1","","","    2268.1","0","","","","","","","","","","","    279.4"," ,0","","","     14.25","0","     22.35","0","      6.15","0","",""
"USC00299156","1948","35.2005","-103.6866","1245.4","TUCUMCARI 4 NE, NM US","    873.0","","     873.0","0","        62","0","        31","0","         3","0","       27","","        12","0","         1","0","       117","0","        19","0","       205","0","        85","0","         1"," ","         1"," ","  -19.4","0,0305, ","   152"," ,0,0305,+","   152"," ,0,0304,+","  48.5"," ,0,0804, ","   39.4","0,0906, ","-3.3","0,1017","-3.3","0,1017","-6.7","0,1109","-6.7","0,1109","-9.4","0,1128","-4.4","0,0401","-4.4","0,0401","-4.4","0,0401","-13.9","0,0312","-13.9","0,0312","    2456.8","8","","","    2456.8","0","","","","","","","","","","","    417.1"," ,0","      798"," ,0","     13.88","0","     21.67","0","      6.09","0","     65693","0"
