"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00142980","1956","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","        11"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00142980","1957","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00142980","1958","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    693.9","","     693.9","0","        89","0","        54","0","         5","0","       41","","        16","0","         4","0","       154","0","        38","0","       174","0","        51","0","","","","","  -20.0","0,1214,+","   203"," ,0,1118, ","   165"," ,0,1117, ","  48.3"," ,0,0616, ","   37.8","0,0828,+","0.0","0,1001","-2.8","0,1024","-4.4","0,1031","-15.6","0,1118","-15.6","0,1118","0.0","0,0425","-2.8","0,0407","-8.3","0,0320","-8.3","0,0320","-10.6","0,0319","    3172.9","9","","","    3172.9","0","","","","","","","","","","","    721.3"," ,0","     1062"," ,0","     11.36","0","     18.43","0","      4.30","0","",""
"USC00142980","1959","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    762.1","","     762.1","0","        75","0","        42","0","         4","0","","","        11","0","         7","0","       154","0","        18","0","       174","0","        69","0","","","","","  -26.7","0,0104, ","","","   114"," ,0,0121, ","  32.5"," ,0,0903, ","   41.1","0,0704, ","-0.6","0,1016","-5.0","0,1026","-5.0","0,1026","-8.3","0,1104","-10.6","0,1105","-3.3","0,0422","-3.3","0,0422","-7.2","0,0413","-7.2","0,0413","-9.4","0,0322","    3102.3","3","","","    3102.3","0","","","","","","","","","","","    459.6"," ,0","      549"," ,0","     11.71","0","     19.51","0","      3.91","0","",""
"USC00142980","1960","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    734.4","","     734.4","0","        80","0","        45","0","         2","0","       48","","        13","0","        11","0","       143","0","        37","0","       184","0","        76","0","","","","","  -26.1","0,0303, ","   229"," ,0,0118,+","   203"," ,0,0117, ","  28.4"," ,0,0606, ","   41.1","0,0728,+","0.0","0,1030","-2.2","0,1031","-5.0","0,1108","-7.2","0,1109","-10.6","0,1129","-1.1","0,0430","-3.3","0,0403","-8.9","0,0318","-8.9","0,0318","-8.9","0,0318","    3305.8","8","","","    3305.8","0","","","","","","","","","","","    422.3"," ,0","     1150"," ,0","     11.42","0","     18.89","0","      3.96","0","",""
"USC00142980","1961","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    659.6","","     659.6","0","        68","0","        38","0","         5","0","       26","","         6","0","         4","0","       156","0","        24","0","       163","0","        62","0","","","","","  -25.0","0,1212, ","   102"," ,0,1116, ","    89"," ,0,1116, ","  54.6"," ,0,0911, ","   41.1","0,0719, ","-1.1","0,0925","-2.2","0,1023","-7.8","0,1103","-7.8","0,1103","-16.7","0,1210","-0.6","0,0427","-5.0","0,0415","-5.0","0,0415","-7.8","0,0309","-8.9","0,0224","    2972.7","7","","","    2972.7","0","","","","","","","","","","","    492.9"," ,0","      385"," ,0","     11.31","0","     18.83","0","      3.79","0","",""
"USC00142980","1962","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    740.6","","     740.6","0","        80","0","        42","0","         1","0","       13","","         4","0","        13","0","       133","0","        22","0","       189","0","        67","0","","","","","  -27.2","0,0111, ","   152"," ,0,0109,+","   152"," ,0,0108, ","  30.7"," ,0,0724, ","   42.2","0,0811,+","-0.6","0,1024","-3.3","0,1029","-5.6","0,1105","-6.7","0,1206","-8.9","0,1211","-5.6","0,0403","-5.6","0,0403","-5.6","0,0403","-9.4","0,0316","-9.4","0,0316","    3184.2","2","","","    3184.2","0","","","","","","","","","","","    474.7"," ,0","      322"," ,0","     12.45","0","     20.38","0","      4.52","0","",""
"USC00142980","1963","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    934.4","","     934.4","0","        55","0","        30","0","         4","0","       25","","         4","0","        14","0","       140","0","        27","0","       209","0","        79","0","         1"," ","","","  -25.0","0,0112, ","   127"," ,0,1223,+","   102"," ,0,1222, ","  49.8"," ,0,0714, ","   39.4","0,0724,+","0.0","0,1028","-4.4","0,1101","-4.4","0,1101","-7.8","0,1123","-8.9","0,1126","-0.6","0,0430","-2.8","0,0423","-4.4","0,0317","-7.8","0,0314","-9.4","0,0306","    2767.8","8","","","    2767.8","0","","","","","","","","","","","    403.9"," ,0","      279"," ,0","     13.10","0","     21.34","0","      4.85","0","",""
"USC00142980","1964","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    824.7","","     824.7","0","        63","0","        27","0","         2","0","       22","","         6","0","         4","0","       145","0","        16","0","       181","0","        81","0","","","","","  -20.6","0,0113, ","   127"," ,0,0204, ","   122"," ,0,0204, ","  34.5"," ,0,0530, ","   41.1","0,0811, ","-5.0","0,1019","-5.0","0,1019","-5.0","0,1019","-7.8","0,1119","-10.0","0,1130","-1.1","0,0413","-6.7","0,0408","-6.7","0,0408","-6.7","0,0408","-11.7","0,0326","    2932.5","5","","","    2932.5","0","","","","","","","","","","","    311.4"," ,0","      388"," ,0","     12.24","0","     20.09","0","      4.40","0","",""
"USC00142980","1965","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    612.0","","     612.0","0","        71","0","        44","0","         8","0","","","         8","0","         2","0","       140","0","        26","0","       179","0","        52","0","","","","","  -21.7","0,0212, ","","","   122"," ,0,0210, ","  68.6"," ,0,0508, ","   38.3","0,0724,+","-0.6","0,1021","-2.2","0,1114","-4.4","0,1118","-7.2","0,1127","-13.3","0,1215","-2.8","0,0428","-2.8","0,0428","-7.2","0,0330","-7.2","0,0330","-12.8","0,0326","    3108.9","9","","","    3108.9","0","","","","","","","","","","","    704.0"," ,0","      476"," ,0","     11.76","0","     19.29","0","      4.24","0","",""
