"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00306765","1949","44.05","-73.45","36.9","PORT HENRY, NY US","       121","0","        69","0","         3","0","         8"," ","         8"," ","  62.7"," ,0,0830, ","    703.1"," ,0"
"USC00306765","1950","44.05","-73.45","36.9","PORT HENRY, NY US","       115","0","        72","0","         8","0","        11"," ","        12"," ","  44.2"," ,0,1205, ","    814.7"," ,0"
"USC00306765","1951","44.05","-73.45","36.9","PORT HENRY, NY US","       135","0","        84","0","         5","0","        21"," ","        16"," ","  50.3"," ,0,0208, ","   1039.2"," ,0"
"USC00306765","1952","44.05","-73.45","36.9","PORT HENRY, NY US","       102","0","        71","0","         7","0","         5"," ","         1"," ","  69.1"," ,0,1212, ","    845.0"," ,0"
"USC00306765","1953","44.05","-73.45","36.9","PORT HENRY, NY US","       105","0","        66","0","         4","0","         7"," ","         3"," ","  50.5"," ,0,0906, ","    812.1"," ,0"
"USC00306765","1954","44.05","-73.45","36.9","PORT HENRY, NY US","       140","0","        81","0","        11","0","","","         1"," ","  55.9"," ,0,0901, ","   1059.7"," ,0"
"USC00306765","1955","44.05","-73.45","36.9","PORT HENRY, NY US","       122","0","        73","0","         3","0","         1"," ","         4"," ","  46.5"," ,0,0814, ","    798.4"," ,0"
"USC00306765","1956","44.05","-73.45","36.9","PORT HENRY, NY US","       123","0","        72","0","         2","0","         2"," ","         6"," ","  54.6"," ,0,0902, ","    736.8"," ,0"
"USC00306765","1957","44.05","-73.45","36.9","PORT HENRY, NY US","       115","0","        66","0","         7","0","         3"," ","         7"," ","  57.2"," ,0,0619, ","    790.1"," ,0"
"USC00306765","1958","44.05","-73.45","36.9","PORT HENRY, NY US","       129","0","        79","0","         7","0","         2"," ","         2"," ","  40.6"," ,0,0729, ","    872.8"," ,0"
"USC00306765","1959","44.05","-73.45","36.9","PORT HENRY, NY US","","","","","","","         2"," ","         1"," ","","","    938.8"," ,0"
"USC00306765","1960","44.05","-73.45","36.9","PORT HENRY, NY US","","","","","","","","","         3"," ","","","",""
"USC00306765","1961","44.05","-73.45","36.9","PORT HENRY, NY US","       117","0","        75","0","         8","0","         1"," ","         4"," ","  50.8"," ,0,0729, ","    878.0"," ,0"
"USC00306765","1962","44.05","-73.45","36.9","PORT HENRY, NY US","","","","","","","         1"," ","","","","","    747.3"," ,0"
"USC00306765","1963","44.05","-73.45","36.9","PORT HENRY, NY US","","","","","","","","","","","","","    565.9"," ,0"
"USC00306765","1964","44.05","-73.45","36.9","PORT HENRY, NY US","       111","0","        58","0","         6","0","","","","","  62.0"," ,0,0824, ","    705.7"," ,0"
