"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00206080","2005","43.5816","-84.5888","207.3","OIL CITY 2 S, MI US","","","","","         3"," ","","","","","","","",""
"USC00206080","2018","43.5816","-84.5888","207.3","OIL CITY 2 S, MI US","       72","","        17","7","","","   229"," ,7,0212, ","    91"," ,7,1116, ","    943.2"," ,7","     1051"," ,7"
"USC00206080","2021","43.5816","-84.5888","207.3","OIL CITY 2 S, MI US","       76","","        11","7","","","   406"," ,7,0222,+","    97"," ,7,0216, ","","","      912"," ,7"
"USC00206080","2022","43.5816","-84.5888","207.3","OIL CITY 2 S, MI US","       88","","        11","7","","","   178"," ,7,0225, ","   114"," ,7,1116, ","","","      824"," ,7"
"USC00206080","2024","43.5816","-84.5888","207.3","OIL CITY 2 S, MI US","       44","","        10","7","","","   305"," ,7,0114,+","   188"," ,7,0113, ","","","     1004"," ,7"
