"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KE000063820","1957","-4.033","39.617","55.0","MOMBASA, KE","       116","Q","        70","Q","        14","Q","","","","","","","  77.2"," ,Q,1123, ","   1214.9"," ,Q","",""
"KE000063820","1958","-4.033","39.617","55.0","MOMBASA, KE","       105","Q","        68","Q","        10","Q","","","","","",""," 101.9"," ,Q,0502, ","   1017.3"," ,Q","",""
"KE000063820","1959","-4.033","39.617","55.0","MOMBASA, KE","       110","Q","        65","Q","        18","Q","","","","","",""," 121.9"," ,Q,0424, ","   1319.4"," ,Q","",""
"KE000063820","1960","-4.033","39.617","55.0","MOMBASA, KE","       119","Q","        77","Q","        10","Q","","","","","","","  80.0"," ,Q,0607, ","   1077.9"," ,Q","",""
"KE000063820","1961","-4.033","39.617","55.0","MOMBASA, KE","       138","Q","        84","Q","        12","Q","","","","","",""," 147.3"," ,Q,0925, ","   1337.2"," ,Q","",""
"KE000063820","1962","-4.033","39.617","55.0","MOMBASA, KE","       113","Q","        58","Q","         8","Q","","","","","","","  55.1"," ,Q,0628, ","    759.3"," ,Q","",""
"KE000063820","1963","-4.033","39.617","55.0","MOMBASA, KE","       136","Q","        85","Q","        13","Q","","","","","","","  89.4"," ,Q,0507, ","   1266.5"," ,Q","",""
"KE000063820","1964","-4.033","39.617","55.0","MOMBASA, KE","       108","Q","        61","Q","         7","Q","","","","","",""," 111.0"," ,Q,0527, ","    762.5"," ,Q","",""
"KE000063820","1965","-4.033","39.617","55.0","MOMBASA, KE","       115","Q","        65","Q","        13","Q","","","","","","","  91.2"," ,Q,0511, ","   1067.5"," ,Q","",""
"KE000063820","1966","-4.033","39.617","55.0","MOMBASA, KE","       138","Q","        81","Q","        15","Q","","","","","","","  74.7"," ,Q,1016, ","   1419.4"," ,Q","",""
"KE000063820","1967","-4.033","39.617","55.0","MOMBASA, KE","       130","Q","        84","Q","        19","Q","","","","","","","  92.7"," ,Q,0930, ","   1542.5"," ,Q","",""
"KE000063820","1968","-4.033","39.617","55.0","MOMBASA, KE","       161","Q","       111","Q","        24","Q","","","","","",""," 140.2"," ,Q,1122, ","   2150.5"," ,Q","",""
"KE000063820","1969","-4.033","39.617","55.0","MOMBASA, KE","       104","Q","        79","Q","         9","Q","","","","","","","  74.4"," ,Q,1120, ","    989.4"," ,Q","",""
"KE000063820","1970","-4.033","39.617","55.0","MOMBASA, KE","       115","Q","        74","Q","         7","Q","","","","","","","  54.6"," ,Q,0518, ","    776.8"," ,Q","",""
"KE000063820","1971","-4.033","39.617","55.0","MOMBASA, KE","       108","Q","        57","Q","         8","Q","","","","","","","  55.4"," ,Q,0506, ","    717.0"," ,Q","",""
"KE000063820","1972","-4.033","39.617","55.0","MOMBASA, KE","       121","Q","        83","Q","        16","Q","","","","","",""," 166.6"," ,Q,0510, ","   1621.6"," ,Q","",""
"KE000063820","1973","-4.033","39.617","55.0","MOMBASA, KE","       108","Q","        80","Q","        15","Q","","","","","","","  77.5"," ,Q,0430, ","   1201.7"," ,Q","",""
"KE000063820","1974","-4.033","39.617","55.0","MOMBASA, KE","       107","Q","        56","Q","         8","Q","","","","","",""," 106.0"," ,Q,0525, ","    791.7"," ,Q","",""
"KE000063820","1975","-4.033","39.617","55.0","MOMBASA, KE","       106","Q","        67","Q","        13","Q","","","","","","","  87.0"," ,Q,0414, ","    968.6"," ,Q","",""
"KE000063820","1976","-4.033","39.617","55.0","MOMBASA, KE","       108","Q","        60","Q","        11","Q","","","","","","","  64.5"," ,Q,0613, ","    880.0"," ,Q","",""
"KE000063820","1977","-4.033","39.617","55.0","MOMBASA, KE","       129","Q","        90","Q","        11","Q","","","","","",""," 152.5"," ,Q,1030, ","   1329.7"," ,Q","",""
"KE000063820","1978","-4.033","39.617","55.0","MOMBASA, KE","       136","Q","        94","Q","        13","Q","","","","","","","  70.7"," ,Q,0408, ","   1352.9"," ,Q","",""
"KE000063820","1981","-4.033","39.617","55.0","MOMBASA, KE","       114","Q","        81","Q","        11","Q","","","","","","","  92.4"," ,Q,0518, ","   1115.1"," ,Q","",""
"KE000063820","1982","-4.033","39.617","55.0","MOMBASA, KE","       111","Q","        92","Q","        19","Q","","","","","",""," 111.7"," ,Q,0519, ","   1631.4"," ,Q","",""
