"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"ASN00040853","1998","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1197.9"," ,a"
"ASN00040853","1999","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1992.0"," ,a"
"ASN00040853","2000","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","    715.0"," ,a"
"ASN00040853","2001","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","    998.0"," ,a"
"ASN00040853","2003","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1143.0"," ,a"
"ASN00040853","2004","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1151.0"," ,a"
"ASN00040853","2005","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1232.0"," ,a"
"ASN00040853","2008","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1456.0"," ,a"
"ASN00040853","2009","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1350.0"," ,a"
"ASN00040853","2010","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1808.0"," ,a"
"ASN00040853","2011","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1452.0"," ,a"
"ASN00040853","2012","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1488.0"," ,a"
"ASN00040853","2013","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1559.0"," ,a"
"ASN00040853","2014","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","    856.0"," ,a"
"ASN00040853","2016","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","    705.0"," ,a"
"ASN00040853","2017","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1110.0"," ,a"
"ASN00040853","2018","-27.6023","153.2952","6.0","REDLAND BAY GOLF CLUB, AS","   1089.0"," ,a"
