"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA006162883","1949","44.9167","-78.3833","325.0","GOODERHAM, ON CA","    4610.6","6","    4610.6","C","","","",""
"CA006162883","1959","44.9167","-78.3833","325.0","GOODERHAM, ON CA","","","","","   1012.9"," ,C","     2405"," ,C"
