"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00488160","1993","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        76","0","        41","0","         2","0","       75","","        12","0","","","","","        53","0","       113","0","         8","0","","","","","","","   279"," ,0,0301,+","   152"," ,0,1009, ","  53.3"," ,0,0608, ","   38.3","0,0730, ","","","","","","","","","","","","","","","","","","","","","    4528.5","5","","","","","    4528.5","0","      22.8","0,0,1","","","","","","","","","      -3.9","0,0,1","","","","","","","","","       9.5","0,0,1","","","","","    381.7"," ,0","      641"," ,0","","","     13.41","0","","","",""
"USC00488160","1994","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    287.7","","     287.7","0","","","","","","","","","","","        19","0","       177","0","        38","0","       151","0","        45","0","","","","","  -33.9","0,0209, ","","","","","","","   38.3","0,0827, ","-1.1","0,0922","-5.0","0,1023","-5.0","0,1023","-6.7","0,1030","-9.4","0,1104","-0.6","0,0504","-5.6","0,0430","-5.6","0,0430","-8.3","0,0429","-10.6","0,0427","","","      23.3","0,0,2","","","","","      31.1","0,0,1","      28.3","0,0,2","","","      -1.1","0,0,2","","","      -1.7","0,0,1","      -1.1","0,0,2","","","       9.6","0,0,2","","","      12.6","0,0,1","      11.1","0,0,2","","","","","","","      7.60","0","     16.08","0","     -0.88","0","",""
"USC00488160","1995","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        74","0","        52","0","         2","0","       64","","        11","0","","","","","        37","0","       126","0","        36","0","","","","","","","   127"," ,0,1101,+","   127"," ,0,0116, ","  40.4"," ,0,0509, ","   41.1","0,0730, ","","","","","","","","","","","","","","","","","","","","","    3923.3","3","      23.3","0,0,2","      22.8","0,0,3","    3923.3","0","      26.1","0,0,2","","","","","      -3.9","0,0,2","      -1.1","0,0,3","      -3.9","0,0,2","","","","","       8.3","0,0,2","       9.4","0,0,3","       9.9","0,0,2","","","","","    421.3"," ,0","      682"," ,0","","","     15.39","0","","","",""
"USC00488160","1997","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        75","0","        39","0","         3","0","","","        15","0","","","","","        52","0","       141","0","        25","0","","","","","","","","","   127"," ,0,0405, ","  47.0"," ,0,0608, ","   36.7","0,0718, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    443.6"," ,0","     1005"," ,0","","","     14.76","0","","","",""
"USC00488160","1998","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        66","0","        47","0","         2","0","","","        12","0","","","","","        28","0","       132","0","        41","0","","","","","","","","","   254"," ,0,0112, ","  40.6"," ,0,0913, ","   40.0","0,0718, ","","","","","","","","","","","","","","","","","","","","","","","      24.4","0,1,3","","","","","      26.7","0,1,3","","","","","      -0.6","0,1,3","","","      -0.6","0,1,3","","","","","      10.7","0,1,3","","","      10.9","0,1,3","","","","","    459.7"," ,0","      870"," ,0","","","     16.17","0","","","",""
"USC00488160","1999","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        67","0","        37","0","         2","0","       48","","        17","0","","","","","        15","0","       138","0","        33","0","","","","","","","   229"," ,0,0402, ","   127"," ,0,0401, ","  35.1"," ,0,0904, ","   40.0","0,0729, ","","","","","","","","","","","","","","","","","","","","","","","      21.1","0,1,1","","","","","      27.8","0,1,1","","","","","     -12.8","0,1,1","","","      -6.7","0,1,1","","","","","       0.9","0,1,1","","","       8.2","0,1,1","","","","","    371.1"," ,0","      849"," ,0","","","     16.90","0","","","",""
"USC00488160","2001","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    344.6","","     344.6","0","        51","0","        28","0","         0","0","       83","","        11","0","        18","0","       177","0","        35","0","       147","0","        66","0","","","","","  -29.4","0,0210, ","   203"," ,0,0227,+","    76"," ,0,0224, ","  19.3"," ,0,0605, ","   40.6","0,0804, ","-0.6","0,1003","-5.6","0,1005","-5.6","0,1005","-7.2","0,1016","-13.9","0,1025","-0.6","0,0602","-3.3","0,0507","-8.3","0,0418","-8.3","0,0418","-12.8","0,0325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    217.6"," ,0","      417"," ,0","      7.48","0","     16.49","0","     -1.54","0","",""
"USC00488160","2002","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        65","0","        31","0","         1","0","       62","","        13","0","","","","","        44","0","       127","0","        45","0","","","","","","","   127"," ,0,0318,+","   127"," ,0,0314, ","  50.8"," ,0,0822, ","   42.8","0,0715, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    291.7"," ,0","      788"," ,0","","","     15.19","0","","","",""
"USC00488160","2003","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        63","0","        32","0","         1","0","       88","","        14","0","","","","","        34","0","       135","0","        56","0","","","","","","","   203"," ,0,0122, ","   178"," ,0,0122, ","  31.8"," ,0,0501, ","   40.6","0,0724, ","","","","","","","","","","","","","","","","","","","","","    3926.2","2","","","","","    3926.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","    292.2"," ,0","      889"," ,0","","","     16.36","0","","","",""
"USC00488160","2004","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    137.6","","     137.6","0","        58","0","        33","0","         1","0","       42","","         6","0","        16","0","       190","0","        26","0","       145","0","        32","0","","","","","  -32.8","0,0105, ","   178"," ,0,0301, ","   127"," ,0,0229, ","  32.5"," ,0,0705, ","   40.0","0,0719, ","-1.7","0,0915","-2.2","0,0922","-4.4","0,1019","-6.7","0,1107","-9.4","0,1112","0.0","0,0602","-6.7","0,0514","-6.7","0,0514","-6.7","0,0514","-13.3","0,0412","","","      22.8","0,1,3","","","","","","","","","","","      -3.9","0,1,3","","","","","","","","","      10.6","0,1,3","","","","","","","","","    281.3"," ,0","      394"," ,0","      7.12","0","     16.41","0","     -2.16","0","",""
"USC00488160","2006","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    284.9","","     284.9","0","        60","0","        32","0","         2","0","       21","","         7","0","        17","0","       211","0","        17","0","       146","0","        53","0","","","","","  -28.9","0,0218, ","   178"," ,0,0424, ","   165"," ,0,0424, ","  38.4"," ,0,0917, ","   41.1","0,0730, ","-0.6","0,0902","-2.2","0,0928","-5.0","0,1013","-7.8","0,1018","-18.3","0,1031","-1.1","0,0531","-2.8","0,0511","-8.3","0,0505","-8.3","0,0505","-11.1","0,0426","    3957.6","6","","","","","    3957.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","    277.1"," ,0","      507"," ,0","      7.81","0","     17.22","0","     -1.60","0","",""
"USC00488160","2007","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    308.3","","     308.3","0","","","","","","","       78","","","","        28","0","       199","0","        46","0","       150","0","        58","0","","","","","  -30.0","0,0215,+","   610"," ,0,0330,+","","","","","   41.7","0,0725, ","0.0","0,0907","-4.4","0,0912","-4.4","0,0912","-8.3","0,1106","-12.8","0,1121","-2.2","0,0526","-2.2","0,0526","-6.7","0,0424","-6.7","0,0424","-11.7","0,0409","    4314.8","8","","","","","    4314.8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      7.33","0","     16.43","0","     -1.76","0","",""
"USC00488160","2008","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    210.8","","     210.8","0","        75","0","        44","0","         1","0","       95","","        16","0","        27","0","       208","0","        40","0","       130","0","        33","0","","","","","  -30.0","0,1221,+","   305"," ,0,1231,+","   152"," ,0,0120, ","  47.0"," ,0,0523, ","   40.6","0,0826, ","-1.1","0,0908","-3.3","0,1009","-6.1","0,1013","-6.7","0,1023","-10.6","0,1027","0.0","0,0612","-3.3","0,0529","-6.1","0,0427","-7.8","0,0425","-13.3","0,0422","    4368.6","6","","","","","    4368.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","    431.1"," ,0","      792"," ,0","      6.42","0","     14.85","0","     -2.02","0","",""
"USC00488160","2009","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    166.6","","     166.6","0","        61","0","        33","0","         0","0","      106","","        17","0","        27","0","       200","0","        48","0","       131","0","        37","0","","","","","  -31.1","0,1209, ","   356"," ,0,0107, ","   178"," ,0,0404, ","  13.5"," ,0,0815, ","   37.8","0,0724, ","-1.1","0,0908","-2.2","0,0922","-5.6","0,1003","-6.7","0,1009","-14.4","0,1010","-2.2","0,0608","-2.2","0,0608","-10.6","0,0407","-10.6","0,0407","-10.6","0,0407","    4142.5","5","","","","","    4142.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","    238.2"," ,0","     1448"," ,0","      6.27","0","     14.66","0","     -2.13","0","",""
"USC00488160","2010","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        69","0","        39","0","         1","0","      102","","        11","0","","","","","        37","0","       139","0","        30","0","","","","","","","   203"," ,0,1231, ","   102"," ,0,0506, ","  27.2"," ,0,0623, ","   38.9","0,0822, ","","","","","","","","","","","","","","","","","","","","","    4256.0","0","","","","","    4256.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","    343.0"," ,0","      484"," ,0","","","     15.22","0","","","",""
"USC00488160","2011","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    263.2","","     263.2","K","","","","","","","","","","","        25","K","       187","K","        35","K","       119","K","        38","K","","","","","  -32.2","K,0201, ","","","","","","","   37.2","K,0726,+","-3.3","K,0921","-3.3","K,0921","-6.7","K,1026","-6.7","K,1026","-10.0","K,1107","0.0","K,0515","-2.2","K,0505","-4.4","K,0503","-8.3","K,0423","-16.7","K,0308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      7.10","K","     15.21","K","     -1.00","K","",""
"USC00488160","2012","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    401.5","","     401.5","7","","","","","","","","","","","        14","7","       191","7","        28","7","       156","7","        63","7","","","","","  -23.9","7,1226, ","","","","","","","   40.6","7,0704, ","-1.1","7,0912","-2.2","7,0913","-7.2","7,1006","-7.2","7,1006","-8.9","7,1025","-1.1","K,0529","-2.8","K,0512","-6.1","K,0410","-6.7","K,0409","-9.4","K,0308","    3647.7","7","","","","","    3647.7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      8.83","7","     17.90","7","     -0.24","7","",""
"USC00488160","2013","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        85","7","        45","7","         5","7","       90","","        12","7","","","","","        39","7","       129","7","        48","7","","","","","","","   305"," ,7,0201,+","   279"," ,7,1203, ","  47.0"," ,7,1004, ","   39.4","7,0818, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    513.6"," ,7","     1360"," ,7","","","     15.31","7","","","",""
"USC00488160","2016","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","        55","7","        41","7","         4","7","","","        15","7","","","","","        38","7","       142","7","        46","7","","","","","","","","","   140"," ,7,1117, ","  61.0"," ,7,0925, ","   38.9","7,0722,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    435.3"," ,7","     1271"," ,7","","","     16.59","7","","","",""
"USC00488160","2017","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    278.1","","     278.1","7","","","","","","","","","","","        29","7","       178","7","        49","7","       130","7","        41","7","","","","","  -31.7","7,0203,+","","","","","","","   40.0","7,0720, ","0.0","7,0916","-2.8","7,1002","-6.1","7,1003","-11.7","7,1030","-11.7","7,1030","-1.1","7,0519","-4.4","7,0429","-4.4","7,0429","-6.7","7,0312","-10.0","7,0308","    4318.6","6","","","","","    4318.6","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      7.11","7","     14.79","7","     -0.58","7","",""
"USC00488160","2018","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    211.4","","     211.4","7","","","","","","","","","","","        21","7","       189","7","        39","7","       137","7","        26","7","","","","","  -32.2","7,0220, ","","","","","","","   39.4","7,0812,+","0.0","7,0927","-2.8","7,1005","-4.4","7,1010","-8.3","7,1014","-9.4","7,1106","0.0","7,0502","-3.3","7,0424","-6.1","7,0413","-13.3","7,0406","-13.3","7,0406","    4409.3","3","","","","","    4409.3","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      6.64","7","     14.23","7","     -0.95","7","",""
"USC00488160","2019","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4641.8","8","","","","","    4641.8","7","","","","","","","","","","","","","","","","","","","","","","","","","","","    409.0"," ,7","","","","","","","","","",""
"USC00488160","2021","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    396.7","","     396.7","7","","","","","","","","","","","        23","7","       183","7","        37","7","       149","7","        62","7","","","","","  -33.9","7,0213, ","","","","","","","   42.2","7,0615, ","-2.2","7,0929","-2.2","7,0929","-5.0","7,1013","-8.9","7,1101","-8.9","7,1101","-1.7","7,0510","-3.3","7,0509","-5.0","7,0423","-7.2","7,0420","-8.9","7,0330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      8.00","7","     16.14","7","     -0.15","7","",""
"USC00488160","2022","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    378.0","","     378.0","7","","","","","","","","","","","        33","7","       191","7","        60","7","       130","7","        51","7","","","","","  -33.3","7,1222,+","","","","","","","   40.0","7,0810,+","0.0","7,1007","-2.2","7,1015","-4.4","7,1025","-7.2","7,1026","-10.0","7,1108","0.0","7,0523","-2.2","7,0425","-4.4","7,0424","-8.3","7,0416","-11.1","7,0415","    4165.8","8","","","","","    4165.8","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      6.89","7","     14.82","7","     -1.04","7","",""
"USC00488160","2023","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    190.6","","     190.6","7","","","","","","","","","","","        15","7","       186","7","        41","7","       141","7","        19","7","","","","","  -34.4","7,0223, ","","","","","","","   37.2","7,0818,+","0.0","7,1006","-9.4","7,1025","-9.4","7,1025","-9.4","7,1025","-9.4","7,1025","0.0","7,0429","-2.8","7,0423","-5.0","7,0421","-8.3","7,0406","-10.0","7,0405","    4667.4","4","","","","","    4667.4","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      7.04","7","     14.76","7","     -0.69","7","",""
"USC00488160","2024","44.8405","-106.8383","1143.0","SHERIDAN FIELD STATION, WY US","    289.4","","     289.4","7","","","","","","","","","","","        14","7","       188","7","        20","7","       150","7","        51","7","","","","","  -37.8","7,0113, ","","","","","","","   39.4","7,0724, ","-1.7","7,1003","-2.2","7,1013","-4.4","7,1030","-8.3","7,1106","-10.6","7,1118","0.0","7,0529","-3.9","7,0503","-7.2","7,0502","-7.2","7,0502","-12.2","7,0326","    3923.7","7","","","","","    3923.7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      8.43","7","     17.33","7","     -0.47","7","",""
