"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00133087","1980","59.8681","10.0564","375.0","GLITRE, NO","       24","","  1150"," ,E,0402,+"
"NOE00133087","1981","59.8681","10.0564","375.0","GLITRE, NO","       14","","  1020"," ,E,0325, "
"NOE00133087","1982","59.8681","10.0564","375.0","GLITRE, NO","       12","","  1120"," ,E,0315, "
"NOE00133087","1983","59.8681","10.0564","375.0","GLITRE, NO","       15","","  1180"," ,E,0207, "
"NOE00133087","1984","59.8681","10.0564","375.0","GLITRE, NO","       21","","  1020"," ,E,0404, "
"NOE00133087","1985","59.8681","10.0564","375.0","GLITRE, NO","       25","","  1200"," ,E,0429, "
"NOE00133087","1986","59.8681","10.0564","375.0","GLITRE, NO","       20","","   980"," ,E,0414, "
"NOE00133087","1987","59.8681","10.0564","375.0","GLITRE, NO","       24","","  1240"," ,E,0330, "
"NOE00133087","1988","59.8681","10.0564","375.0","GLITRE, NO","       29","","  1500"," ,E,0307, "
"NOE00133087","1989","59.8681","10.0564","375.0","GLITRE, NO","       12","","   380"," ,E,0227, "
"NOE00133087","1990","59.8681","10.0564","375.0","GLITRE, NO","       14","","   520"," ,E,0219, "
"NOE00133087","1991","59.8681","10.0564","375.0","GLITRE, NO","       20","","   900"," ,E,0211, "
"NOE00133087","1992","59.8681","10.0564","375.0","GLITRE, NO","       14","","   350"," ,E,1130, "
"NOE00133087","2022","59.8681","10.0564","375.0","GLITRE, NO","      149","","   520"," ,E,0224, "
