"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CPHI","2002","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","    472.2","","     472.2","U","         0","U","        42","U","         0","U","       204","U","        41","U","   -7.2","U,0130, ","   37.8","U,0831, ","0.0","U,1211","-3.3","U,1219","","","0.0","U,0511","-3.9","U,0315","-5.0","U,0131","-7.2","U,0130","    1778.5","5","    1778.5","U","     14.40","U","     22.19","U","      6.61","U"
"USR0000CPHI","2003","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1935.0","0","    1935.0","U","","","","","",""
"USR0000CPHI","2004","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","    667.4","","     667.4","U","         0","U","        29","U","         0","U","       228","U","        79","U","   -1.7","U,0229,+","   41.7","U,0712,+","0.0","U,1121","","","","","0.0","U,0301","","","","","","","","","","","     15.98","U","     24.17","U","      7.80","U"
"USR0000CPHI","2005","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","    496.6","","     496.6","U","         0","U","        10","U","         0","U","       194","U","        30","U","   -2.2","U,1216, ","   37.8","U,0828,+","0.0","U,1215","-2.2","U,1216","","","0.0","U,0224","","","","","","","    1946.7","7","    1946.7","U","     14.89","U","     21.28","U","      8.50","U"
"USR0000CPHI","2006","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","    662.5","","     662.5","U","         0","U","        39","U","         0","U","       201","U","        50","U","   -3.9","U,1219, ","   41.7","U,0722, ","0.0","U,1031","-2.2","U,1217","","","0.0","U,0406","-2.2","U,0221","","","","","    1706.3","3","    1706.3","U","     15.38","U","     22.01","U","      8.74","U"
"USR0000CPHI","2007","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","    634.5","","     634.5","U","         0","U","        35","U","         0","U","       213","U","        40","U","   -6.7","U,0114, ","   39.4","U,0829, ","0.0","U,1202","-2.8","U,1227","","","0.0","U,0419","-2.8","U,0122","-6.7","U,0114","-6.7","U,0114","    1645.5","5","    1645.5","U","     15.42","U","     22.10","U","      8.74","U"
"USR0000CPHI","2008","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","    701.2","","     701.2","U","         0","U","        27","U","         0","U","       210","U","        46","U","   -5.0","U,0215, ","   37.2","U,0620, ","0.0","U,1209","-2.2","U,1218","","","0.0","U,0416","-5.0","U,0215","-5.0","U,0215","","","    1768.6","6","    1768.6","U","     15.59","U","     22.21","U","      8.97","U"
"USR0000CPHI","2010","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","    505.2","","     505.2","U","         0","U","        26","U","         0","U","       182","U","        37","U","   -3.3","U,1129, ","   38.9","U,0824, ","0.0","U,1109","-3.3","U,1129","","","-0.6","U,0430","","","","","","","","","","","     14.49","U","     21.18","U","      7.81","U"
"USR0000CPHI","2011","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1851.3","3","    1851.3"," ","","","","","",""
"USR0000CPHI","2012","33.0164","-116.6339","0.0","PINE HILLS CALIFORNIA, CA US","    623.6","","     623.6","U","         0","U","        25","U","         0","U","       217","U","        36","U","   -3.3","U,1231, ","   37.2","U,0809,+","-1.1","U,1111","-3.3","U,1231","","","0.0","U,0415","-2.2","U,0229","","","","","","","","","     15.71","U","     22.58","U","      8.84","U"
