"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00058793","2011","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    876.0","","     876.0","7","        67","7","        29","7","         2","7","","","","","        12","7","       142","7","        29","7","       191","7","        95","7","","","","","  -25.0","7,0203, ","","","","","  53.6"," ,7,1220, ","   41.1","7,0825,+","-1.1","K,1019","-2.8","K,1020","-5.0","K,1027","-6.7","7,1110","-12.8","7,1204","-0.6","K,0503","-2.8","K,0416","-4.4","K,0325","-7.2","K,0309","-10.0","K,0228","    2768.6","6","    2768.6","7","","","","","","","    286.2"," ,7","","","     12.41","7","     20.91","7","      3.91","7","",""
"USC00058793","2012","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    753.0","","     753.0","7","        58","7","        33","7","         3","7","","","","","         1","7","       121","7","         9","7","       206","7","        79","7","         1"," ","","","  -18.9","7,1226, ","","","","","  55.9"," ,7,0605, ","   41.1","7,0628, ","-0.6","7,1008","-5.6","7,1027","-5.6","7,1027","-10.0","7,1112","-10.0","7,1112","-0.6","7,0416","-2.2","7,0320","-6.7","7,0309","-6.7","7,0309","-8.9","7,0226","    2715.5","5","    2715.5","7","","","","","","","    437.0"," ,7","","","     13.36","7","     21.83","7","      4.89","7","",""
"USC00058793","2013","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    784.0","","     784.0","7","        69","7","        37","7","         4","7","","","","","         1","7","       167","7","        26","7","       183","7","        78","7","         7"," ","","","  -17.8","7,1209, ","","","","","  85.3"," ,7,0912, ","   41.7","7,0612,+","0.0","7,1005","-2.8","7,1019","-7.8","7,1106","-7.8","7,1106","-9.4","7,1122","-1.1","7,0506","-2.2","7,0505","-4.4","7,0503","-8.3","7,0424","-11.1","7,0410","    2960.0","0","    2960.0","7","      26.7","7,3,2","      -5.6","7,3,2","      11.5","7,3,2","    448.8"," ,7","","","     11.96","7","     20.20","7","      3.73","7","     77678","7"
"USC00058793","2014","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    685.1","","     685.1","7","        73","7","        36","7","         4","7","       26","","         8","7","         9","7","       144","7","        23","7","       192","7","        67","7","         4"," ","         1"," ","  -23.3","7,0106, ","   102"," ,7,1231,+","   102"," ,7,1116, ","  33.0"," ,7,0730, ","   41.7","7,0726, ","0.0","7,1029","-2.2","7,1105","-8.3","7,1111","-8.3","7,1111","-12.2","7,1112","0.0","7,0514","-5.6","7,0415","-5.6","7,0415","-6.7","7,0325","-12.2","7,0304","    2993.6","6","    2993.6","7","      29.4","7,3,2","      -2.2","7,3,2","      11.6","7,3,2","    408.2"," ,7","      650"," ,7","     12.19","7","     20.51","7","      3.87","7","     75532","7"
"USC00058793","2015","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    712.7","","     712.7","7","        84","7","        47","7","         6","7","       42","","        10","7","         1","7","       123","7","        33","7","       198","7","        73","7","         7"," ","         2"," ","  -18.9","7,0101, ","   178"," ,7,0223, ","   152"," ,7,0222, ","  51.6"," ,7,0709, ","   38.9","7,0622, ","-0.6","7,1106","-2.2","7,1107","-4.4","7,1113","-10.0","7,1119","-10.0","7,1119","-1.1","7,0427","-3.9","7,0410","-4.4","7,0326","-12.2","7,0305","-12.2","7,0305","    2787.5","5","    2787.5","7","      27.8","7,3,2","      -3.3","7,3,2","      12.2","7,3,2","    639.8"," ,7","      727"," ,7","     12.72","7","     20.52","7","      4.93","7","     70629","7"
"USC00058793","2016","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    686.0","","     686.0","7","        54","7","        31","7","         5","7","       10","","         2","7","         2","7","       129","7","        12","7","       210","7","        71","7","         6"," ","         2"," ","  -25.6","7,1218, ","    76"," ,7,1219,+","    64"," ,7,1218,+","  49.0"," ,7,0702, ","   40.0","7,0724, ","-3.3","7,1007","-3.3","7,1007","-4.4","7,1109","-10.6","7,1119","-10.6","7,1119","-1.7","7,0502","-5.0","7,0402","-5.0","7,0402","-6.7","7,0327","-12.8","7,0320","    2650.0","0","    2650.0","7","      24.4","7,3,2","      -2.2","7,3,2","      11.3","7,3,2","    468.2"," ,7","      151"," ,7","     13.17","7","     21.89","7","      4.46","7","     66975","7"
"USC00058793","2017","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    571.7","","     571.7","7","        74","7","        50","7","         8","7","       18","","         7","7","         2","7","       133","7","        14","7","       206","7","        50","7","         8"," ","         8"," ","  -21.7","7,0107, ","   432"," ,7,0501,+","   305"," ,7,0430, ","  56.9"," ,7,0811, ","   38.9","7,0712,+","-1.7","7,1010","-2.2","7,1015","-7.8","7,1027","-7.8","7,1027","-12.2","7,1205","-1.1","7,0501","-2.2","7,0327","-7.2","7,0314","-7.2","7,0314","-8.9","7,0307","    2530.8","8","    2530.8","7","      23.3","7,3,2","      -2.2","7,3,2","      11.8","7,3,2","    742.6"," ,7","      892"," ,7","     12.81","7","     21.11","7","      4.52","7","     60147","7"
"USC00058793","2018","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    784.1","","     784.1","7","        70","7","        39","7","         7","7","       15","","         3","7","         3","7","       144","7","        17","7","       193","7","        77","7","         8"," ","         5"," ","  -21.1","7,0116, ","   127"," ,7,1112, ","   114"," ,7,1112, ","  51.1"," ,7,0724, ","   41.7","7,0721, ","0.0","7,1010","-5.0","7,1015","-5.0","7,1015","-6.7","7,1109","-15.0","7,1113","-0.6","7,0427","-3.3","7,0419","-6.1","7,0415","-8.9","7,0407","-8.9","7,0407","    2640.3","3","    2640.3","7","      25.0","7,3,2","       0.0","7,3,2","      11.4","7,3,2","    535.5"," ,7","      257"," ,7","     12.68","7","     21.18","7","      4.19","7","     65978","7"
"USC00058793","2019","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    742.2","","     742.2","7","        74","7","        39","7","         4","7","       35","","        13","7","         1","7","       155","7","        18","7","       185","7","        83","7","        16"," ","         2"," ","  -17.8","7,0305, ","   102"," ,7,1216,+","   109"," ,7,0223, ","  64.3"," ,7,0702, ","   40.0","7,0720, ","-10.0","7,1011","-10.0","7,1011","-10.0","7,1011","-10.0","7,1011","-10.0","7,1011","0.0","7,0522","-3.3","7,0414","-5.6","7,0412","-6.7","7,0411","-9.4","7,0306","    3062.0","0","    3062.0","7","      22.8","7,3,2","      -1.7","7,3,2","      10.3","7,3,2","    508.4"," ,7","      888"," ,7","     12.06","7","     20.49","7","      3.63","7","     61094","7"
"USC00058793","2020","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    805.2","","     805.2","7","        64","7","        28","7","         3","7","       23","","         8","7","         0","7","       143","7","        13","7","       205","7","        93","7","         8"," ","         7"," ","  -16.1","7,0205, ","   203"," ,7,1216,+","   203"," ,7,1213, ","  42.7"," ,7,0705, ","   41.1","7,0630,+","-2.2","7,1016","-2.2","7,1016","-6.1","7,1024","-8.3","7,1025","-10.6","7,1026","-1.7","7,0418","-6.1","7,0417","-6.1","7,0417","-6.7","7,0414","-8.9","7,0403","    2750.7","7","    2750.7","7","","","","","","","    338.1"," ,7","      612"," ,7","     13.18","7","     22.00","7","      4.36","7","     71282","7"
"USC00058793","2021","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    746.2","","     746.2","7","        62","7","        32","7","         6","7","       19","","         4","7","         7","7","       136","7","        15","7","       201","7","        80","7","         9"," ","         8"," ","  -31.1","7,0215, ","   102"," ,7,0216,+","    64"," ,7,0214, ","  61.0"," ,7,0801, ","   42.2","7,0624, ","0.0","7,1015","-3.3","7,1016","-8.3","7,1118","-8.3","7,1118","-12.2","7,1206","0.0","7,0424","-2.2","7,0422","-4.4","7,0421","-7.2","7,0420","-10.6","7,0301","    2922.7","7","    2922.7","7","","","","","","","    443.4"," ,7","      258"," ,7","     12.92","7","     21.53","7","      4.30","7","",""
"USC00058793","2022","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    853.6","","     853.6","7","        52","7","        29","7","         1","7","       23","","        10","7","         8","7","       149","7","        15","7","       194","7","        89","7","         3"," ","         6"," ","  -22.2","7,1223,+","   152"," ,7,0204,+","    99"," ,7,0203, "," 110.7"," ,7,0817, ","   42.8","7,0717, ","-1.1","7,1017","-2.2","7,1018","-5.0","7,1025","-10.6","7,1112","-10.6","7,1112","0.0","7,0501","-5.6","7,0416","-5.6","7,0416","-8.3","7,0414","-10.6","7,0312","    2577.0","0","    2577.0","7","","","","","","","    350.0"," ,7","      595"," ,7","     12.69","7","     21.50","7","      3.88","7","     77023","7"
"USC00058793","2023","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    648.0","","     648.0","7","        72","7","        44","7","         6","7","       17","","         5","7","         1","7","       146","7","        15","7","       199","7","        66","7","        11"," ","        13"," ","  -20.0","7,0131, ","   102"," ,7,0121, ","   102"," ,7,0121, ","  98.3"," ,7,1003, ","   39.4","7,0718, ","-0.6","7,1014","-2.8","7,1015","-10.6","7,1030","-10.6","7,1030","-10.6","7,1030","-2.8","7,0422","-2.8","7,0422","-8.9","7,0406","-8.9","7,0406","-8.9","7,0406","    2847.7","7","    2847.7","7","","","","","","","    709.9"," ,7","      378"," ,7","     12.72","7","     20.95","7","      4.49","7","",""
"USC00058793","2024","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","    777.7","","     777.7","7","        57","7","        36","7","         7","7","       27","","         5","7","         6","7","       135","7","        11","7","       209","7","        82","7","         9"," ","         3"," ","  -23.9","7,0114, ","   203"," ,7,0110,+","   140"," ,7,0109, ","  78.7"," ,7,0630, ","   41.1","7,0614, ","0.0","7,1016","-3.9","7,1031","-5.0","7,1114","-7.2","7,1120","-8.9","7,1129","0.0","7,0412","-2.2","7,0410","-5.6","7,0327","-9.4","7,0326","-9.4","7,0326","    2558.7","7","    2558.7","7","","","","","","","    594.5"," ,7","      395"," ,7","     13.65","7","     22.25","7","      5.04","7","     72978","7"
"USC00058793","2025","37.3822","-102.2986","1212.5","WALSH 1 W, CO US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
