"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00058963","1951","39.1","-107.51667","2532.0","WEST MUDDY RANGER ST, CO US","         5"," "
"USC00058963","1952","39.1","-107.51667","2532.0","WEST MUDDY RANGER ST, CO US","         1"," "
