"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00173570","1998","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","","","","","","","","","","","","","","","","","","","","","","","        66"," ","        22"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00173570","1999","44.3744","-70.3163","214.9","HARTFORD, ME US","","","    136.9","","     136.9","0","       135","0","        90","0","        14","0","       89","","        17","0","        20","0","       180","0","        61","0","       106","0","         1","0","        93"," ","        25"," ","  -27.8","0,0103,+","   864"," ,0,0316, ","   394"," ,0,0316, "," 142.2"," ,0,0917, ","   32.2","0,0718, ","-1.7","0,1006","-5.0","0,1008","-5.0","0,1008","-7.2","0,1028","-8.9","0,1112","0.0","0,0517","-2.8","0,0425","-4.4","0,0417","-8.9","0,0322","-8.9","0,0322","    4371.5","5","    4371.5","0","   1368.9"," ,0","     1995"," ,0","      6.17","0","     12.12","0","      0.22","0"
"USC00173570","2000","44.3744","-70.3163","214.9","HARTFORD, ME US","","","     32.8","","      32.8","0","       149","0","        93","0","        13","0","      116","","        32","0","        28","0","       182","0","        77","0","        81","0","         0","0","       152"," ","        24"," ","  -25.6","0,0120,+","   889"," ,0,0222,+","   292"," ,0,1231, ","  53.1"," ,0,0717, ","   30.0","0,0618, ","-0.6","0,0927","-3.9","0,0929","-4.4","0,1017","-8.9","0,1119","-8.9","0,1119","0.0","0,0521","-2.2","0,0520","-5.0","0,0415","-9.4","0,0321","-9.4","0,0321","    4724.2","2","    4724.2","0","   1292.6"," ,0","     3010"," ,0","      4.75","0","     10.24","0","     -0.74","0"
"USC00173570","2001","44.3744","-70.3163","214.9","HARTFORD, ME US","","","    143.5","","     143.5","0","       122","0","        71","0","         9","0","      136","","        27","0","        19","0","       184","0","        80","0","       109","0","         3","0","       140"," ","        22"," ","  -24.4","0,0302, ","  1372"," ,0,0331, ","   610"," ,0,0206, ","  58.9"," ,0,0323, ","   33.9","0,0810, ","-1.1","0,1001","-3.9","0,1009","-6.1","0,1029","-6.7","0,1112","-8.9","0,1114","-0.6","0,0508","-2.2","0,0430","-5.0","0,0421","-8.3","0,0329","-8.9","0,0328","    5034.3","3","    5034.3","0","    989.0"," ,0","     3917"," ,0","      5.86","0","     11.80","0","     -0.08","0"
"USC00173570","2002","44.3744","-70.3163","214.9","HARTFORD, ME US","","","    135.4","","     135.4","0","       149","0","        90","0","         9","0","      144","","        27","0","         9","0","       193","0","        75","0","        99","0","         6","0","       177"," ","        15"," ","  -21.7","0,1210, ","   533"," ,0,0204,+","   267"," ,0,0321, ","  45.5"," ,0,0612,+","   33.3","0,0911,+","-1.7","0,1004","-3.9","0,1009","-5.0","0,1015","-7.2","0,1031","-9.4","0,1102","0.0","0,0521","-2.8","0,0520","-5.6","0,0423","-6.7","0,0422","-10.0","0,0326","    4508.2","2","    4508.2","0","   1193.6"," ,0","     2626"," ,0","      5.49","0","     10.99","0","     -0.02","0"
"USC00173570","2003","44.3744","-70.3163","214.9","HARTFORD, ME US","","","    111.9","","     111.9","0","       142","0","        77","0","        17","0","      123","","        17","0","        37","0","       182","0","        90","0","        96","0","         3","0","       182"," ","        11"," ","  -29.4","0,0215,+","   813"," ,0,0307,+","   483"," ,0,1207, ","  71.6"," ,0,1218, ","   32.8","0,0628,+","-0.6","0,1003","-3.9","0,1007","-5.0","0,1020","-8.9","0,1109","-8.9","0,1109","-1.7","0,0517","-7.2","0,0419","-7.2","0,0419","-7.2","0,0419","-8.9","0,0418","    5227.7","7","    5227.7","0","   1319.1"," ,0","     2521"," ,0","      4.59","0","     10.22","0","     -1.04","0"
"USC00173570","2004","44.3744","-70.3163","214.9","HARTFORD, ME US","","","     47.7","","      47.7","0","       134","0","        82","0","         8","0","      117","","        17","0","        26","0","       181","0","        79","0","        88","0","         0","0","       138"," ","        20"," ","  -28.9","0,0115,+","   584"," ,0,0224,+","   213"," ,0,0222, ","  63.8"," ,0,0813, ","   30.0","0,0610,+","-0.6","0,1004","-4.4","0,1006","-4.4","0,1006","-7.2","0,1109","-9.4","0,1110","0.0","0,0531","-2.2","0,0508","-4.4","0,0425","-6.7","0,0406","-12.8","0,0324","    4935.2","2","    4935.2","0","   1074.1"," ,0","     1362"," ,0","      4.76","0","     10.26","0","     -0.75","0"
"USC00173570","2005","44.3744","-70.3163","214.9","HARTFORD, ME US","","","","","","","","","","","","","","","","","","","","","","","","","","","       148"," ","        21"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4852.0","0","    4852.0","0","","","","","","","","","",""
"USC00173570","2006","44.3744","-70.3163","214.9","HARTFORD, ME US","","","    136.6","","     136.6","0","       153","0","       102","0","        17","0","       60","","        14","0","         9","0","       168","0","        54","0","        97","0","         0","0","       162"," ","        19"," ","  -20.0","0,0227,+","   178"," ,0,0201,+","   132"," ,0,0124, ","  88.1"," ,0,1029, ","   31.7","0,0619, ","-0.6","0,1006","-2.8","0,1007","-5.0","0,1104","-6.7","0,1105","-10.0","0,1205","0.0","0,0508","-2.2","0,0429","-6.1","0,0405","-6.7","0,0322","-10.0","0,0321","","","","","   1521.6"," ,0","     1076"," ,0","      7.05","0","     12.28","0","      1.82","0"
"USC00173570","2007","44.3744","-70.3163","214.9","HARTFORD, ME US","","","    114.8","","     114.8","0","       139","0","        89","0","        17","0","      140","","        31","0","        24","0","       173","0","        81","0","        99","0","         1","0","       112"," ","        17"," ","  -23.9","0,0308,+","   762"," ,0,0303, ","   457"," ,0,0405, ","  89.2"," ,0,0417, ","   32.8","0,0804, ","-1.7","0,1026","-2.8","0,1029","-5.0","0,1110","-8.9","0,1119","-8.9","0,1119","0.0","0,0514","-2.2","0,0414","-5.6","0,0412","-7.2","0,0411","-9.4","0,0408","    4599.0","0","    4599.0","0","   1372.9"," ,0","     3834"," ,0","      5.39","0","     10.91","0","     -0.14","0"
