"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00002105","1978","30.9667","-115.5667","2500.0","SAN PEDRO MARTIR PARQUE NACI, MX","     50.1","","      50.1","m","        59","m","        49","m","        13","m","         0","m","       114","m","         1","m","       118","m","         0","m","  -15.0","m,1207, "," 119.9"," ,m,1217, ","   30.0","m,0623,+","0.0","m,0921","-5.0","m,1112","-5.0","m,1112","-7.2","m,1126","-15.0","m,1207","0.0","m,0526","-2.8","m,0314","-5.6","m,0313","-7.2","m,0215","   1041.4"," ,m","      9.97","m","     16.22","m","      3.72","m"
"MXN00002105","1984","30.9667","-115.5667","2500.0","SAN PEDRO MARTIR PARQUE NACI, MX","","","","","        35","m","        20","m","         5","m","","","","","","","","","","","","","  57.9"," ,m,0713, ","","","","","","","","","","","","","","","","","","","","","    405.5"," ,m","","","","","",""
"MXN00002105","1993","30.9667","-115.5667","2500.0","SAN PEDRO MARTIR PARQUE NACI, MX","","","","","        43","m","        33","m","         2","m","","","","","","","","","","","","","  27.9"," ,m,0825, ","","","","","","","","","","","","","","","","","","","","","    300.2"," ,m","","","","","",""
"MXN00002105","1994","30.9667","-115.5667","2500.0","SAN PEDRO MARTIR PARQUE NACI, MX","     32.3","","      32.3","m","        44","m","        30","m","         0","m","         0","m","        59","m","         0","m","       110","m","         0","m","   -6.1","m,0116, ","  24.9"," ,m,0824, ","   31.7","m,0624, ","0.0","m,1017","-2.2","m,1106","","","","","","","0.0","m,0425","-2.2","m,0329","-6.1","m,0116","","","    301.2"," ,m","     11.23","m","     17.70","m","      4.76","m"
