"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"VQC00673609","1972","17.68555","-64.86083","3.0","GOOD HOPE SCHOOL, VI US","        0","","         0","0","         4"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"VQC00673609","1975","17.68555","-64.86083","3.0","GOOD HOPE SCHOOL, VI US","","","","","         6"," ","","","","","",""
