"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00057682","1985","40.58333","-105.6","2773.4","SKY RANCH LUTHRN CMP, CO US","","","","","","","","","","","","","","","","","        14"," ","        12"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00057682","1986","40.58333","-105.6","2773.4","SKY RANCH LUTHRN CMP, CO US","      2.5","","       2.5","0","        41","0","        14","0","       240","0","        37","0","        42","0","         0","0","        22"," ","        22"," ","  -30.0","0,0210, ","   589"," ,0,0403, ","   27.8","0,0818, ","0.0","0,0902","-2.2","0,0913","-6.1","0,0930","-9.4","0,1011","-9.4","0,1011","0.0","0,0622","-2.2","0,0611","-4.4","0,0517","-6.7","0,0427","-8.9","0,0419","    5244.4","4","    5244.4","0","     4161"," ,0","      3.31","0","     10.31","0","     -3.69","0"
"USC00057682","1987","40.58333","-105.6","2773.4","SKY RANCH LUTHRN CMP, CO US","","","","","","","","","","","","","","","","","         5"," ","        31"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00057682","1988","40.58333","-105.6","2773.4","SKY RANCH LUTHRN CMP, CO US","","","","","","","","","","","","","","","","","","","        18"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
