"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00049612","1950","39.88333","-123.91667","14.9","WHEELER, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        90"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00049612","1951","39.88333","-123.91667","14.9","WHEELER, CA US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","       129"," ","         4"," ","","","     0"," ,0,1231,+","     0","T,0,1229,+","","","","","","","","","","","","","   1530.2"," ,0","        0","T,0","","","","","",""
"USC00049612","1952","39.88333","-123.91667","14.9","WHEELER, CA US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","       112"," ","         3"," ","","","     0"," ,0,1231,+","     0","T,0,1112,+","","","","","","","","","    2713.6","6","    2713.6","0","","","        0","T,0","","","","","",""
"USC00049612","1953","39.88333","-123.91667","14.9","WHEELER, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        78"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00049612","1954","39.88333","-123.91667","14.9","WHEELER, CA US","      4.2","","       4.2","0","        97","0","        75","0","        23","0","        0","","         0","0","         0","0","         4","0","         0","0","        25","0","         0","0","        92"," ","         3"," ","   -0.6","0,1227, ","     0"," ,0,1231,+","     0","T,0,0319,+","  87.9"," ,0,1231, ","   28.3","0,0924, ","0.0","0,1201","0.0","0,0125","","","","","   1675.3"," ,0","        0","T,0","     11.56","0","     15.57","0","      7.55","0"
"USC00049612","1955","39.88333","-123.91667","14.9","WHEELER, CA US","      4.8","","       4.8","0","        97","0","        64","0","        15","0","        0","","         0","0","         0","0","         9","0","         0","0","        24","0","         0","0","        68"," ","         1"," ","   -1.1","0,0218, ","     0"," ,0,1231,+","     0","T,0,1227,+"," 117.6"," ,0,1120, ","   28.9","0,0604, ","0.0","0,1114","-0.6","0,0314","    2631.8","8","    2631.8","0","   1274.4"," ,0","        0","T,0","     10.78","0","     14.94","0","      6.61","0"
"USC00049612","1956","39.88333","-123.91667","14.9","WHEELER, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        52"," ","","","","","","","","","","","","","","","","","    2668.7","7","    2668.7"," ","","","","","","","","","",""
"USC00049612","1957","39.88333","-123.91667","14.9","WHEELER, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        55"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00049612","1958","39.88333","-123.91667","14.9","WHEELER, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        90"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00049612","1959","39.88333","-123.91667","14.9","WHEELER, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        62"," ","         5"," ","","","","","","","","","","","","","","","    2065.2","2","    2065.2","0","","","","","","","","","",""
