"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00052418","1951","40.15","94.683","1140.0","DUNHUANG, CH","    855.2","","     855.2","s","        16","s","         5","s","         0","s","        13","s","       170","s","        34","s","       184","s","        97","s","  -21.7","s,0112, ","   5.2"," ,s,0621,+","   40.5","s,0722, ","-1.9","s,1022","-2.9","s,1024","-5.1","s,1107","-13.0","s,1120","-13.0","s,1120","-1.4","s,0428","-4.0","s,0419","-5.9","s,0410","-10.0","s,0402","-10.0","s,0402","","","","","     36.3"," ,s","     11.01","s","     19.73","s","      2.29","s"
"CHM00052418","1952","40.15","94.683","1140.0","DUNHUANG, CH","    701.3","","     701.3","s","        18","s","         7","s","         0","s","        11","s","       161","s","        52","s","       178","s","        63","s","  -22.9","s,0218, ","  19.7"," ,s,0811, ","   43.6","s,0716, ","-0.7","s,1009","-6.0","s,1010","-6.0","s,1010","-9.3","s,1116","-9.3","s,1116","-1.8","s,0411","-2.7","s,0323","-7.6","s,0319","-7.6","s,0319","-10.4","s,0302","    3272.8","8","    3272.8","s","     60.2"," ,s","     10.31","s","     18.03","s","      2.59","s"
"CHM00052418","1953","40.15","94.683","1140.0","DUNHUANG, CH","    796.0","","     796.0","s","        12","s","         2","s","         0","s","         3","s","       155","s","        40","s","       177","s","        80","s","  -18.8","s,0115, ","   6.1"," ,s,0228, ","   41.4","s,0707, ","-2.5","s,1019","-2.5","s,1019","-4.8","s,1101","-6.7","s,1112","-10.7","s,1117","-0.7","s,0418","-3.1","s,0412","-6.5","s,0411","-8.2","s,0222","-11.5","s,0221","    3626.4","4","    3626.4","s","     21.1"," ,s","     10.97","s","     18.77","s","      3.17","s"
"CHM00052418","1954","40.15","94.683","1140.0","DUNHUANG, CH","    545.5","","     545.5","s","        18","s","         2","s","         0","s","        15","s","       176","s","        67","s","       169","s","        49","s","  -27.6","s,1227, ","   7.9"," ,s,0902, ","   37.0","s,0626, ","-2.6","s,1002","-2.6","s,1002","-7.3","s,1026","-7.3","s,1026","-11.0","s,1123","-1.7","s,0508","-2.2","s,0419","-5.1","s,0328","-9.0","s,0315","-9.0","s,0315","    3728.4","4","    3728.4","s","     30.4"," ,s","      8.96","s","     16.68","s","      1.24","s"
"CHM00052418","1955","40.15","94.683","1140.0","DUNHUANG, CH","    541.0","","     541.0","s","        11","s","         5","s","         0","s","        20","s","       165","s","        32","s","       169","s","        51","s","  -26.1","s,0107, ","  14.2"," ,s,0712, ","   38.2","s,0731, ","-3.9","s,1017","-3.9","s,1017","-4.6","s,1018","-8.0","s,1102","-11.3","s,1114","-0.2","s,0427","-2.4","s,0423","-5.2","s,0329","-12.0","s,0312","-12.0","s,0312","    3974.6","6","    3974.6","s","     43.4"," ,s","      9.64","s","     17.80","s","      1.48","s"
"CHM00052418","1956","40.15","94.683","1140.0","DUNHUANG, CH","    517.3","","     517.3","s","         8","s","         0","s","         0","s","        19","s","       164","s","        45","s","       169","s","        43","s","  -25.2","s,0107, ","   1.7"," ,s,0825, ","   40.2","s,0724, ","-0.5","s,1002","-2.5","s,1011","-5.8","s,1023","-7.4","s,1029","-9.7","s,1111","-1.4","s,0509","-2.7","s,0328","-5.0","s,0318","-7.8","s,0311","-10.0","s,0302","    3556.5","5","    3556.5","s","      6.4"," ,s","      9.53","s","     17.74","s","      1.32","s"
"CHM00052418","1957","40.15","94.683","1140.0","DUNHUANG, CH","    495.9","","     495.9","s","         8","s","         3","s","         0","s","        11","s","       166","s","        36","s","       180","s","        45","s","  -23.6","s,0129, ","   4.1"," ,s,0802, ","   37.9","s,0818, ","-0.3","s,0925","-7.0","s,1017","-7.0","s,1017","-7.0","s,1017","-9.3","s,1103","-1.6","s,0429","-2.8","s,0328","-4.6","s,0327","-7.9","s,0314","-9.0","s,0306","    3849.9","9","    3849.9","s","     19.6"," ,s","      9.36","s","     17.57","s","      1.15","s"
"CHM00052418","1958","40.15","94.683","1140.0","DUNHUANG, CH","    567.0","","     567.0","s","        17","s","         5","s","         0","s","        12","s","       162","s","        36","s","       167","s","        47","s","  -26.9","s,0114, ","  14.1"," ,s,0428, ","   37.8","s,0703, ","-3.9","s,0927","-3.9","s,0927","-7.9","s,1022","-7.9","s,1022","-9.4","s,1115","-1.2","s,0410","-2.3","s,0409","-5.5","s,0408","-10.2","s,0307","-10.2","s,0307","    3561.6","6","    3561.6","s","     36.1"," ,s","      9.90","s","     17.93","s","      1.87","s"
"CHM00052418","1959","40.15","94.683","1140.0","DUNHUANG, CH","    570.7","","     570.7","s","        16","s","         4","s","         0","s","        11","s","       153","s","        33","s","       185","s","        51","s","  -24.3","s,0110, ","   9.1"," ,s,0707, ","   40.0","s,0724, ","-0.2","s,1017","-3.3","s,1022","-6.3","s,1023","-6.9","s,1024","-9.0","s,1109","-2.3","s,0412","-2.3","s,0412","-4.6","s,0321","-7.2","s,0314","-9.4","s,0312","    3710.2","2","    3710.2","s","     33.4"," ,s","      9.86","s","     17.77","s","      1.95","s"
"CHM00052418","1960","40.15","94.683","1140.0","DUNHUANG, CH","    583.1","","     583.1","s","         7","s","         1","s","         0","s","         6","s","       170","s","        35","s","       168","s","        56","s","  -20.3","s,1230, ","   2.9"," ,s,0718, ","   39.6","s,0803, ","-1.6","s,0930","-5.1","s,1015","-5.1","s,1015","-7.3","s,1016","-12.2","s,1025","-0.1","s,0420","-2.5","s,0416","-4.5","s,0415","-7.5","s,0302","-11.8","s,0226","    3514.5","5","    3514.5","s","      7.8"," ,s","     10.04","s","     18.23","s","      1.84","s"
