"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00138300","1961","57.92","13.88","270.0","MULLSJO, SW","      7.7","","       7.7","E","","","","","","","","","         5","E","       137","E","        35","E","        22","E","         0","E","  -24.0","E,1227, ","","","","","   27.5","E,0605, ","-1.0","E,1104","-4.7","E,1105","-4.7","E,1105","-7.8","E,1106","-9.4","E,1120","-0.4","E,0505","-2.5","E,0501","-5.8","E,0410","-8.4","E,0405","-10.1","E,0205","","","      6.56","E","     10.64","E","      2.48","E"
"SWE00138300","1972","57.92","13.88","270.0","MULLSJO, SW","","","","","       118","E","        68","E","         3","E","","","","","","","","","","","","","","","","","  52.0"," ,E,0726, ","","","","","","","","","","","","","","","","","","","","","","","    653.6"," ,E","","","","","",""
"SWE00138300","1973","57.92","13.88","270.0","MULLSJO, SW","","","","","       116","E","        68","E","         2","E","","","","","","","","","","","","","","","","","  40.0"," ,E,0922, ","","","","","","","","","","","","","","","","","","","","","","","    565.7"," ,E","","","","","",""
"SWE00138300","1974","57.92","13.88","270.0","MULLSJO, SW","","","","","       112","E","        75","E","         1","E","","","","","","","","","","","","","","","","","  29.4"," ,E,0728, ","","","","","","","","","","","","","","","","","","","","","","","    652.6"," ,E","","","","","",""
"SWE00138300","1975","57.92","13.88","270.0","MULLSJO, SW","","","","","       123","E","        69","E","         0","E","","","","","","","","","","","","","","","","","  18.1"," ,E,0106, ","","","","","","","","","","","","","","","","","","","","","","","    503.3"," ,E","","","","","",""
"SWE00138300","1976","57.92","13.88","270.0","MULLSJO, SW","","","","","       116","E","        66","E","         2","E","","","","","","","","","","","","","","","","","  56.8"," ,E,0527, ","","","","","","","","","","","","","","","","","","","","","","","    599.5"," ,E","","","","","",""
"SWE00138300","1977","57.92","13.88","270.0","MULLSJO, SW","","","","","       117","E","        86","E","         2","E","","","","","","","","","","","","","","","","","  28.0"," ,E,0911, ","","","","","","","","","","","","","","","","","","","","","","","    755.3"," ,E","","","","","",""
"SWE00138300","1978","57.92","13.88","270.0","MULLSJO, SW","","","","","       142","E","        82","E","         3","E","","","","","","","","","","","","","","","","","  50.1"," ,E,0901, ","","","","","","","","","","","","","","","","","","","","","","","    722.7"," ,E","","","","","",""
"SWE00138300","1979","57.92","13.88","270.0","MULLSJO, SW","","","","","       153","E","        89","E","         4","E","","","","","","","","","","","","","","","","","  51.0"," ,E,0730, ","","","","","","","","","","","","","","","","","","","","","","","    810.1"," ,E","","","","","",""
"SWE00138300","2010","57.92","13.88","270.0","MULLSJO, SW","","","","","       183","E","       102","E","         1","E","      130","","","","","","","","","","","","","","   790"," ,E,0226, ","  33.2"," ,E,0725, ","","","","","","","","","","","","","","","","","","","","","","","    888.4"," ,E","","","","","",""
