"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MAM00067012","2007","-13.312","48.315","11.0","FASCENE, MA","   3015.5","","    3015.5","S","","","","","         0","S","       340","S","       218","S","","","   35.5","S,1114,+","","","     32.60","S","",""
"MAM00067012","2010","-13.312","48.315","11.0","FASCENE, MA","","","","","         0","S","         0","S","         0","S","       345","S","       251","S","   15.4","S,0703, ","   35.2","S,1030,+","     27.39","S","     32.70","S","     22.07","S"
"MAM00067012","2011","-13.312","48.315","11.0","FASCENE, MA","   2956.8","","    2956.8"," ","","","","","","","","","","","","","","","","","","","",""
"MAM00067012","2012","-13.312","48.315","11.0","FASCENE, MA","","","","","         0","S","         0","S","","","","","","","   17.0","S,0810, ","","","","","","","     22.28","S"
