"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085201","1981","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","       118","S","        72","S","         3","S","         0","S","       163","S","","","","","","","  -10.0","S,0905, ","  31.0"," ,S,0905, ","","","0.0","S,0320","-3.0","S,0421","-7.0","S,0602","-7.0","S,0602","","","0.0","S,1102","-3.0","S,1003","-6.0","S,0915","-10.0","S,0905","-10.0","S,0905","    668.4"," ,S","","","","","      0.13","S"
"BLM00085201","1988","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","       110","S","        59","S","         2","S","","","","","","","","","","","","","  52.1"," ,S,0303, ","","","","","","","","","","","","","","","","","","","","","","","    587.5"," ,S","","","","","",""
"BLM00085201","1991","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","       101","S","        44","S","         2","S","","","","","         0","S","         0","S","         0","S","","","  38.1"," ,S,0101, ","   20.1","S,1223,+","","","","","","","","","","","","","","","","","","","","","    446.0"," ,S","","","     15.26","S","",""
"BLM00085201","1995","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","","","","","","","","","","","         0","S","         0","S","         0","S","","","","","   19.5","S,0109, ","","","","","","","","","","","","","","","","","","","","","","","","","     15.92","S","",""
"BLM00085201","1997","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","        99","S","        58","S","         0","S","","","","","","","","","","","","","  23.1"," ,S,0304, ","","","","","","","","","","","","","","","","","","","","","","","    568.6"," ,S","","","","","",""
"BLM00085201","2002","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","","","","","","","","","","","         0","S","         1","S","         0","S","","","","","   25.2","S,0303, ","","","","","","","","","","","","","","","","","","","","","","","","","     15.13","S","",""
"BLM00085201","2003","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","","","","","","","","","","","         0","S","         0","S","         0","S","","","","","   20.3","S,1206,+","","","","","","","","","","","","","","","","","","","","","","","","","     15.38","S","",""
"BLM00085201","2007","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","","","","","","","","","","","         0","S","         0","S","         0","S","","","","","   20.0","S,1027,+","","","","","","","","","","","","","","","","","","","","","","","","","     15.23","S","",""
"BLM00085201","2009","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","","","","","","","","","","","         0","S","         0","S","         0","S","","","","","   20.4","S,1124,+","","","","","","","","","","","","","","","","","","","","","","","","","     15.89","S","",""
"BLM00085201","2010","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","","","","","","","         0","S","       146","S","         0","S","         2","S","         0","S","  -10.0","S,0723, ","","","   21.2","S,1203,+","-0.2","S,0324","-2.3","S,0411","-5.1","S,0503","-8.8","S,0712","-10.0","S,0723","-0.4","S,1119","-3.4","S,1117","-4.8","S,0821","-8.0","S,0810","","","","","      8.65","S","     16.54","S","      0.76","S"
"BLM00085201","2017","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","","","","","","","","","","","         0","S","         0","S","         0","S","","","","","   21.0","S,1218,+","","","","","","","","","","","","","","","","","","","","","","","","","     16.26","S","",""
"BLM00085201","2019","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","","","","","","","         0","S","       132","S","","","","","","","  -10.0","S,0804, ","","","","","-1.0","S,0323","-2.4","S,0414","-4.4","S,0503","-8.0","S,0606","","","0.0","S,1102","-3.1","S,1030","-4.4","S,0902","-7.2","S,0828","-10.0","S,0804","","","","","","","      0.66","S"
"BLM00085201","2022","-16.513","-68.192","4061.5","EL ALTO INTERNATIONAL, BL","","","","","","","         0","S","       186","S","","","","","","","  -13.2","S,0820, ","","","","","-0.6","S,0412","-4.6","S,0413","-4.6","S,0413","-9.8","S,0523","-9.8","S,0523","0.0","S,1226","-2.4","S,1203","-5.8","S,1013","-9.0","S,0824","-9.0","S,0824","","","","","","","     -0.65","S"
