"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00214989","1894","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","","","","","        53","6","        38","6","         5","6","","","","","","","","","","","","","","","  53.3"," ,6,0905, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    493.0"," ,6","","","","","",""
"USC00214989","1895","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","    280.5","","     280.5","6","        54","6","        42","6","         6","6","        42","6","       172","6","        80","6","       147","6","        21","6","","","  -32.8","6,0207,+","  58.4"," ,6,0922, ","   38.9","6,0917, ","-0.6","6,0929","-3.9","6,0930","-7.8","6,1008","-7.8","6,1008","-12.2","6,1029","-1.1","6,0521","-3.9","6,0513","-6.1","6,0402","-7.2","6,0326","-10.6","6,0321","","","","","    524.7"," ,6","      6.20","6","     13.47","6","     -1.07","6"
"USC00214989","1896","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4423.5","5","    4423.5","6","","","","","","","",""
"USC00214989","1897","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","","","","","        74","6","        56","6","         2","6","","","","","        88","6","       141","6","        26","6","","","","","  37.1"," ,6,0602, ","   36.7","6,0708, ","","","","","","","","","","","","","","","","","","","","","","","","","    603.0"," ,6","","","     12.61","6","",""
"USC00214989","1898","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4238.9","9","    4238.9","6","","","","","","","",""
"USC00214989","1901","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","    443.3","","     443.3","6","","","","","","","        40","6","       168","6","        61","6","       140","6","        27","6","","","  -33.3","6,1214, ","","","   40.0","6,0723, ","-5.0","6,1013","-5.0","6,1013","-5.0","6,1013","-11.1","6,1104","-11.1","6,1104","-1.7","6,0525","-3.9","6,0419","-8.3","6,0418","-8.3","6,0418","-11.1","6,0321","","","","","","","      7.51","6","     14.23","6","      0.79","6"
"USC00214989","1902","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","    170.2","","     170.2","6","","","","","","","        35","6","       165","6","        60","6","       128","6","         6","6","","","  -32.2","6,1226, ","","","   33.3","6,0729, ","-1.1","6,0912","-2.8","6,0918","-4.4","6,1004","-6.7","6,1106","-9.4","6,1110","-1.1","6,0509","-2.2","6,0424","-5.6","6,0423","-9.4","6,0413","-9.4","6,0413","    4236.9","9","    4236.9","6","","","      6.67","6","     13.37","6","     -0.04","6"
"USC00214989","1903","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","    136.9","","     136.9","6","","","","","","","        35","6","       164","6","        76","6","       120","6","         1","6","","","  -30.6","6,0216, ","","","   32.2","6,0804, ","-1.7","6,0916","-2.2","6,1009","-7.2","6,1026","-7.2","6,1026","-12.2","6,1114","0.0","6,0506","-7.8","6,0430","-7.8","6,0430","-7.8","6,0430","-8.9","6,0327","    4321.9","9","    4321.9","6","","","      5.76","6","     11.90","6","     -0.38","6"
"USC00214989","1904","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","","","","","        57","6","        39","6","         6","6","        41","6","       171","6","        77","6","       128","6","         1","6","","","  -35.6","6,0124, ","  68.6"," ,6,0901, ","   32.2","6,0716, ","-2.8","6,0921","-2.8","6,0921","-6.7","6,1006","-6.7","6,1006","-9.4","6,1113","0.0","6,0510","-6.1","6,0427","-6.1","6,0427","-8.3","6,0419","-14.4","6,0327","    4673.2","2","    4673.2","6","    561.1"," ,6","      5.26","6","     11.57","6","     -1.05","6"
"USC00214989","1906","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","    254.4","","     254.4","6","        75","6","        50","6","        10","6","        28","6","       169","6","        76","6","       128","6","        11","6","","","  -29.4","6,0210, ","  45.7"," ,6,0822, ","   38.9","6,0817, ","-0.6","6,0929","-3.3","6,1008","-6.1","6,1027","-8.9","6,1112","-8.9","6,1112","0.0","6,0527","-6.1","6,0507","-6.1","6,0507","-6.7","6,0506","-12.2","6,0323","","","","","    747.3"," ,6","      6.49","6","     12.92","6","      0.06","6"
"USC00214989","1907","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","    144.4","","     144.4","6","        68","6","        41","6","         7","6","        36","6","       198","6","        71","6","       108","6","         5","6","","","  -37.2","6,0204, ","  66.5"," ,6,0825, ","   35.0","6,0818, ","-1.7","6,0924","-2.8","6,0927","-4.4","6,0928","-8.9","6,1017","-8.9","6,1017","-1.1","6,0526","-3.9","6,0519","-4.4","6,0503","-8.9","6,0502","-8.9","6,0502","    4866.0","0","    4866.0","6","    600.5"," ,6","      5.06","6","     11.63","6","     -1.50","6"
"USC00214989","1908","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","","","","","","","","","","","","","","","        72","6","       132","6","         9","6","","","","","","","   35.6","6,0920,+","","","","","","","","","","","","","","","","","","","","","    4259.3","3","    4259.3","6","","","","","     13.04","6","",""
"USC00214989","1909","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","","","","","        61","6","        45","6","         9","6","","","","","","","","","","","","","","","  49.5"," ,6,0524, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    640.8"," ,6","","","","","",""
"USC00214989","1910","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","    260.3","","     260.3","6","        50","6","        34","6","         6","6","        33","6","       165","6","        71","6","       146","6","         9","6","","","  -33.3","6,0104, ","  55.9"," ,6,0625, ","   35.0","6,0428, ","-0.6","6,0909","-3.3","6,1027","-5.6","6,1028","-7.2","6,1029","-11.1","6,1103","-1.7","6,0513","-5.6","6,0503","-5.6","6,0503","-6.7","6,0423","-8.9","6,0309","","","","","    493.7"," ,6","      7.21","6","     14.21","6","      0.20","6"
"USC00214989","1911","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","    351.7","","     351.7","6","        68","6","        51","6","         4","6","        36","6","       172","6","        68","6","       129","6","        28","6","","","  -33.3","6,0103, ","  95.0"," ,6,1006, ","   39.4","6,0704, ","0.0","6,1019","-2.2","6,1020","-4.4","6,1024","-6.7","6,1027","-10.0","6,1030","-1.1","6,0512","-5.0","6,0503","-5.0","6,0503","-7.8","6,0407","-12.2","6,0401","    4162.6","6","    4162.6","6","    690.4"," ,6","      6.72","6","     13.44","6","      0.01","6"
"USC00214989","1912","44.36667","-95.86667","358.1","LYND NUMBER 2, MN US","    238.7","","     238.7","6","","","","","","","        45","6","       174","6","        70","6","       127","6","        12","6","","","  -41.7","6,0112, ","","","   35.6","6,0823,+","0.0","6,0925","-3.3","6,0926","-4.4","6,0927","-7.8","6,1030","-10.6","6,1101","0.0","6,0607","-2.2","6,0418","-4.4","6,0407","-7.8","6,0331","-9.4","6,0324","    4920.0","0","    4920.0","6","","","      6.13","6","     13.09","6","     -0.82","6"
