"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"GMW00035010","1949","50.05","8.33333","140.2","WIESBADEN, GM","    174.3","","     174.3","X","       115","X","        56","X","         1","X","        1","","         2","X","         0","X","        75","X","         4","X","       113","X","         2","X","       113"," ","        19"," ","   -7.8","X,0306, ","    25"," ,X,1216, ","    46"," ,X,0302, ","  33.3"," ,X,1024, ","   33.3","X,0808,+","0.0","X,1031","-2.2","X,1102","-5.6","X,1105","","","","","0.0","X,0409","-2.8","X,0322","-6.1","X,0309","-7.8","X,0306","","","","","","","    544.7"," ,X","      109"," ,X","     10.76","X","     15.13","X","      6.40","X","","","",""
"GMW00035010","1950","50.05","8.33333","140.2","WIESBADEN, GM","    171.3","","     171.3","X","       156","X","        83","X","         4","X","       17","","         5","X","         0","X","        75","X","        19","X","       108","X","         5","X","       132"," ","        38"," ","  -10.0","X,1230, ","   178"," ,X,1231,+","   127"," ,X,1226, ","  33.3"," ,X,0131, ","   33.3","X,0630, ","0.0","X,1027","-2.8","X,1030","-4.4","X,1031","-7.2","X,1208","-8.9","X,1220","-0.6","X,0308","-2.8","X,0303","-5.0","X,0302","-8.9","X,0130","-8.9","X,0130","    2850.6","6","    2850.6","X","    760.3"," ,X","      436"," ,X","     10.20","X","     14.28","X","      6.11","X","","","",""
"GMW00035010","1951","50.05","8.33333","140.2","WIESBADEN, GM","    117.6","","     117.6","X","       136","X","        58","X","         1","X","        7","","         3","X","         0","X","        51","X","         8","X","        98","X","         0","X","       179"," ","        27"," ","   -5.6","X,0304,+","   178"," ,X,0101, ","    25"," ,X,0105,+","  29.7"," ,X,1112, ","   31.7","X,0830,+","-0.6","X,1127","-3.3","X,1212","","","","","","","-0.6","X,0416","-2.2","X,0307","-4.4","X,0306","","","","","    3172.9","9","    3172.9","X","    546.8"," ,X","       78"," ,X","     10.44","X","     14.38","X","      6.49","X","","","",""
"GMW00035010","1952","50.05","8.33333","140.2","WIESBADEN, GM","    175.1","","     175.1","X","       148","X","        80","X","         2","X","       10","","        10","X","         0","X","        88","X","        15","X","       100","X","         9","X","       231"," ","        20"," ","   -9.4","X,0212, ","    51"," ,X,0212,+","    51"," ,X,0210, ","  35.1"," ,X,0702, ","   37.2","X,0702, ","-0.6","X,1013","-3.3","X,1115","-6.7","X,1209","-6.7","X,1209","","","-0.6","X,0405","-2.2","X,0316","-6.7","X,0217","-6.7","X,0217","-8.9","X,0213","    3033.9","9","    3033.9","X","    595.9"," ,X","      395"," ,X","      9.76","X","     13.64","X","      5.88","X","","","",""
"GMW00035010","1953","50.05","8.33333","140.2","WIESBADEN, GM","    172.3","","     172.3","X","       101","X","        38","X","         1","X","        8","","         1","X","         0","X","        63","X","         9","X","       104","X","         1","X","       204"," ","        21"," ","  -13.3","X,0208, ","    51"," ,X,0209, ","    58"," ,X,0209, ","  39.4"," ,X,1030, ","   33.9","X,0902, ","0.0","X,1118","-3.9","X,1231","","","","","","","-0.6","X,0328","-5.6","X,0217","-5.6","X,0217","-13.3","X,0208","-13.3","X,0208","    3228.9","9","    3228.9","X","    316.5"," ,X","      187"," ,X","     10.81","X","     14.86","X","      6.77","X","","","",""
"GMW00035010","1954","50.05","8.33333","140.2","WIESBADEN, GM","     95.2","","      95.2","X","       149","X","        64","X","         1","X","       10","","         4","X","         0","X","        57","X","        24","X","        61","X","         2","X","       203"," ","        18"," ","  -13.9","X,0201,+","    76"," ,X,0110,+","    58"," ,X,0109, ","  25.4"," ,X,0903, ","   33.3","X,0620, ","-0.6","X,1119","-2.8","X,1121","","","","","","","-1.1","X,0328","-2.8","X,0302","-6.1","X,0222","-10.0","X,0208","-10.0","X,0208","    3124.8","8","    3124.8","X","    498.8"," ,X","      226"," ,X","      9.67","X","     13.40","X","      5.93","X","","","",""
"GMW00035010","1955","50.05","8.33333","140.2","WIESBADEN, GM","    123.4","","     123.4","X","       134","X","        64","X","         1","X","       26","","        10","X","         0","X","        98","X","        24","X","        94","X","         0","X","       226"," ","        20"," ","  -12.8","X,0216, ","   152"," ,X,0225, ","   117"," ,X,0224, ","  37.3"," ,X,0812, ","   31.7","X,0718, ","0.0","X,1018","-2.8","X,1019","-4.4","X,1126","","","","","-0.6","X,0402","-2.2","X,0331","-7.8","X,0308","-7.8","X,0308","-12.8","X,0216","    3329.2","2","    3329.2","X","    546.4"," ,X","      611"," ,X","      9.34","X","     13.18","X","      5.50","X","","","",""
"GMW00035010","1956","50.05","8.33333","140.2","WIESBADEN, GM","     48.0","","      48.0","X","       157","X","        70","X","         1","X","       36","","         2","X","         3","X","        87","X","        36","X","        66","X","         0","X","       222"," ","        23"," ","  -19.4","X,0202,+","   152"," ,X,0217,+","    91"," ,X,0126, ","  26.9"," ,X,0607, ","   29.4","X,0727,+","0.0","X,1030","-2.8","X,1101","-5.6","X,1124","-6.7","X,1125","","","0.0","X,0410","-2.2","X,0311","-5.6","X,0309","-13.3","X,0227","-13.3","X,0227","    3505.7","7","    3505.7","X","    559.2"," ,X","      303"," ,X","      8.70","X","     12.32","X","      5.07","X","","","",""
"GMW00035010","1957","50.05","8.33333","140.2","WIESBADEN, GM","    147.9","","     147.9","X","       158","X","        60","X","         1","X","        7","","         3","X","         0","X","        55","X","        12","X","        71","X","         8","X","       161"," ","        20"," ","  -10.0","X,0122, ","    25"," ,X,0126,+","    36"," ,X,1207, ","  28.2"," ,X,0924, ","   37.2","X,0706, ","0.0","X,1122","-3.3","X,1130","-4.4","X,1201","","","","","0.0","X,0412","-2.2","X,0129","-7.2","X,0124","-7.2","X,0124","-10.0","X,0122","    3019.7","7","    3019.7","X","    501.7"," ,X","      156"," ,X","     10.31","X","     14.01","X","      6.61","X","","","",""
"GMW00035010","1958","50.05","8.33333","140.2","WIESBADEN, GM","    115.9","","     115.9","X","       158","X","        73","X","         1","X","       16","","         9","X","         0","X","        71","X","         9","X","        81","X","         0","X","       143"," ","        25"," ","   -7.2","X,0124,+","    76"," ,X,0125, ","   117"," ,X,0223, ","  30.7"," ,X,0819, ","   30.0","X,0811, ","-0.6","X,1112","-3.3","X,1202","","","","","","","-2.2","X,0418","-2.2","X,0418","-4.4","X,0324","-6.7","X,0323","","","    3312.6","6","    3312.6","X","    578.1"," ,X","      524"," ,X","     10.12","X","     13.65","X","      6.59","X","","","",""
