"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"LAW00041076","1966","15.68333","106.41667","168.2","SARAVANE L 44, LA","        88"," ","        28"," ","","","",""
"LAW00041076","1967","15.68333","106.41667","168.2","SARAVANE L 44, LA","       131"," ","         7"," ","       4.2","2","       4.2","X"
"LAW00041076","1968","15.68333","106.41667","168.2","SARAVANE L 44, LA","         1"," ","","","","","",""
