"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00025124","1966","25.7","-108.3","43.9","BAMOA FFCC, MX","         0","m","         0","m","         0","m","         0","m","         0","m","","","","","","","    3.9","m,1215,+","     0"," ,m,1231,+","","","      0.0"," ,m","","","     14.89","m"
"MXN00025124","1967","25.7","-108.3","43.9","BAMOA FFCC, MX","         0","m","         0","m","         0","m","","","","","         0","m","       365","m","       287","m","","","     0"," ,m,1231,+","   45.6","m,0831, ","      0.0"," ,m","     36.02","m","",""
