"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00265087","2006","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","","","","","","","","","","","","","","","","","","","","","","","","","","","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00265087","2007","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","   2165.9","","    2165.9","0","        29","0","         9","0","         1","0","","","         0","0","         0","0","        42","0","         0","0","       269","0","       162","0","","","","","   -8.9","0,0114, ","","","     0"," ,0,1231,+","  46.2"," ,0,1201, ","   48.9","0,0719,+","0.0","0,1129","-2.8","0,1215","","","","","-0.6","0,0302","-2.8","0,0203","-5.0","0,0116","-7.2","0,0115","-8.9","0,0114","","","","","    126.4"," ,0","        0"," ,0","     21.33","0","     29.60","0","     13.06","0"
"USC00265087","2008","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","   1948.2","","    1948.2","0","        39","0","        22","0","         2","0","        0","","         0","0","         0","0","        27","0","         0","0","       271","0","       153","0","         1"," ","         7"," ","   -5.6","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.7"," ,0,0831, ","   46.7","0,0710, ","-3.3","0,1214","-3.3","0,1214","","","","","-0.6","0,0214","-2.2","0,0206","-4.4","0,0131","","","","","    1123.8","8","    1123.8","0","    177.5"," ,0","        0"," ,0","     20.57","0","     28.77","0","     12.37","0"
"USC00265087","2009","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","   2072.8","","    2072.8","0","        33","0","        12","0","         0","0","        0","","         0","0","         0","0","        24","0","         0","0","       265","0","       158","0","         1"," ","         4"," ","   -5.0","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  23.1"," ,0,0905, ","   47.8","0,0719,+","-3.3","0,1204","-3.3","0,1204","","","","","0.0","0,0215","-2.8","0,0107","-5.0","0,0106","","","","","    1076.0","0","    1076.0","0","    125.0"," ,0","        0"," ,0","     20.86","0","     28.99","0","     12.73","0"
"USC00265087","2010","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","   1937.2","","    1937.2","0","        52","0","        25","0","         1","0","        0","","         0","0","         0","0","        15","0","         0","0","       249","0","       143","0","         1"," ","         6"," ","   -6.7","0,1231, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.4"," ,0,1223, ","   47.2","0,0716, ","-0.6","0,1123","-4.4","0,1125","-4.4","0,1125","-6.7","0,1231","0.0","0,0223","","","","","","","","","    1191.4","4","    1191.4","0","    290.4"," ,0","        0"," ,0","     20.39","0","     28.11","0","     12.68","0"
"USC00265087","2011","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","   1770.1","","    1770.1","7","        39","7","        18","7","         1","7","","","","","         0","7","        34","7","         0","7","       242","7","       146","7","","","","","   -6.7","7,0101, ","","","","","  27.4"," ,7,1005, ","   45.6","7,0825,+","-2.8","7,1204","-2.8","7,1204","-5.6","7,1206","","","0.0","7,0228","-2.8","7,0204","-6.1","7,0203","-6.7","7,0101","","","    1237.0","0","    1237.0","7","    179.5"," ,7","","","     19.54","7","     27.75","7","     11.33","7"
"USC00265087","2012","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","   2039.8","","    2039.8","7","        37","7","        20","7","         2","7","        0","","         0","7","         0","7","        29","7","         0","7","       270","7","       164","7","","","         8"," ","   -3.9","7,1220, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  51.8"," ,7,0822, ","   48.3","7,0711, ","0.0","7,1111","-3.9","7,1220","","","","","0.0","7,0320","-2.2","7,0117","","","","","","","    1193.8","8","    1193.8","7","    238.7"," ,7","        0"," ,7","     20.88","7","     29.17","7","     12.60","7"
"USC00265087","2013","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","   1910.5","","    1910.5","7","        43","7","        21","7","         0","7","        0","","         0","7","         0","7","        39","7","         0","7","       255","7","       142","7","         1"," ","        16"," ","   -8.9","7,0115,+","     0"," ,7,1231,+","     0","T,7,1204, ","  21.1"," ,7,0912, ","   48.9","7,0701,+","-0.6","7,1204","-5.0","7,1205","-5.0","7,1205","-6.7","7,1209","-1.7","7,0227","-2.2","7,0225","-4.4","7,0116","-8.9","7,0115","-8.9","7,0115","    1155.6","6","    1155.6","7","    190.3"," ,7","        0","T,7","     20.12","7","     28.19","7","     12.05","7"
"USC00265087","2014","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","   2058.0","","    2058.0","7","        33","7","        11","7","         2","7","        0","","         0","7","         0","7","        16","7","         0","7","       278","7","       159","7","         2"," ","        13"," ","   -5.0","7,1229, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  34.5"," ,7,0909, ","   47.2","7,0714, ","-0.6","7,1226","-2.8","7,1227","-5.0","7,1229","","","-1.7","7,0202","","","","","","","","","    1022.6","6","    1022.6","7","    156.5"," ,7","        0"," ,7","     21.45","7","     29.36","7","     13.55","7"
"USC00265087","2015","36.8239","-114.0525","552.0","MESQUITE 2 NE, NV US","","","","","        44","7","        16","7","         0","7","        0","","         0","7","","","","","","","","","","","","","        18"," ","","","     0"," ,7,1231,+","     0"," ,7,1231,+","  14.2"," ,7,0223, ","","","","","","","","","","","","","","","","","","","","","     838.4","4","     838.4","7","    143.7"," ,7","        0"," ,7","","","","","",""
