"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00363831","1923","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       143","6","        87","6","         8","6","        54"," ","  61.0"," ,6,0728, ","   1039.8"," ,6"
"USC00363831","1924","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       142","6","        85","6","         8","6","        35"," ","  68.8"," ,6,0629, ","   1009.5"," ,6"
"USC00363831","1925","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       128","6","        80","6","         3","6","        37"," ","  34.5"," ,6,0710, ","    741.0"," ,6"
"USC00363831","1926","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       163","6","        81","6","         6","6","        30"," ","  55.9"," ,6,0905, ","    966.6"," ,6"
"USC00363831","1927","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","","","","","","","        66"," ","","","",""
"USC00363831","1928","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       136","6","        74","6","         6","6","       105"," ","  47.8"," ,6,0714, ","    913.7"," ,6"
"USC00363831","1929","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       138","6","        88","6","         4","6","       124"," ","  54.1"," ,6,1003, ","    938.0"," ,6"
"USC00363831","1930","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       126","6","        60","6","         2","6","       126"," ","  61.0"," ,6,0225, ","    643.1"," ,6"
"USC00363831","1931","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","","","","","","","       104"," ","","","",""
"USC00363831","1932","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       138","6","        79","6","         1","6","        55"," ","  27.2"," ,6,0101, ","    738.6"," ,6"
"USC00363831","1933","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       146","6","        87","6","         9","6","        58"," ","  47.8"," ,6,0525, ","   1064.2"," ,6"
"USC00363831","1934","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","","","","","","","        71"," ","","","",""
"USC00363831","1935","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","","","","","","","        53"," ","","","",""
"USC00363831","1936","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","       138","6","        72","6","         7","6","        68"," ","  71.6"," ,6,1010, ","    946.0"," ,6"
"USC00363831","1937","40.45","-79.983333","219.5","HERRS ISLAND DAM, PA US","","","","","","","        68"," ","","","",""
