"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"JAW00042216","1964","26.3","127.767","6.1","HAMBY ARMY AIR FIELD, JA","        0","","     0"," ,X,1231,+","","","",""
"JAW00042216","1965","26.3","127.767","6.1","HAMBY ARMY AIR FIELD, JA","        0","","     0"," ,X,1231,+","","","",""
"JAW00042216","1966","26.3","127.767","6.1","HAMBY ARMY AIR FIELD, JA","        0","","     0"," ,X,1231,+","","","",""
"JAW00042216","1967","26.3","127.767","6.1","HAMBY ARMY AIR FIELD, JA","        0","","     0"," ,X,1231,+","       338","X","      25.7","X"
