"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00416104","1975","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    221.5","","     221.5","0","        63","0","        44","0","         3","0","        0","","         0","0","         0","0","        62","0","         3","0","       190","0","         2","0","","","","","  -14.4","0,0224, ","     0"," ,0,1231,+","     0","T,0,0111, ","  52.3"," ,0,0827, ","   32.8","0,0614, ","-2.8","0,1112","-2.8","0,1112","-5.6","0,1120","-6.7","0,1122","-11.1","0,1123","0.0","0,0418","-2.8","0,0408","-8.3","0,0330","-8.3","0,0330","-14.4","0,0224","","","","","","","","","    514.1"," ,0","        0","T,0","     13.52","0","     20.04","0","      7.00","0","",""
"USC00416104","1976","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    186.3","","     186.3","0","        86","0","        49","0","         7","0","","","","","         0","0","        81","0","         2","0","       165","0","         3","0","","","","","  -13.3","0,1129, ","","","","","  43.7"," ,0,0627, ","   34.4","0,0813, ","-0.6","0,1007","-4.4","0,1008","-4.4","0,1008","-8.9","0,1112","-8.9","0,1112","-0.6","0,0514","-2.8","0,0417","-5.0","0,0319","-11.1","0,0313","-11.1","0,0313","    1919.2","2","    1919.2","0","","","","","    690.3"," ,0","","","     12.73","0","     19.38","0","      6.08","0","",""
"USC00416104","1977","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    521.7","","     521.7","0","        77","0","        46","0","         2","0","","","","","         0","0","        54","0","         0","0","       196","0","        15","0","","","","","  -10.0","0,0116, ","","","","","  42.4"," ,0,0729, ","   36.7","0,0701, ","-2.2","0,1012","-2.2","0,1012","-7.2","0,1109","-7.2","0,1109","","","0.0","0,0404","-4.4","0,0311","-4.4","0,0311","-7.2","0,0226","-10.0","0,0116","    2205.8","8","    2205.8","0","","","","","    446.9"," ,0","","","     14.96","0","     21.60","0","      8.32","0","",""
"USC00416104","1978","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    434.4","","     434.4","0","        87","0","        46","0","         6","0","        0","","         0","0","         0","0","        57","0","         2","0","       191","0","        21","0","","","","","  -11.7","0,1209,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  68.6"," ,0,0825, ","   35.0","0,0717,+","0.0","0,1023","-2.8","0,1127","-5.0","0,1204","-9.4","0,1208","-9.4","0,1208","-3.3","0,0411","-3.3","0,0411","-9.4","0,0221","-9.4","0,0221","-9.4","0,0221","    1537.8","8","    1537.8","0","","","","","    743.1"," ,0","        0"," ,0","     14.29","0","     20.72","0","      7.85","0","",""
"USC00416104","1979","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    360.0","","     360.0","0","        61","0","        36","0","         2","0","","","","","         1","0","        68","0","         1","0","       194","0","        11","0","","","","","  -18.9","0,0102, ","","","","","  37.8"," ,0,0814, ","   37.2","0,0701, ","0.0","0,1103","-2.8","0,1121","-11.1","0,1122","-11.1","0,1122","-11.1","0,1122","-3.3","0,0411","-3.3","0,0411","-6.7","0,0216","-6.7","0,0216","-18.9","0,0102","    2026.0","0","    2026.0","0","","","","","    446.8"," ,0","","","     13.80","0","     20.33","0","      7.28","0","",""
"USC00416104","1980","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","        56","0","        39","0","         1","0","","","","","","","","","","","","","","","","","","","","","","","","","  31.8"," ,0,1117, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    457.4"," ,0","","","","","","","","","",""
"USC00416104","1981","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","        87","0","        55","0","         6","0","        0","","         0","0","         0","0","        52","0","","","","","","","","","","","  -16.7","0,0211, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  68.6"," ,0,0811, ","","","-1.7","0,1023","-2.2","0,1026","-5.6","0,1223","","","","","-3.9","0,0410","-3.9","0,0410","-5.0","0,0222","-16.7","0,0211","-16.7","0,0211","","","","","","","     20.26","0","    709.8"," ,0","        0"," ,0","","","","","      7.65","0","",""
"USC00416104","1982","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","        75","0","        46","0","         1","0","","","","","","","","","","","","","","","","","","","","","","","","","  55.4"," ,0,0522, ","","","","","","","","","","","","","","","","","","","","","","","    1830.0","0","    1830.0","0","","","","","    420.4"," ,0","","","","","","","","","",""
"USC00416104","1984","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    263.7","","     263.7","0","        68","0","        51","0","         8","0","","","         0","0","         0","0","        62","0","         3","0","       175","0","         1","0","","","","","  -10.6","0,0121, ","","","     0"," ,0,1231,+"," 104.9"," ,0,0516, ","   32.8","0,0513, ","-1.1","0,1118","-2.2","0,1121","-6.7","0,1127","-6.7","0,1127","","","-1.1","0,0404","-2.8","0,0329","-7.2","0,0307","-7.2","0,0307","-8.9","0,0306","    1979.1","1","    1979.1","0","","","","","    891.2"," ,0","        0"," ,0","     13.45","0","     19.71","0","      7.19","0","     20278","0"
"USC00416104","1985","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","        76","0","        44","0","         3","0","","","","","","","","","","","","","","","","","","","","","","","","","  39.1"," ,0,0721, ","","","","","","","","","","","","","","","","","","","","","","","    1954.4","4","    1954.4","0","","","","","    487.1"," ,0","","","","","","","","","",""
"USC00416104","1986","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","       102","0","        48","0","         6","0","","","","","","","","","","","","","","","","","","","","","","","","","  50.8"," ,0,1222, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    731.2"," ,0","","","","","","","","","",""
"USC00416104","1987","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    334.5","","     334.5","0","        89","0","        52","0","         3","0","","","","","         0","0","        69","0","         5","0","       179","0","         9","0","","","","","  -14.4","0,0118, ","","","","","  34.3"," ,0,0610, ","   33.9","0,0706, ","-0.6","0,1109","-3.3","0,1116","-5.0","0,1127","-9.4","0,1214","-9.4","0,1214","-0.6","0,0409","-2.2","0,0407","-4.4","0,0403","-12.2","0,0330","-12.2","0,0330","    2199.5","5","    2199.5","0","","","","","    510.0"," ,0","","","     13.63","0","     20.08","0","      7.18","0","",""
"USC00416104","1988","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    331.1","","     331.1","0","","","","","","","","","","","         0","0","        68","0","         5","0","       211","0","         3","0","","","","","  -11.7","0,0120, ","","","","","","","   33.9","0,0610, ","0.0","0,1116","-3.9","0,1119","-5.0","0,1120","-10.0","0,1209","-10.0","0,1209","-2.2","0,0410","-2.2","0,0410","-4.4","0,0329","-10.0","0,0318","-10.0","0,0318","    1787.5","5","    1787.5","0","","","","","","","","","     14.27","0","     21.02","0","      7.52","0","",""
"USC00416104","1989","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    581.7","","     581.7","0","        67","0","        32","0","         1","0","","","         0","0","         2","0","        57","0","         3","0","       224","0","        26","0","","","","","  -18.9","0,1222, ","","","     0"," ,0,1231,+","  62.7"," ,0,0807, ","   37.8","0,0703, ","0.0","0,1017","-3.9","0,1019","-4.4","0,1102","-6.7","0,1129","-14.4","0,1212","0.0","0,0412","-5.0","0,0411","-5.0","0,0411","-8.9","0,0321","-8.9","0,0321","    1540.3","3","    1540.3","0","","","","","    334.0"," ,0","        0"," ,0","     15.29","0","     22.16","0","      8.41","0","",""
"USC00416104","1990","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    419.2","","     419.2","0","        79","0","        51","0","         8","0","        0","","         0","0","         0","0","        53","0","         1","0","       189","0","        22","0","","","","","   -7.8","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  55.6"," ,0,0730, ","   37.2","0,0627, ","0.0","0,1010","-2.2","0,1021","-4.4","0,1104","-6.7","0,1223","","","0.0","0,0407","-2.2","0,0319","-4.4","0,0314","","","","","    1806.9","9","    1806.9","0","","","","","    752.9"," ,0","        0"," ,0","     14.52","0","     20.98","0","      8.06","0","",""
"USC00416104","1991","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    299.1","","     299.1","0","        92","0","        55","0","         4","0","        0","","         0","0","         0","0","        62","0","         4","0","       188","0","        10","0","","","","","   -9.4","0,1103, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  69.9"," ,0,0713, ","   33.3","0,0629,+","0.0","0,0919","-6.1","0,1031","-6.1","0,1031","-9.4","0,1103","-9.4","0,1103","-5.6","0,0331","-5.6","0,0331","-5.6","0,0331","-7.8","0,0122","-8.9","0,0121","    1835.8","8","    1835.8","0","","","","","    663.8"," ,0","        0"," ,0","     13.64","0","     19.80","0","      7.48","0","",""
"USC00416104","1992","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    421.6","","     421.6","0","        92","0","        49","0","         5","0","        0","","         0","0","         0","0","        67","0","         6","0","       197","0","        14","0","","","","","  -12.2","0,0116, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  55.9"," ,0,0825, ","   36.1","0,0707, ","0.0","0,1008","-5.6","0,1104","-5.6","0,1104","-7.8","0,1126","-10.0","0,1205","-1.1","0,0403","-5.0","0,0311","-5.0","0,0311","-7.8","0,0310","-11.7","0,0119","    2139.5","5","    2139.5","0","","","","","    564.9"," ,0","        0"," ,0","     13.96","0","     20.17","0","      7.75","0","",""
"USC00416104","1993","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    408.5","","     408.5","0","","","","","","","","","","","         0","0","        56","0","         1","0","       200","0","         5","0","","","","","  -10.6","0,0313, ","","","","","","","   32.8","0,0625, ","0.0","0,1021","-10.0","0,1030","-10.0","0,1030","-10.0","0,1030","-10.0","0,1030","-0.6","0,0502","-5.6","0,0314","-5.6","0,0314","-10.6","0,0313","-10.6","0,0313","    1735.4","4","    1735.4","0","","","","","","","","","     14.45","0","     21.05","0","      7.86","0","     22481","0"
"USC00416104","1994","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    550.3","","     550.3","0","        62","0","        34","0","         0","0","        0","","         1","0","         0","0","        48","0","         2","0","       215","0","        35","0","","","","","  -10.0","0,0201, ","     0"," ,0,1231,+","    25"," ,0,0129, ","  24.6"," ,0,0520, ","   40.0","0,0628, ","-2.2","0,1115","-2.2","0,1115","-4.4","0,1129","","","","","-2.2","0,0406","-2.2","0,0406","-5.0","0,0329","-6.7","0,0213","-10.0","0,0201","    1737.9","9","    1737.9","0","","","","","    358.7"," ,0","       28"," ,0","     15.43","0","     22.26","0","      8.61","0","     20892","0"
"USC00416104","1995","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    541.9","","     541.9","0","        59","0","        28","0","         3","0","        0","","         3","0","         0","0","        50","0","         3","0","       214","0","        24","0","","","","","   -7.8","0,0130, ","     0"," ,0,1231,+","    89"," ,0,1218, ","  42.9"," ,0,0916, ","   37.8","0,0728, ","0.0","0,0922","-5.6","0,1128","-5.6","0,1128","","","","","-3.9","0,0423","-3.9","0,0423","-6.7","0,0308","-6.7","0,0308","","","    1559.4","4","    1559.4","0","","","","","    389.5"," ,0","      139"," ,0","     15.40","0","     22.24","0","      8.55","0","",""
"USC00416104","1996","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    606.0","","     606.0","0","        73","0","        37","0","         5","0","        2","","         2","0","         1","0","        56","0","         5","0","       213","0","        34","0","","","","","  -17.8","0,1218, ","   102"," ,0,0103, ","   102"," ,0,0102, ","  55.1"," ,0,0911, ","   36.1","0,0623,+","-6.7","0,1022","-6.7","0,1022","-6.7","0,1022","-6.7","0,1022","-8.9","0,1216","0.0","0,0430","-5.6","0,0406","-5.6","0,0406","-6.7","0,0326","-12.2","0,0307","    1518.5","5","    1518.5","0","","","","","    450.4"," ,0","      163"," ,0","     15.60","0","     22.36","0","      8.84","0","     20667","0"
"USC00416104","1997","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    464.7","","     464.7","0","        87","0","        49","0","         3","0","","","         5","0","         0","0","        67","0","         8","0","       196","0","        12","0","","","","","  -14.4","0,0113, ","","","    76"," ,0,1223,+","  48.5"," ,0,0913, ","   34.4","0,0702, ","-2.2","0,1026","-2.2","0,1026","-6.1","0,1115","-8.9","0,1211","-8.9","0,1211","-1.1","0,0427","-5.0","0,0413","-5.0","0,0413","-6.7","0,0412","-8.9","0,0129","    1856.2","2","    1856.2","0","","","","","    569.7"," ,0","      292"," ,0","     14.02","0","     20.68","0","      7.35","0","",""
"USC00416104","1998","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    724.1","","     724.1","0","        56","0","        22","0","         2","0","","","         1","0","         0","0","        52","0","         2","0","       220","0","        40","0","","","","","   -8.9","0,1222, ","","","   102"," ,0,1211, ","  38.9"," ,0,1021, ","   38.9","0,0629, ","0.0","0,1206","-2.8","0,1207","-6.1","0,1208","-6.7","0,1211","-8.9","0,1222","-0.6","0,0427","-3.9","0,0331","-4.4","0,0311","-8.3","0,0308","","","    1883.3","3","    1883.3","0","","","","","    281.8"," ,0","      125"," ,0","     15.83","0","     22.84","0","      8.82","0","",""
"USC00416104","1999","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    505.4","","     505.4","0","        60","0","        33","0","         3","0","        2","","         1","0","         0","0","        55","0","         0","0","       247","0","        15","0","","","","","   -8.3","0,0103, ","    51"," ,0,1225, ","    38"," ,0,1225, ","  73.2"," ,0,0619, ","   36.7","0,0702, ","-2.8","0,1018","-2.8","0,1018","-4.4","0,1125","-7.8","0,1221","","","-3.3","0,0417","-3.3","0,0417","-4.4","0,0416","-7.8","0,0212","","","    1354.2","2","    1354.2","0","","","","","    442.8"," ,0","       87"," ,0","     15.76","0","     22.89","0","      8.63","0","     15038","0"
"USC00416104","2000","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    729.7","","     729.7","0","        64","0","        34","0","         3","0","        0","","         1","0","         0","0","        49","0","         3","0","       230","0","        53","0","","","","","   -9.4","0,1226, ","     0"," ,0,1231,+","    43"," ,0,0202, ","  37.8"," ,0,0623, ","   35.6","0,0907,+","-4.4","0,1008","-4.4","0,1008","-4.4","0,1008","-7.2","0,1108","-9.4","0,1226","-1.1","0,0404","-3.9","0,0319","-4.4","0,0204","-8.3","0,0104","","","    1327.8","8","    1327.8","0","","","","","    358.8"," ,0","       56"," ,0","     16.09","0","     23.23","0","      8.94","0","",""
"USC00416104","2001","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    627.9","","     627.9","0","        79","0","        40","0","         3","0","","","         6","0","         0","0","        58","0","         4","0","       225","0","        27","0","         4"," ","","","  -11.7","0,1129, ","","","    51"," ,0,1213, ","  33.5"," ,0,1115, ","   37.2","0,0612, ","-0.6","0,1120","-11.1","0,1128","-11.1","0,1128","-11.1","0,1128","-11.1","0,1128","-0.6","0,0412","-2.8","0,0224","-5.0","0,0210","-8.9","0,0120","-8.9","0,0120","    1847.5","5","    1847.5","0","","","","","    427.3"," ,0","      269"," ,0","     15.46","0","     22.48","0","      8.45","0","     17165","0"
"USC00416104","2002","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    595.3","","     595.3","0","        85","0","        43","0","         5","0","        0","","         0","0","         0","0","        69","0","         4","0","       216","0","        29","0","","","","","  -13.3","0,0226, ","     0","T,0,1224, ","    13"," ,0,0206, ","  57.2"," ,0,0731, ","   36.7","0,0603, ","-0.6","0,1112","-2.8","0,1116","-7.8","0,1127","-7.8","0,1127","","","-0.6","0,0410","-2.2","0,0403","-5.0","0,0322","-7.2","0,0304","-12.2","0,0303","    1650.2","2","    1650.2","0","","","","","    448.8"," ,0","       21"," ,0","     15.14","0","     22.14","0","      8.14","0","",""
"USC00416104","2003","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    489.7","","     489.7","0","        64","0","        35","0","         4","0","        1","","         3","0","         0","0","        47","0","         1","0","       227","0","        19","0","","","","","   -7.8","0,1229,+","    51"," ,0,1026, ","    81"," ,0,0221, ","  52.6"," ,0,0717, ","   36.1","0,0715, ","-3.9","0,1026","-3.9","0,1026","-5.6","0,1128","-7.8","0,1216","","","-2.2","0,0409","-2.2","0,0409","-6.1","0,0329","-7.8","0,0207","","","    1639.1","1","    1639.1","0","","","","","    434.1"," ,0","      173"," ,0","     15.52","0","     22.50","0","      8.53","0","",""
"USC00416104","2004","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","","","","","","","","","","","","","","","","","","","","","         8"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00416104","2005","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    586.4","","     586.4","0","        67","0","        37","0","         3","0","        4","","         2","0","         0","0","        36","0","         2","0","       207","0","        39","0","         3"," ","        22"," ","  -16.7","0,1208, ","   178"," ,0,0226, ","   191"," ,0,0226, ","  51.8"," ,0,1013, ","   36.7","0,0619, ","-1.1","0,1024","-5.0","0,1116","-5.0","0,1116","-7.8","0,1129","-16.7","0,1208","-3.3","0,0401","-3.3","0,0401","-5.0","0,0327","-6.7","0,0317","","","    1855.7","7","    1855.7","0","","","","","    446.4"," ,0","      242"," ,0","     15.26","0","     22.06","0","      8.47","0","",""
"USC00416104","2006","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","        11"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1468.4","4","    1468.4","0","","","","","","","","","","","","","","","",""
"USC00416104","2007","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    328.4","","     328.4","0","        83","0","        52","0","         1","0","","","         4","0","         0","0","        72","0","         4","0","       224","0","         4","0","","","","","  -12.2","0,0117,+","","","    89"," ,0,1125, ","  28.4"," ,0,0803, ","   33.9","0,0620, ","-3.3","0,1022","-3.3","0,1022","-7.8","0,1122","-7.8","0,1122","","","0.0","0,0415","-4.4","0,0414","-4.4","0,0414","-6.7","0,0408","-8.9","0,0303","","","","","","","","","    537.2"," ,0","      274"," ,0","     14.30","0","     21.47","0","      7.12","0","",""
"USC00416104","2008","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","","","","","","","","","","","","","","","","","","","","","        44"," ","        40"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1659.3","3","    1659.3","0","","","","","","","","","","","","","","","",""
"USC00416104","2009","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","","","","","","","","","","","","","","","","","","","","","","","","","        42"," ","        63"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00416104","2010","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    508.7","","     508.7","0","        73","0","        52","0","         4","0","        3","","         3","0","         0","0","        71","0","         3","0","       210","0","        13","0","        66"," ","        62"," ","  -13.9","0,0108, ","    76"," ,0,0129, ","    64"," ,0,0223,+","  49.5"," ,0,0916, ","   37.2","0,0606, ","-0.6","0,1116","-3.9","0,1126","-8.3","0,1130","-8.3","0,1130","","","-1.1","0,0503","-2.2","0,0403","-7.2","0,0321","-7.2","0,0321","-10.0","0,0224","    2024.4","4","    2024.4","0","","","","","    624.1"," ,0","      192"," ,0","     14.69","0","     21.59","0","      7.80","0","",""
"USC00416104","2011","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    874.9","","     874.9","7","        42","7","        14","7","         1","7","","","","","         3","7","        65","7","         9","7","       249","7","        80","7","        34"," ","        42"," ","  -21.1","7,0204,+","","","","","  28.4"," ,7,0813, ","   37.8","7,0626, ","-1.1","7,1028","-4.4","7,1103","-4.4","7,1103","-7.2","7,1127","-11.1","7,1206","-0.6","K,0503","-2.2","K,0306","-5.6","K,0211","-16.7","K,0210","-16.7","K,0210","    1461.1","1","    1461.1","7","","","","","    174.1"," ,7","","","     16.05","7","     23.51","7","      8.59","7","     20742","7"
"USC00416104","2012","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    651.2","","     651.2","7","        64","7","        39","7","         3","7","        3","","         3","7","         0","7","        58","7","         2","7","       233","7","        34","7","        33"," ","        49"," ","  -10.0","7,1210, ","   127"," ,7,0126, ","    63"," ,7,0125, ","  42.4"," ,7,0817, ","   36.7","7,0813, ","-1.1","7,1026","-2.8","7,1112","-10.0","7,1210","-10.0","7,1210","-10.0","7,1210","-1.1","7,0322","-5.6","7,0321","-5.6","7,0321","-6.7","7,0311","","","    1714.3","3","    1714.3","7","","","","","    447.2"," ,7","      139"," ,7","     16.02","7","     23.19","7","      8.85","7","     31139","7"
"USC00416104","2013","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    489.7","","     489.7","7","        73","7","        36","7","         4","7","        6","","         3","7","         0","7","        85","7","         4","7","       213","7","        22","7","        53"," ","        41"," ","  -11.1","7,0116, ","   279"," ,7,0110, ","   191"," ,7,0110, ","  31.8"," ,7,0110, ","   33.9","7,0627, ","-0.6","7,1113","-5.6","7,1122","-5.6","7,1122","-7.8","7,1123","","","-2.2","7,0504","-2.2","7,0504","-4.4","7,0503","-7.8","7,0324","-8.9","7,0117","    1699.9","9","    1699.9","7","","","","","    436.8"," ,7","      489"," ,7","     14.38","7","     21.43","7","      7.33","7","     31050","7"
"USC00416104","2014","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    481.2","","     481.2","7","        76","7","        48","7","         3","7","","","","","         0","7","        68","7","         1","7","       203","7","        15","7","        64"," ","        66"," ","  -12.2","7,0124, ","","","","","  41.4"," ,7,0701, ","   36.1","7,0606,+","0.0","7,1105","-2.8","7,1112","-11.7","7,1113","-11.7","7,1113","-11.7","7,1113","-1.7","7,0416","-4.4","7,0415","-4.4","7,0415","-8.9","7,0212","-8.9","7,0212","    1850.5","5","    1850.5","7","","","","","    483.8"," ,7","","","     14.61","7","     21.45","7","      7.77","7","     33593","7"
"USC00416104","2015","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    550.5","","     550.5","7","        93","7","        57","7","         5","7","        5","","         4","7","         0","7","        56","7","         3","7","       212","7","        24","7","        91"," ","        64"," ","  -11.1","7,1228,+","   279"," ,7,1228, ","   165"," ,7,1227, ","  66.8"," ,7,1008, ","   34.4","7,0810, ","-2.8","7,1117","-2.8","7,1117","-6.7","7,1118","-6.7","7,1118","-11.1","7,1227","-0.6","7,0429","-8.9","7,0306","-8.9","7,0306","-8.9","7,0306","-8.9","7,0306","    1827.3","3","    1827.3","7","","","","","    747.2"," ,7","      355"," ,7","     15.05","7","     21.67","7","      8.43","7","",""
"USC00416104","2016","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    535.5","","     535.5","7","        85","7","        48","7","         5","7","        2","","         1","7","         0","7","        58","7","         1","7","       226","7","        34","7","        76"," ","        66"," ","   -8.3","7,0204,+","    25"," ,7,0401,+","    25"," ,7,0127, ","  33.5"," ,7,0819, ","   36.1","7,0716, ","-2.8","7,1119","-2.8","7,1119","-4.4","7,1130","-6.7","7,1208","","","0.0","7,0503","-3.3","7,0402","-5.0","7,0224","-6.7","7,0205","","","    1655.5","5","    1655.5","7","","","","","    488.3"," ,7","       43"," ,7","     15.41","7","     22.21","7","      8.62","7","     28504","7"
"USC00416104","2017","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    516.3","","     516.3","7","        77","7","        45","7","        12","7","        2","","         2","7","         0","7","        38","7","         3","7","       254","7","        19","7","        50"," ","        64"," ","  -11.7","7,1208, ","   229"," ,7,1208, ","   140"," ,7,1208, ","  56.1"," ,7,0821, ","   37.8","7,0624, ","-1.7","7,1027","-2.2","7,1028","-6.1","7,1207","-11.7","7,1208","-11.7","7,1208","-3.9","7,0501","-3.9","7,0501","-4.4","7,0430","-7.2","7,0129","-10.0","7,0107","    1348.4","4","    1348.4","7","","","","","    727.7"," ,7","      254"," ,7","     16.14","7","     23.06","7","      9.22","7","     29686","7"
"USC00416104","2018","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    644.1","","     644.1","7","        78","7","        41","7","         3","7","        1","","         1","7","         0","7","        52","7","         4","7","       214","7","        40","7","        56"," ","        50"," ","  -11.7","7,0117,+","    51"," ,7,1214, ","    64"," ,7,1214, ","  32.0"," ,7,0524, ","   36.7","7,0624, ","-1.7","7,1015","-3.9","7,1016","-5.0","7,1112","-11.1","7,1113","-11.1","7,1113","0.0","7,0414","-3.3","7,0301","-4.4","7,0128","-6.7","7,0118","-11.7","7,0117","    1380.2","2","    1380.2","7","","","","","    486.5"," ,7","       64"," ,7","     15.50","7","     22.39","7","      8.60","7","     31054","7"
"USC00416104","2019","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    648.4","","     648.4","7","        71","7","        31","7","         5","7","        0","","         0","7","         0","7","        63","7","         0","7","       218","7","        33","7","        36"," ","        55"," ","   -9.4","7,0102, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  95.5"," ,7,0922, ","   36.7","7,0827, ","-2.8","7,1011","-2.8","7,1011","-5.0","7,1025","-7.8","7,1112","-8.9","7,1217","0.0","7,0402","-2.8","7,0401","-5.6","7,0331","-6.7","7,0305","-9.4","7,0102","    1822.1","1","    1822.1","7","","","","","    550.8"," ,7","        0"," ,7","     15.47","7","     22.53","7","      8.41","7","     28617","7"
"USC00416104","2020","30.67112","-104.02317","2069.6","MOUNT LOCKE, TX US","    794.0","","     794.0","7","        63","7","        32","7","         1","7","        5","","         5","7","         0","7","        56","7","         3","7","       239","7","        60","7","        39"," ","        34"," ","  -11.7","7,0227,+","    76"," ,7,1231, ","    64"," ,7,1231, ","  30.7"," ,7,0602, ","   40.0","7,0715, ","0.0","7,1026","-8.3","7,1027","-8.3","7,1027","-8.3","7,1027","-8.9","7,1028","0.0","7,0329","-2.8","7,0228","-11.7","7,0227","-11.7","7,0227","-11.7","7,0227","    1615.9","9","    1615.9","7","","","","","    311.1"," ,7","      265"," ,7","     16.22","7","     23.52","7","      8.92","7","     28449","7"
