"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00017114","1988","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        26","a","        16","a","         1","a","","","","","","","","","","","","","  28.6"," ,a,0331, ","","","","","","","    188.4"," ,a","","","","","",""
"ASN00017114","1989","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        31","a","        19","a","         3","a","","","","","","","","","","","","","  76.2"," ,a,0313, ","","","","","","","    298.9"," ,a","","","","","",""
"ASN00017114","1990","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        19","a","         8","a","         0","a","         0","a","         0","a","         0","a","       293","a","       159","a","    1.0","a,0801,+","  21.6"," ,a,0420, ","   47.5","a,0103, ","     429.4","4","     429.4","a","     81.6"," ,a","     22.90","a","     30.54","a","     15.26","a"
"ASN00017114","1991","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        18","a","        10","a","         0","a","","","","","","","","","","","","","  22.0"," ,a,1103, ","","","","","","","     82.5"," ,a","","","","","",""
"ASN00017114","1993","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        42","a","        22","a","         2","a","","","","","","","","","","","","","  28.6"," ,a,1221, ","","","","","","","    201.1"," ,a","","","","","",""
"ASN00017114","1994","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        15","a","         8","a","         0","a","","","","","","","","","","","","","  19.2"," ,a,0228, ","","","","","","","     91.3"," ,a","","","","","",""
"ASN00017114","1999","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        24","a","        12","a","         0","a","","","","","","","","","","","","","  21.4"," ,a,1211, ","","","","","","","     99.6"," ,a","","","","","",""
"ASN00017114","2000","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        29","a","        18","a","         2","a","","","","","","","","","","","","","  42.8"," ,a,0211, ","","","","","","","    203.8"," ,a","","","","","",""
"ASN00017114","2001","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        29","a","        21","a","         4","a","","","","","","","","","","","","","  49.8"," ,a,1207, ","","","","","","","    325.5"," ,a","","","","","",""
"ASN00017114","2002","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        13","a","        10","a","         2","a","","","","","","","","","","","","","  57.0"," ,a,0222, ","","","","","","","    167.2"," ,a","","","","","",""
"ASN00017114","2003","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        26","a","        16","a","         1","a","","","","","","","","","","","","","  66.4"," ,a,0222, ","","","","","","","    202.1"," ,a","","","","","",""
"ASN00017114","2004","-27.5445","135.4439","120.0","OODNADATTA POLICE STATION, AS","        18","a","         9","a","         0","a","","","","","","","","","","","","","  24.0"," ,a,0602, ","","","","","","","     99.4"," ,a","","","","","",""
