"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"GLW00016504","1949","67.01667","-50.8","50.3","SONDRESTROM, GL","","","","","        70","X","        20","X","         0","X","      228","","        12","X","       129","X","       248","X","       194","X","         1","X","         0","X","        13"," ","","","  -45.0","X,0217,+","   203"," ,X,1208,+","   130"," ,X,0923, ","  14.0"," ,X,0819, ","   21.7","X,0621, ","-1.1","X,0819","-6.1","X,0915","-6.1","X,0915","-8.9","X,0916","-8.9","X,0916","-2.2","X,0531","-2.2","X,0531","-6.7","X,0514","-6.7","X,0514","-9.4","X,0508","","","","","    160.3"," ,X","      890"," ,X","     -7.65","X","     -3.13","X","    -12.18","X","","","",""
"GLW00016504","1950","67.01667","-50.8","50.3","SONDRESTROM, GL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    8770.5","5","    8770.5","X","","","","","","","","","","","","","",""
"GLW00016504","1951","67.01667","-50.8","50.3","SONDRESTROM, GL","","","","","","","","","","","","","","","","","","","","","","","","","        25"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLW00016504","1952","67.01667","-50.8","50.3","SONDRESTROM, GL","      0.0","","       0.0","X","        62","X","        13","X","         0","X","      172","","         6","X","        92","X","       243","X","       156","X","         2","X","         0","X","        68"," ","","","  -41.7","X,0118, ","   152"," ,X,1226,+","    69"," ,X,1117, ","  16.0"," ,X,0921, ","   21.1","X,0730,+","-1.7","X,0826","-3.9","X,0910","-4.4","X,1001","-8.3","X,1004","-10.6","X,1005","0.0","X,0608","-3.9","X,0525","-4.4","X,0517","-6.7","X,0422","-13.3","X,0416","    8233.2","2","    8233.2","X","    118.6"," ,X","      459"," ,X","     -3.97","X","      0.73","X","     -8.69","X","","","",""
"GLW00016504","1953","67.01667","-50.8","50.3","SONDRESTROM, GL","      0.0","","       0.0","X","        69","X","        17","X","         0","X","      182","","        10","X","       113","X","       237","X","       181","X","         3","X","         0","X","        38"," ","","","  -41.1","X,0129, ","   279"," ,X,0113,+","   180"," ,X,1103, ","  17.8"," ,X,0107, ","   21.7","X,0626, ","-1.7","X,0829","-3.9","X,0915","-5.6","X,0916","-9.4","X,0920","-9.4","X,0920","-1.1","X,0530","-3.3","X,0529","-8.9","X,0507","-8.9","X,0507","-8.9","X,0507","    7868.6","6","    7868.6","X","    149.9"," ,X","      913"," ,X","     -5.58","X","     -1.18","X","     -9.99","X","","","",""
"GLW00016504","1954","67.01667","-50.8","50.3","SONDRESTROM, GL","      0.0","","       0.0","X","        63","X","        22","X","         0","X","      193","","        11","X","       111","X","       234","X","       167","X","         1","X","         0","X","        38"," ","","","  -40.0","X,0222, ","   229"," ,X,0303,+","   104"," ,X,0228, ","  16.0"," ,X,0617, ","   21.7","X,0612, ","0.0","X,0829","-2.8","X,0913","-4.4","X,0919","-8.3","X,0924","-9.4","X,0925","-2.8","X,0525","-2.8","X,0525","-6.1","X,0511","-9.4","X,0419","-9.4","X,0419","    8628.5","5","    8628.5","X","    177.9"," ,X","      820"," ,X","     -4.81","X","     -0.39","X","     -9.24","X","","","",""
"GLW00016504","1955","67.01667","-50.8","50.3","SONDRESTROM, GL","      0.0","","       0.0","X","        67","X","        26","X","         0","X","      198","","         8","X","        94","X","       241","X","       169","X","         0","X","         0","X","        21"," ","","","  -40.0","X,0126, ","   152"," ,X,0327,+","   117"," ,X,0322, ","  11.7"," ,X,0322, ","   20.6","X,0621,+","-0.6","X,0819","-2.2","X,0829","-5.6","X,0909","-6.7","X,0926","-10.6","X,0930","-2.8","X,0508","-2.8","X,0508","-6.1","X,0506","-9.4","X,0503","-9.4","X,0503","    8471.7","7","    8471.7","X","    169.3"," ,X","      597"," ,X","     -4.52","X","     -0.42","X","     -8.61","X","","","",""
"GLW00016504","1956","67.01667","-50.8","50.3","SONDRESTROM, GL","      0.0","","       0.0","X","        79","X","        11","X","         0","X","      200","","         4","X","       109","X","       261","X","       177","X","         2","X","         0","X","        18"," ","","","  -37.2","X,0127, ","   178"," ,X,1231,+","    53"," ,X,0101, ","  12.7"," ,X,0809, ","   22.2","X,0625, ","0.0","X,0824","-2.2","X,0911","-7.2","X,0919","-7.2","X,0919","-8.9","X,0922","0.0","X,0611","-2.8","X,0605","-5.6","X,0530","-7.2","X,0510","-10.0","X,0420","    8319.0","0","    8319.0","X","    112.4"," ,X","      488"," ,X","     -5.81","X","     -1.61","X","    -10.02","X","        90","X","      20.6","X"
"GLW00016504","1957","67.01667","-50.8","50.3","SONDRESTROM, GL","      0.0","","       0.0","X","        68","X","        12","X","         1","X","      212","","         9","X","       126","X","       229","X","       186","X","         2","X","         0","X","        44"," ","","","  -40.0","X,0123, ","   533"," ,X,0430, ","   333"," ,X,0429, ","  33.3"," ,X,0429, ","   21.7","X,0620, ","-2.8","X,0910","-2.8","X,0910","-5.0","X,0911","-8.9","X,1006","-8.9","X,1006","-3.9","X,0513","-3.9","X,0513","-11.1","X,0508","-11.1","X,0508","-11.1","X,0508","    8829.7","7","    8829.7","X","    120.6"," ,X","      897"," ,X","     -5.22","X","     -0.86","X","     -9.59","X","","","",""
"GLW00016504","1958","67.01667","-50.8","50.3","SONDRESTROM, GL","      0.0","","       0.0","X","        74","X","        15","X","         0","X","      192","","         9","X","       118","X","       252","X","       182","X","         2","X","         0","X","        43"," ","","","  -37.2","X,0101, ","   229"," ,X,1122,+","   104"," ,X,1017, ","  13.0"," ,X,0628, ","   21.1","X,0723,+","0.0","X,0828","-2.2","X,0901","-6.1","X,0913","-6.7","X,0922","-10.0","X,1015","-1.1","X,0605","-2.2","X,0520","-4.4","X,0514","-6.7","X,0430","-16.1","X,0428","    8269.2","2","    8269.2","X","    128.9"," ,X","      923"," ,X","     -4.78","X","     -0.25","X","     -9.31","X","       113","X","      21.6","X"
