"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA001039040","1965","50.0333","-126.8167","91.0","ZEBALLOS IRON MINES, BC CA","","","","","       193","C","       148","C","        55","C","        12","C","","","","","","","","","","","","","   401"," ,C,0107, "," 180.3"," ,C,1020, ","","","","","","","","","","","","","","","","","","","","","   4195.5"," ,C","     1111"," ,C","","","","","",""
"CA001039040","1966","50.0333","-126.8167","91.0","ZEBALLOS IRON MINES, BC CA","     16.5","","      16.5","C","       225","C","       203","C","        87","C","        14","C","         0","C","        59","C","         3","C","        52","C","         0","C","   -7.2","C,0105, ","   213"," ,C,0227, "," 160.5"," ,C,0328, ","   30.6","C,0823, ","-1.1","C,1110","-2.2","C,1114","-4.4","C,1227","-1.7","C,0412","-2.2","C,0308","-5.0","C,0124","-7.2","C,0105","    3442.1","1","    3442.1","C","   5842.5"," ,C","     1360"," ,C","      8.91","C","     13.07","C","      4.74","C"
"CA001039040","1967","50.0333","-126.8167","91.0","ZEBALLOS IRON MINES, BC CA","","","","","       194","C","       181","C","        76","C","        22","C","","","","","","","","","","","","","   137"," ,C,0122, "," 141.5"," ,C,1209, ","","","","","","","","","","","","","","","","","","","","","   5396.8"," ,C","     1398"," ,C","","","","","",""
"CA001039040","1968","50.0333","-126.8167","91.0","ZEBALLOS IRON MINES, BC CA","","","","","","","","","","","        15","C","","","","","","","","","","","","","   244"," ,C,0109, ","","","","","","","","","","","","","","","","","","","","","","","","","     1486"," ,C","","","","","",""
