"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085104","2009","-13.067","-64.667","140.0","SAN JOAQUIN, BL","","","","","","","","","         0","S","       348","S","       204","S","","","   40.1","S,0916, ","","","     32.38","S","",""
"BLM00085104","2010","-13.067","-64.667","140.0","SAN JOAQUIN, BL","   2866.4","","    2866.4"," ","","","","","","","","","","","","","","","","","","","",""
"BLM00085104","2012","-13.067","-64.667","140.0","SAN JOAQUIN, BL","","","","","","","","","         0","S","       343","S","       197","S","","","   38.4","S,0902, ","","","     32.23","S","",""
"BLM00085104","2018","-13.067","-64.667","140.0","SAN JOAQUIN, BL","","","","","         0","S","         0","S","         0","S","       336","S","       192","S","   10.4","S,0906,+","   39.3","S,0909, ","     26.30","S","     32.01","S","     20.60","S"
"BLM00085104","2019","-13.067","-64.667","140.0","SAN JOAQUIN, BL","","","","","         0"," ","         0","S","","","","","","","    4.1","S,0804, ","","","","","","","     21.06","S"
