"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN003080100","1901","26.9","94.2","87.0","PET JORHAT, IN","       162","I","       113","I","        20","I","","","","","","","","","","","",""," 102.1"," ,I,0717, ","","","   1971.1"," ,I","","","","","",""
"IN003080100","1902","26.9","94.2","87.0","PET JORHAT, IN","       165","I","       133","I","        30","I","","","","","","","","","","","","","  81.5"," ,I,0728, ","","","   2368.6"," ,I","","","","","",""
"IN003080100","1903","26.9","94.2","87.0","PET JORHAT, IN","       156","I","       112","I","        22","I","","","","","","","","","","","","","  86.1"," ,I,0813, ","","","   1805.2"," ,I","","","","","",""
"IN003080100","1904","26.9","94.2","87.0","PET JORHAT, IN","       165","I","       125","I","        30","I","","","","","","","","","","","","","  79.5"," ,I,0818, ","","","   2109.4"," ,I","","","","","",""
"IN003080100","1906","26.9","94.2","87.0","PET JORHAT, IN","       172","I","       122","I","        25","I","","","","","","","","","","","","","  73.2"," ,I,0417, ","","","   2022.9"," ,I","","","","","",""
"IN003080100","1907","26.9","94.2","87.0","PET JORHAT, IN","       152","I","       120","I","        21","I","","","","","","","","","","","","","  80.0"," ,I,0902, ","","","   1932.2"," ,I","","","","","",""
"IN003080100","1908","26.9","94.2","87.0","PET JORHAT, IN","       151","I","       104","I","        23","I","","","","","","","","","","","",""," 101.6"," ,I,0705, ","","","   1913.4"," ,I","","","","","",""
"IN003080100","1909","26.9","94.2","87.0","PET JORHAT, IN","       146","I","       112","I","        14","I","","","","","","","","","","","",""," 105.4"," ,I,0809, ","","","   1779.0"," ,I","","","","","",""
"IN003080100","1910","26.9","94.2","87.0","PET JORHAT, IN","       177","I","       121","I","        22","I","","","","","","","","","","","","","  95.0"," ,I,0708, ","","","   2030.5"," ,I","","","","","",""
"IN003080100","1911","26.9","94.2","87.0","PET JORHAT, IN","       207","I","       142","I","        38","I","","","","","","","","","","","",""," 127.5"," ,I,0613, ","","","   2989.2"," ,I","","","","","",""
"IN003080100","1912","26.9","94.2","87.0","PET JORHAT, IN","       185","I","       134","I","        26","I","","","","","","","","","","","","","  82.3"," ,I,0708, ","","","   2255.3"," ,I","","","","","",""
"IN003080100","1913","26.9","94.2","87.0","PET JORHAT, IN","       192","I","       133","I","        26","I","","","","","","","","","","","","","  95.3"," ,I,0420, ","","","   2310.6"," ,I","","","","","",""
