"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00058477","1955","30.033","122.117","37.0","DINGHAI, CH","   1074.3","","    1074.3","s","       115","s","        73","s","         9","s","         0","s","        19","s","         1","s","       182","s","        17","s","   -6.1","s,0116, ","  82.2"," ,s,0715, ","   37.1","s,0908, ","","","","","","","-0.1","s,0314","-2.5","s,0220","-6.1","s,0116","","","","","   1167.3"," ,s","     17.06","s","     20.41","s","     13.70","s"
"CHM00058477","1956","30.033","122.117","37.0","DINGHAI, CH","   1060.0","","    1060.0","s","       132","s","        86","s","        11","s","         0","s","        18","s","         1","s","       158","s","        16","s","   -4.5","s,0108, ","  56.0"," ,s,0920, ","   34.3","s,0711,+","","","","","","","-0.6","s,0301","-2.2","s,0229","-4.5","s,0108","    1565.1","1","    1565.1","s","   1160.3"," ,s","     16.60","s","     19.65","s","     13.56","s"
"CHM00058477","1957","30.033","122.117","37.0","DINGHAI, CH","    919.1","","     919.1","s","       138","s","        97","s","         9","s","         0","s","        14","s","         2","s","       169","s","        11","s","   -4.9","s,0211, ","  38.7"," ,s,0420, ","   37.7","s,0723, ","","","","","","","-0.4","s,0314","-4.1","s,0213","-4.9","s,0211","    1728.3","3","    1728.3","s","   1198.8"," ,s","     16.43","s","     19.48","s","     13.38","s"
"CHM00058477","1958","30.033","122.117","37.0","DINGHAI, CH","   1037.6","","    1037.6","s","       129","s","        91","s","        13","s","         0","s","        20","s","         1","s","       169","s","        13","s","   -6.1","s,0116, ","  60.2"," ,s,0823, ","   36.0","s,0731, ","","","","","","","-1.4","s,0304","-2.7","s,0214","-4.4","s,0117","    1482.6","6","    1482.6","s","   1279.0"," ,s","     16.90","s","     20.10","s","     13.69","s"
"CHM00058477","1959","30.033","122.117","37.0","DINGHAI, CH","   1063.7","","    1063.7","s","       147","s","        93","s","        13","s","         0","s","        15","s","         1","s","       188","s","        19","s","   -5.1","s,0118, ","  97.7"," ,s,0411, ","   35.9","s,0711, ","-0.9","s,1227","","","","","-1.1","s,0123","-2.5","s,0120","-5.1","s,0118","    1486.8","8","    1486.8","s","   1499.0"," ,s","     17.28","s","     20.46","s","     14.10","s"
"CHM00058477","1960","30.033","122.117","37.0","DINGHAI, CH","   1084.5","","    1084.5","s","       140","s","       100","s","        12","s","         0","s","        12","s","         0","s","       181","s","        15","s","   -3.4","s,1230, ","  57.0"," ,s,0610, ","   36.5","s,0705,+","-0.4","s,1218","-2.7","s,1220","","","-1.4","s,0130","","","","","    1321.4","4","    1321.4","s","   1267.0"," ,s","     17.43","s","     20.57","s","     14.29","s"
"CHM00058477","1961","30.033","122.117","37.0","DINGHAI, CH","   1043.2","","    1043.2","s","       132","s","        82","s","        15","s","         0","s","        13","s","         0","s","       166","s","         8","s","   -2.6","s,0201,+"," 101.8"," ,s,0520, ","   33.6","s,0725, ","-1.2","s,1229","","","","","-0.3","s,0216","-2.6","s,0201","","","    1573.0","0","    1573.0","s","   1352.4"," ,s","     17.04","s","     19.97","s","     14.10","s"
"CHM00058477","1962","30.033","122.117","37.0","DINGHAI, CH","    945.5","","     945.5","s","       133","s","        87","s","        13","s","         0","s","        20","s","         0","s","       161","s","         1","s","   -4.1","s,0102, ","  78.7"," ,s,0619, ","   33.8","s,0717, ","-0.4","s,1230","","","","","0.0","s,0216","-2.6","s,0131","","","    1603.5","5","    1603.5","s","   1148.0"," ,s","     16.35","s","     19.13","s","     13.56","s"
"CHM00058477","1963","30.033","122.117","37.0","DINGHAI, CH","   1147.0","","    1147.0","s","       112","s","        66","s","         8","s","         0","s","        27","s","         0","s","       189","s","        27","s","   -4.2","s,0205, "," 212.5"," ,s,0912, ","   37.9","s,0901, ","-0.7","s,1226","","","","","0.0","s,0222","-4.2","s,0205","","","    1566.6","6","    1566.6","s","   1100.1"," ,s","     17.19","s","     20.73","s","     13.65","s"
"CHM00058477","1964","30.033","122.117","37.0","DINGHAI, CH","   1090.2","","    1090.2","s","       134","s","        82","s","         5","s","         0","s","         9","s","         0","s","       187","s","        19","s","   -2.3","s,0202, ","  69.8"," ,s,0728, ","   36.3","s,0709, ","0.0","s,1219","","","","","-0.1","s,0228","-2.3","s,0202","","","    1516.9","9","    1516.9","s","    995.3"," ,s","     17.04","s","     19.98","s","     14.09","s"
