"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA003031094","2000","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","","","","","","","","","","","","","","","","","","","        68","C","        78","C","         1","C","","","","","","","","","   32.2","C,0713, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     10.78","C","","","","","",""
"CA003031094","2001","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","     53.6","","      53.6","C","","","","","","","","","","","        24","C","       196","C","        51","C","        97","C","         5","C","  -26.3","C,0225, ","","","","","","","   33.9","C,0817, ","-0.1","C,0929","-4.9","C,1005","-4.9","C,1005","-8.0","C,1014","-11.6","C,1015","-2.3","C,0521","-2.3","C,0521","-5.8","C,0502","-7.1","C,0412","-12.9","C,0404","    5008.7","7","    5008.7","C","","","","","      5.31","C","     12.37","C","     -1.75","C","","","",""
"CA003031094","2002","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","     77.5","","      77.5","C","","","","","","","       79","","","","        30","C","       201","C","        71","C","        77","C","         7","C","  -32.4","C,0127, ","   250"," ,C,0507, ","","","","","   35.1","C,0713, ","-0.3","C,0923","-2.6","C,1001","-8.3","C,1011","-8.3","C,1011","-10.6","C,1012","-2.1","C,0524","-3.0","C,0523","-5.8","C,0509","-7.3","C,0508","-11.3","C,0404","    5184.9","9","    5184.9","C","","","","","      4.10","C","     10.56","C","     -2.37","C","","","",""
"CA003031094","2003","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","     79.4","","      79.4","C","","","","","","","","","","","        28","C","       189","C","        67","C","       104","C","         6","C","  -31.7","C,0309, ","","","","","","","   33.5","C,0801, ","-1.6","C,0916","-2.3","C,0917","-7.3","C,1029","-7.3","C,1029","-15.8","C,1030","-5.2","C,0519","-5.2","C,0519","-5.2","C,0519","-11.9","C,0404","-11.9","C,0404","    5011.9","9","    5011.9","C","","","","","      4.65","C","     11.20","C","     -1.91","C","","","",""
"CA003031094","2004","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4811.4","4","    4811.4"," ","","","","","","","","","","","","","",""
"CA003031094","2005","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","     17.9","","      17.9","C","       106","C","        51","C","         5","C","","","        19","C","        26","C","       188","C","        52","C","        68","C","         1","C","  -34.2","C,0113, ","","","    81"," ,C,1101, ","  48.2"," ,C,0607, ","   32.9","C,0801, ","-0.6","C,0921","-2.9","C,0923","-4.6","C,1005","-7.3","C,1105","-8.9","C,1106","-0.4","C,0511","-2.2","C,0503","-6.1","C,0502","-8.9","C,0429","-8.9","C,0429","","","","","    545.1"," ,C","     1166"," ,C","      5.28","C","     11.75","C","     -1.20","C","","","",""
"CA003031094","2006","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","     70.7","","      70.7","C","","","","","","","","","","","        15","C","       189","C","        53","C","        97","C","         2","C","  -29.7","C,1128, ","","","","","","","   33.2","C,0808, ","-0.2","C,0917","-4.3","C,1008","-5.1","C,1009","-10.7","C,1029","-10.7","C,1029","-0.7","C,0511","-4.4","C,0504","-4.4","C,0504","-8.2","C,0320","-11.6","C,0319","    4647.5","5","    4647.5","C","","","","","      5.64","C","     12.11","C","     -0.84","C","","","",""
"CA003031094","2007","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4805.3","3","    4805.3","C","","","","","","","","","","","","","",""
"CA003031094","2009","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","","","","","        74","C","        27","C","         0","C","","","","","","","","","","","","","","","","","","","","","  19.8"," ,C,0706, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    240.0"," ,C","","","","","","","","","","","",""
"CA003031094","2010","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","     12.7","","      12.7","C","        80","C","        31","C","         2","C","","","","","        22","C","       190","C","        61","C","        66","C","         1","C","  -32.1","C,1123, ","","","","","  31.9"," ,C,0527, ","   32.4","C,0826, ","-0.2","C,0918","-4.7","C,1016","-4.7","C,1016","-7.5","C,1109","-9.8","C,1111","-1.0","C,0524","-2.5","C,0511","-4.9","C,0507","-10.5","C,0411","-10.5","C,0411","    5026.0","0","    5026.0","C","    330.0"," ,C","","","      4.32","C","     10.29","C","     -1.64","C","","","",""
"CA003031094","2011","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","     23.7","","      23.7","C","        80","C","        41","C","         1","C","","","","","        34","C","       189","C","        72","C","        72","C","         0","C","  -31.0","C,0301, ","","","","","  30.5"," ,C,0527, ","   30.3","C,0924,+","-1.1","C,1002","-4.1","C,1014","-5.8","C,1024","-9.9","C,1104","-9.9","C,1104","-0.5","C,0529","-2.8","C,0430","-4.4","C,0421","-10.5","C,0419","-10.5","C,0419","    5641.7","7","    5641.7","C","    379.8"," ,C","","","      3.98","C","      9.75","C","     -1.79","C","","","",""
"CA003031094","2012","51.1167","-114.0167","1081.0","CALGARY INTERNATIONAL CS, AB CA","     51.2","","      51.2","C","        81","C","        34","C","         2","C","","","","","        21","C","       182","C","        69","C","        91","C","         0","C","  -32.5","C,0118, ","","","","","  41.9"," ,C,0605, ","   30.1","C,0806,+","-0.7","C,1003","-5.8","C,1004","-5.8","C,1004","-7.3","C,1023","-11.9","C,1108","-0.2","C,0519","-3.5","C,0416","-4.7","C,0415","-14.9","C,0307","-14.9","C,0307","    4635.6","6","    4635.6","C","    367.7"," ,C","","","      4.76","C","     10.60","C","     -1.08","C","","","",""
