"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00421907","1985","40.2","-110.9","2036.1","CURRANT CREEK JCT, UT US","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","",""
"USC00421907","1986","40.2","-110.9","2036.1","CURRANT CREEK JCT, UT US","","","","","","","","","        16","0","","","","","","","","","        17"," ","","","   122"," ,0,0213, ","","","","","","","     1022"," ,0","",""
"USC00421907","1987","40.2","-110.9","2036.1","CURRANT CREEK JCT, UT US","","","","","","","","","","","","","","","","","","","        24"," ","","","","","","","","","","","","","",""
"USC00421907","1991","40.2","-110.9","2036.1","CURRANT CREEK JCT, UT US","","","","","","","","","","","","","","","","","","","        16"," ","","","","","","","","","","","","","",""
"USC00421907","1992","40.2","-110.9","2036.1","CURRANT CREEK JCT, UT US","        88","0","        42","0","         0","0","       85","","        19","0","        26","0","       156","0","        13","0","","","        23"," ","   483"," ,0,1231, ","   152"," ,0,1230,+","  12.7"," ,0,1102,+","   34.4","0,0812,+","    328.3"," ,0","     1731"," ,0","     16.27","0"
"USC00421907","1993","40.2","-110.9","2036.1","CURRANT CREEK JCT, UT US","","","","","","","      108","","        36","0","","","","","","","         2"," ","        13"," ","   991"," ,0,0225,+","   216"," ,0,0111, ","","","","","","","     2357"," ,0","",""
"USC00421907","1994","40.2","-110.9","2036.1","CURRANT CREEK JCT, UT US","        80","0","        36","0","         0","0","","","        20","0","","","","","","","","","        17"," ","","","   203"," ,0,1119, ","  16.5"," ,0,0810, ","","","    303.9"," ,0","     1749"," ,0","",""
"USC00421907","1995","40.2","-110.9","2036.1","CURRANT CREEK JCT, UT US","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","",""
"USC00421907","1996","40.2","-110.9","2036.1","CURRANT CREEK JCT, UT US","","","","","","","","","","","","","","","","","","","         7"," ","","","","","","","","","","","","","",""
