"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00290039","1943","36.16667","-106.18333","1800.1","ABIQUIU, NM US","        32","6","        24","6","         0","6","","","  20.8"," ,6,0629, ","    207.0"," ,6"
"USC00290039","1945","36.16667","-106.18333","1800.1","ABIQUIU, NM US","","","","","","","         1"," ","","","",""
"USC00290039","1946","36.16667","-106.18333","1800.1","ABIQUIU, NM US","        15","6","        12","6","         2","6","","","  27.9"," ,6,1006, ","    137.9"," ,6"
"USC00290039","1948","36.16667","-106.18333","1800.1","ABIQUIU, NM US","","","","","","","         8"," ","","","",""
