"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA006068153","2014","46.6333","-80.8","348.0","SUDBURY A, ON CA","     54.1","","      54.1","C","       173","C","        97","C","         8","C","        41","C","        56","C","       189","C","       121","C","        83","C","         0","C","  -36.0","C,0102, ","   153"," ,C,1125, ","  62.7"," ,C,0830, ","   29.6","C,0629, ","0.0","C,0918","-4.0","C,1024","-4.9","C,1031","-8.7","C,1101","-10.3","C,1102","-1.4","C,0507","-2.2","C,0428","-4.8","C,0424","-14.6","C,0416","-14.6","C,0416","    5818.8","8","    5818.8","C","   1131.4"," ,C","     3133"," ,C","      2.58","C","      7.55","C","     -2.40","C","","","",""
"CA006068153","2015","46.6333","-80.8","348.0","SUDBURY A, ON CA","    125.2","","     125.2","C","       143","C","        82","C","         3","C","        38","C","        58","C","       173","C","        91","C","        98","C","         1","C","  -32.2","C,0215, ","   333"," ,C,1229, ","  46.0"," ,C,1214, ","   33.5","C,0728, ","-2.4","C,1010","-2.4","C,1010","-4.5","C,1018","-7.6","C,1114","-10.1","C,1122","-0.9","C,0523","-3.1","C,0425","-5.5","C,0424","-7.9","C,0407","-12.3","C,0405","    5750.4","4","    5750.4","C","    866.5"," ,C","     2653"," ,C","      4.06","C","      9.46","C","     -1.34","C","","","",""
"CA006068153","2016","46.6333","-80.8","348.0","SUDBURY A, ON CA","    176.1","","     176.1","C","       160","C","        93","C","         1","C","        49","C","        36","C","       179","C","       100","C","       110","C","         1","C","  -36.4","C,0213, ","   270"," ,C,0324, ","  51.2"," ,C,0803, ","   32.6","C,0722, ","-2.5","C,1009","-2.5","C,1009","-7.1","C,1026","-7.1","C,1026","-11.6","C,1208","-0.3","C,0517","-3.3","C,0516","-6.2","C,0427","-7.3","C,0413","-16.0","C,0410","    4944.8","8","    4944.8","C","    968.4"," ,C","     4261"," ,C","      5.04","C","     10.33","C","     -0.25","C","        32","C","      80.0","C"
"CA006068153","2017","46.6333","-80.8","348.0","SUDBURY A, ON CA","     74.0","","      74.0","C","       159","C","        99","C","         8","C","        35","C","        43","C","       175","C","        92","C","        84","C","         0","C","  -32.7","C,1227, ","   330"," ,C,1212, ","  32.0"," ,C,0723, ","   30.9","C,0924, ","0.0","C,1015","-2.5","C,1016","-4.8","C,1107","-16.8","C,1109","-16.8","C,1109","-0.4","C,0520","-2.8","C,0424","-4.8","C,0418","-8.5","C,0326","-11.8","C,0325","    4617.7","7","    4617.7","C","   1067.8"," ,C","     2658"," ,C","      4.32","C","      9.28","C","     -0.64","C","        19","C","      80.0","C"
"CA006068153","2018","46.6333","-80.8","348.0","SUDBURY A, ON CA","    177.7","","     177.7","C","       145","C","        89","C","         2","C","        39","C","        40","C","       196","C","       114","C","       107","C","         2","C","  -30.9","C,0106, ","   290"," ,C,0404, ","  32.8"," ,C,1003, ","   32.2","C,0805,+","-0.2","C,0930","-2.2","C,1013","-5.3","C,1017","-6.7","C,1018","-12.8","C,1110","-0.4","C,0512","-2.8","C,0511","-6.4","C,0429","-9.8","C,0415","-9.8","C,0415","    5336.5","5","    5336.5","C","    808.6"," ,C","     3439"," ,C","      3.83","C","      9.10","C","     -1.44","C","","","",""
"CA006068153","2019","46.6333","-80.8","348.0","SUDBURY A, ON CA","     87.3","","      87.3","C","       155","C","        94","C","         4","C","        47","C","        45","C","       173","C","       103","C","        80","C","         0","C","  -37.1","C,0128, ","   292"," ,C,1127, ","  39.8"," ,C,0610, ","   31.4","C,0720, ","-0.8","C,1015","-2.2","C,1025","-4.4","C,1101","-8.1","C,1106","-12.5","C,1108","0.0","C,0516","-2.5","C,0429","-4.4","C,0428","-7.9","C,0411","-10.4","C,0404","    5520.8","8","    5520.8","C","    960.8"," ,C","     4238"," ,C","      3.03","C","      8.17","C","     -2.10","C","","","",""
"CA006068153","2020","46.6333","-80.8","348.0","SUDBURY A, ON CA","","","","","       160","C","        90","C","         4","C","","","","","","","","","","","","","","","","","  40.5"," ,C,0707, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    947.9"," ,C","","","","","","","","","","","",""
"CA006068153","2021","46.6333","-80.8","348.0","SUDBURY A, ON CA","","","","","       143","C","        72","C","         5","C","","","","","","","","","","","","","","","","","  33.6"," ,C,0724, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    806.4"," ,C","","","","","","","","","","","",""
"CA006068153","2022","46.6333","-80.8","348.0","SUDBURY A, ON CA","","","","","       134","C","        84","C","         0","C","        39","C","","","","","","","","","","","","","   225"," ,C,0222, ","  22.4"," ,C,0615, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    711.1"," ,C","     2966"," ,C","","","","","","","","","",""
"CA006068153","2023","46.6333","-80.8","348.0","SUDBURY A, ON CA","","","","","       141","C","        83","C","         5","C","        39","C","","","","","","","","","","","","","   190"," ,C,0401, ","  34.4"," ,C,1020, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    931.7"," ,C","     3184"," ,C","","","","","","","","","",""
