"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TUM00017204","2015","38.733","41.517","1320.0","MUS, TU","       125","S","        66","S","         7","S","","","","","","","  68.3"," ,S,1026, ","","","","","","","","","","","","","","","    776.5"," ,S","",""
"TUM00017204","2016","38.733","41.517","1320.0","MUS, TU","       117","S","        58","S","        10","S","","","","","","","  60.2"," ,S,1215, ","","","","","","","","","","","","","","","    843.3"," ,S","",""
"TUM00017204","2018","38.733","41.517","1320.0","MUS, TU","","","","","","","         0"," ","        49","S","   -5.6","S,0130, ","","","-0.3","S,1119","-3.7","S,1225","-0.3","S,0302","-2.4","S,0204","-4.7","S,0202","","","","","","","      8.29","S"
"TUM00017204","2023","38.733","41.517","1320.0","MUS, TU","","","","","","","         8","S","        91","S","  -24.6","S,0217, ","","","-1.9","S,1122","-3.0","S,1129","-0.7","S,0402","-2.7","S,0401","-5.3","S,0309","-11.1","S,0228","-11.1","S,0228","","","      6.84","S"
