"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00199770","1911","42.7","-72.08333","262.1","WINCHENDON, MA US","       119","6","        85","6","         6","6","","","","","","","  42.2"," ,6,1004, ","    973.0"," ,6","",""
"USC00199770","1912","42.7","-72.08333","262.1","WINCHENDON, MA US","       121","6","        78","6","         5","6","","","","","","","  38.6"," ,6,1114, ","    934.0"," ,6","",""
"USC00199770","1914","42.7","-72.08333","262.1","WINCHENDON, MA US","       113","6","        74","6","         5","6","","","","","","","  50.8"," ,6,0709, ","    872.6"," ,6","",""
"USC00199770","1915","42.7","-72.08333","262.1","WINCHENDON, MA US","       125","6","        77","6","        11","6","","","","","","","  97.8"," ,6,0708, ","   1119.7"," ,6","",""
"USC00199770","1917","42.7","-72.08333","262.1","WINCHENDON, MA US","       129","6","        89","6","         6","6","","","","","","","  71.1"," ,6,0829, ","   1096.4"," ,6","",""
"USC00199770","1918","42.7","-72.08333","262.1","WINCHENDON, MA US","       120","6","        86","6","         5","6","","","","","","","  65.8"," ,6,0622, ","   1019.4"," ,6","",""
"USC00199770","1919","42.7","-72.08333","262.1","WINCHENDON, MA US","       135","6","        85","6","        10","6","","","","","","","  51.8"," ,6,0903, ","   1140.3"," ,6","",""
"USC00199770","1920","42.7","-72.08333","262.1","WINCHENDON, MA US","       129","6","        89","6","        15","6","","","","","","","  89.4"," ,6,0930, ","   1393.7"," ,6","",""
"USC00199770","1921","42.7","-72.08333","262.1","WINCHENDON, MA US","       133","6","        90","6","        10","6","","","","","","","  52.1"," ,6,0430, ","   1126.5"," ,6","",""
"USC00199770","1922","42.7","-72.08333","262.1","WINCHENDON, MA US","       134","6","        94","6","        12","6","","","","","","","  67.1"," ,6,0625, ","   1325.3"," ,6","",""
"USC00199770","1924","42.7","-72.08333","262.1","WINCHENDON, MA US","       107","6","        72","6","         9","6","","","","","","","  40.9"," ,6,0407, ","    894.5"," ,6","",""
"USC00199770","1925","42.7","-72.08333","262.1","WINCHENDON, MA US","       131","6","        91","6","         9","6","","","","","",""," 101.1"," ,6,0722, ","   1147.2"," ,6","",""
"USC00199770","1931","42.7","-72.08333","262.1","WINCHENDON, MA US","       143","6","        82","6","         6","6","","","","","","","  55.6"," ,6,0308, ","   1016.7"," ,6","",""
"USC00199770","1932","42.7","-72.08333","262.1","WINCHENDON, MA US","       143","6","        73","6","         7","6","","","","","","","  98.6"," ,6,0916, ","   1017.8"," ,6","",""
"USC00199770","1934","42.7","-72.08333","262.1","WINCHENDON, MA US","       150","6","        88","6","        10","6","","","","","","","  61.0"," ,6,0908, ","   1149.9"," ,6","",""
"USC00199770","1935","42.7","-72.08333","262.1","WINCHENDON, MA US","       122","6","        77","6","         6","6","","","","","","","  57.2"," ,6,0706, ","    966.2"," ,6","",""
"USC00199770","1936","42.7","-72.08333","262.1","WINCHENDON, MA US","       131","6","        95","6","        13","6","","","","","","","  65.8"," ,6,0318, ","   1258.6"," ,6","",""
"USC00199770","1937","42.7","-72.08333","262.1","WINCHENDON, MA US","       129","6","        95","6","        11","6","","","","","","","  59.7"," ,6,1128, ","   1269.6"," ,6","",""
"USC00199770","1938","42.7","-72.08333","262.1","WINCHENDON, MA US","       138","6","        94","6","        15","6","","","","","",""," 199.4"," ,6,0920, ","   1524.1"," ,6","",""
"USC00199770","1940","42.7","-72.08333","262.1","WINCHENDON, MA US","       130","6","        77","6","        12","6","","","","","","","  64.0"," ,6,0531, ","   1069.6"," ,6","",""
"USC00199770","1941","42.7","-72.08333","262.1","WINCHENDON, MA US","       101","6","        61","6","         8","6","","","","","","","  70.9"," ,6,0831, ","    739.1"," ,6","",""
"USC00199770","1942","42.7","-72.08333","262.1","WINCHENDON, MA US","       125","6","        87","6","         9","6","","","         6"," ","","","  76.2"," ,6,0614, ","   1148.0"," ,6","",""
"USC00199770","1944","42.7","-72.08333","262.1","WINCHENDON, MA US","        97","6","        74","6","         6","6","","","","","","","  97.5"," ,6,0914, ","    944.2"," ,6","",""
"USC00199770","1945","42.7","-72.08333","262.1","WINCHENDON, MA US","       143","6","        92","6","         4","6","","","","","","","  53.8"," ,6,0915, ","   1104.5"," ,6","",""
"USC00199770","1946","42.7","-72.08333","262.1","WINCHENDON, MA US","       115","6","        76","6","         7","6","        15","6","","","   343"," ,6,0124, ","  58.7"," ,6,0929, ","    994.3"," ,6","     1548"," ,6"
"USC00199770","1947","42.7","-72.08333","262.1","WINCHENDON, MA US","       112","6","        78","6","         7","6","","","","","","","  52.1"," ,6,1112, ","    897.1"," ,6","",""
"USC00199770","1949","42.7","-72.08333","262.1","WINCHENDON, MA US","       135","0","        77","0","         4","0","        15","0","","","   279"," ,0,0301, ","  48.3"," ,0,0106, ","    855.3"," ,0","     1280"," ,0"
"USC00199770","1950","42.7","-72.08333","262.1","WINCHENDON, MA US","       128","0","        83","0","         9","0","        13","0","","","   102"," ,0,0318,+","  87.6"," ,0,1126, ","   1011.7"," ,0","      853"," ,0"
"USC00199770","1951","42.7","-72.08333","262.1","WINCHENDON, MA US","       126","0","        80","0","        14","0","        12","0","","","   178"," ,0,1226, ","  75.7"," ,0,0728, ","   1288.1"," ,0","     1007"," ,0"
"USC00199770","1952","42.7","-72.08333","262.1","WINCHENDON, MA US","       103","0","        71","0","         9","0","        12","0","","","   330"," ,0,0218, ","  88.9"," ,0,0813, ","    982.6"," ,0","     1171"," ,0"
"USC00199770","1953","42.7","-72.08333","262.1","WINCHENDON, MA US","       116","0","        87","0","        10","0","","","","","","","  94.0"," ,0,0622, ","   1258.5"," ,0","",""
"USC00199770","1954","42.7","-72.08333","262.1","WINCHENDON, MA US","       133","0","        93","0","        10","0","","","","","","","  71.9"," ,0,0901, ","   1224.3"," ,0","",""
"USC00199770","1955","42.7","-72.08333","262.1","WINCHENDON, MA US","       117","0","        77","0","        12","0","","","","","","","  72.9"," ,0,0819, ","   1076.1"," ,0","",""
"USC00199770","1956","42.7","-72.08333","262.1","WINCHENDON, MA US","       131","0","        88","0","         7","0","","","","","","","  49.5"," ,0,0109, ","   1007.8"," ,0","",""
"USC00199770","1957","42.7","-72.08333","262.1","WINCHENDON, MA US","","","","","","","","","         1"," ","","","","","","","",""
"USC00199770","1959","42.7","-72.08333","262.1","WINCHENDON, MA US","       152","0","        83","0","        10","0","","","         3"," ","","","  73.2"," ,0,1025, ","   1173.5"," ,0","",""
"USC00199770","1960","42.7","-72.08333","262.1","WINCHENDON, MA US","       135","0","        81","0","        16","0","        22","0","         1"," ","   254"," ,0,0304, ","  93.7"," ,0,0616, ","   1415.1"," ,0","     1873"," ,0"
"USC00199770","1961","42.7","-72.08333","262.1","WINCHENDON, MA US","       119","0","        75","0","         9","0","        18","0","","","   356"," ,0,0205, ","  37.8"," ,0,1107, ","   1063.7"," ,0","     2636"," ,0"
"USC00199770","1962","42.7","-72.08333","262.1","WINCHENDON, MA US","","","","","","","        18","0","","","   356"," ,0,0215, ","","","   1005.7"," ,0","     1933"," ,0"
"USC00199770","1963","42.7","-72.08333","262.1","WINCHENDON, MA US","","","","","","","","","         2"," ","","","","","","","",""
