"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00151127","1924","37.8","-84.71667","235.0","DIX DAM, KY US","    604.9","","     604.9","6","       128","6","        76","6","         9","6","         2","6","       104","6","        15","6","       190","6","        34","6","","","  -19.4","6,0106, ","  74.4"," ,6,1207, ","   36.7","6,0831, ","-1.1","6,1023","-3.3","6,1117","-4.4","6,1129","-7.2","6,1201","-11.1","6,1202","-3.3","6,0403","-3.3","6,0403","-5.0","6,0317","-8.9","6,0222","-8.9","6,0222","","","","","   1143.8"," ,6","     12.90","6","     19.22","6","      6.58","6"
"USC00151127","1925","37.8","-84.71667","235.0","DIX DAM, KY US","    921.6","","     921.6","6","       135","6","        77","6","         7","6","         2","6","        93","6","        10","6","       180","6","        78","6","","","  -18.3","6,1227, ","  64.3"," ,6,0606, ","   40.0","6,0906, ","0.0","6,1010","-3.9","6,1028","-6.7","6,1029","-6.7","6,1029","-13.3","6,1223","-1.1","6,0401","-3.3","6,0316","-11.7","6,0303","-11.7","6,0303","-11.7","6,0303","    2153.3","3","    2153.3","6","   1042.0"," ,6","     14.21","6","     20.80","6","      7.63","6"
"USC00151127","1926","37.8","-84.71667","235.0","DIX DAM, KY US","","","","","       136","6","        85","6","         9","6","","","","","","","","","","","","","","","  39.9"," ,6,0122, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1189.2"," ,6","","","","","",""
"USC00151127","1927","37.8","-84.71667","235.0","DIX DAM, KY US","","","","","       119","6","        90","6","        13","6","","","","","","","","","","","","","","","  51.6"," ,6,1116, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1197.9"," ,6","","","","","",""
"USC00151127","1928","37.8","-84.71667","235.0","DIX DAM, KY US","","","","","       110","6","        79","6","        14","6","","","","","","","","","","","","","","","  49.8"," ,6,0628, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1143.6"," ,6","","","","","",""
"USC00151127","1929","37.8","-84.71667","235.0","DIX DAM, KY US","    712.3","","     712.3","6","       101","6","        78","6","        12","6","         2","6","        77","6","        17","6","       184","6","        44","6","","","  -17.8","6,1203,+","  58.4"," ,6,0908, ","   35.0","6,0902,+","-1.1","6,1105","-5.0","6,1121","-5.0","6,1121","-11.1","6,1129","-11.1","6,1129","0.0","6,0419","-3.3","6,0311","-8.3","6,0310","-8.3","6,0310","-13.3","6,0223","    2116.3","3","    2116.3","6","   1046.2"," ,6","     13.89","6","     19.88","6","      7.89","6"
"USC00151127","1930","37.8","-84.71667","235.0","DIX DAM, KY US","","","","","","","","","","","         3","6","        85","6","         9","6","       187","6","        63","6","","","  -19.4","6,0123,+","","","   41.7","6,0728, ","-4.4","6,1020","-4.4","6,1020","-4.4","6,1020","-15.6","6,1126","-15.6","6,1126","-0.6","6,0426","-2.8","6,0331","-8.3","6,0303","-8.3","6,0303","-13.3","6,0216","","","","","","","     14.57","6","     21.17","6","      7.97","6"
"USC00151127","1931","37.8","-84.71667","235.0","DIX DAM, KY US","    901.2","","     901.2","6","","","","","","","         0","6","        62","6","         0","6","       193","6","        70","6","","","  -10.0","6,0101, ","","","   37.8","6,0703, ","-2.8","6,1106","-2.8","6,1106","-4.4","6,1202","","","","","-0.6","6,0323","-2.8","6,0318","-4.4","6,0311","-8.3","6,0215","-9.4","6,0102","    2350.3","3","    2350.3","6","","","     15.30","6","     21.34","6","      9.27","6"
"USC00151127","1932","37.8","-84.71667","235.0","DIX DAM, KY US","    765.5","","     765.5","6","","","","","","","         0","6","        65","6","        11","6","       191","6","        48","6","","","  -15.0","6,1216, ","","","   38.9","6,0901, ","-1.1","6,1030","-3.3","6,1113","-6.1","6,1122","-6.7","6,1128","-9.4","6,1215","-0.6","6,0415","-2.2","6,0323","-9.4","6,0315","-9.4","6,0315","-9.4","6,0315","    1734.4","4","    1734.4","6","","","     14.66","6","     21.02","6","      8.31","6"
"USC00151127","1933","37.8","-84.71667","235.0","DIX DAM, KY US","    872.1","","     872.1","6","       107","6","        89","6","        12","6","         1","6","        70","6","         4","6","       187","6","        58","6","","","  -19.4","6,0209, ","  63.5"," ,6,0725, ","   38.3","6,0609,+","0.0","6,1026","-4.4","6,1108","-4.4","6,1108","-6.7","6,1110","-16.1","6,1227","0.0","6,0412","-2.8","6,0312","-6.7","6,0311","-6.7","6,0311","-13.3","6,0212","    2051.1","1","    2051.1","6","   1229.9"," ,6","     15.14","6","     21.59","6","      8.70","6"
"USC00151127","1934","37.8","-84.71667","235.0","DIX DAM, KY US","    876.3","","     876.3","6","        91","6","        71","6","        11","6","         1","6","        82","6","         9","6","       197","6","        61","6","","","  -20.6","6,0227, ","  67.8"," ,6,0707, ","   40.0","6,0725, ","-0.6","6,1028","-2.2","6,1102","-6.1","6,1115","-9.4","6,1211","-9.4","6,1211","0.0","6,0330","-2.8","6,0329","-6.1","6,0328","-6.7","6,0315","-11.7","6,0311","    2042.7","7","    2042.7","6","    961.3"," ,6","     14.67","6","     21.25","6","      8.09","6"
"USC00151127","1935","37.8","-84.71667","235.0","DIX DAM, KY US","","","","","","","","","","","         1","6","        77","6","        15","6","       191","6","        49","6","","","  -18.9","6,1227, ","","","   36.7","6,0807,+","-0.6","6,1007","-2.2","6,1121","-5.6","6,1122","-8.9","6,1205","-8.9","6,1205","-1.1","6,0417","-8.9","6,0228","-8.9","6,0228","-8.9","6,0228","-8.9","6,0228","","","","","","","     14.13","6","     19.85","6","      8.41","6"
"USC00151127","1936","37.8","-84.71667","235.0","DIX DAM, KY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2410.6","6","    2410.6","6","","","","","","","",""
"USC00151127","1938","37.8","-84.71667","235.0","DIX DAM, KY US","    772.3","","     772.3","6","","","","","","","         0","6","        59","6","         4","6","       212","6","        35","6","","","  -15.0","6,0128,+","","","   35.6","6,0807, ","-4.4","6,1109","-4.4","6,1109","-4.4","6,1109","-9.4","6,1125","-9.4","6,1125","-0.6","6,0410","-3.3","6,0307","-6.7","6,0301","-6.7","6,0301","-15.0","6,0128","","","","","","","     15.21","6","     21.48","6","      8.95","6"
"USC00151127","1939","37.8","-84.71667","235.0","DIX DAM, KY US","","","","","","","","","","","         0","6","        83","6","         2","6","       195","6","        54","6","","","  -12.2","6,1225, ","","","   38.9","6,0914, ","0.0","6,1015","-2.2","6,1101","-4.4","6,1105","-7.8","6,1222","-12.2","6,1225","-4.4","6,0413","-4.4","6,0413","-4.4","6,0413","-7.2","6,0319","-11.1","6,0223","","","","","","","     14.93","6","     21.37","6","      8.50","6"
"USC00151127","1940","37.8","-84.71667","235.0","DIX DAM, KY US","    707.4","","     707.4","6","","","","","","","         5","6","        84","6","        16","6","       181","6","        47","6","","","  -24.4","6,0119, ","","","   37.8","6,0729, ","-2.8","6,1107","-2.8","6,1107","-6.1","6,1114","-6.7","6,1115","-9.4","6,1203","-2.8","6,0414","-2.8","6,0414","-6.7","6,0326","-6.7","6,0326","-10.0","6,0215","    2565.3","3","    2565.3","6","","","     13.28","6","     19.60","6","      6.95","6"
"USC00151127","1941","37.8","-84.71667","235.0","DIX DAM, KY US","    974.2","","     974.2","6","        95","6","        72","6","         4","6","         0","6","        89","6","         8","6","       192","6","        68","6","","","  -11.7","6,0220,+","  51.3"," ,6,0609, ","   37.8","6,0701, ","0.0","6,1029","-3.9","6,1112","-5.6","6,1126","-7.2","6,1215","","","-4.4","6,0330","-4.4","6,0330","-4.4","6,0330","-10.6","6,0318","-10.6","6,0318","    2264.9","9","    2264.9","6","    787.1"," ,6","     14.85","6","     21.25","6","      8.46","6"
"USC00151127","1942","37.8","-84.71667","235.0","DIX DAM, KY US","    800.2","","     800.2","6","       115","6","        95","6","        18","6","         3","6","        82","6","        15","6","       196","6","        37","6","","","  -23.9","6,0108, ","  57.9"," ,6,0620, ","   36.1","6,0802, ","0.0","6,0929","-2.8","6,1111","-4.4","6,1127","-9.4","6,1202","-9.4","6,1202","-1.1","6,0420","-2.2","6,0412","-4.4","6,0304","-9.4","6,0225","-9.4","6,0225","    2179.4","4","    2179.4","6","   1494.6"," ,6","     14.18","6","     20.06","6","      8.29","6"
"USC00151127","1943","37.8","-84.71667","235.0","DIX DAM, KY US","","","","","        99","6","        84","6","         9","6","","","","","        12","6","       190","6","        68","6","","","","","  50.0"," ,6,0525, ","   38.9","6,0825,+","","","","","","","","","","","","","","","","","","","","","    2196.5","5","    2196.5","6","   1067.3"," ,6","","","     20.95","6","",""
"USC00151127","1944","37.8","-84.71667","235.0","DIX DAM, KY US","   1000.0","","    1000.0","6","       102","6","        83","6","        14","6","         0","6","        88","6","         5","6","       196","6","        82","6","","","  -14.4","6,0213, ","  69.9"," ,6,0827, ","   40.6","6,0628, ","-0.6","6,1028","-4.4","6,1106","-4.4","6,1106","-7.8","6,1202","-9.4","6,1203","0.0","6,0406","-5.6","6,0405","-5.6","6,0405","-8.3","6,0310","-9.4","6,0309","","","","","   1180.5"," ,6","     14.84","6","     21.22","6","      8.46","6"
"USC00151127","1945","37.8","-84.71667","235.0","DIX DAM, KY US","    795.5","","     795.5","6","","","","","","","         1","6","        85","6","         8","6","       200","6","        60","6","","","  -17.8","6,0201, ","","","   39.4","6,0831, ","0.0","6,1009","-3.9","6,1104","-5.0","6,1122","-6.7","6,1210","-10.0","6,1211","0.0","6,0419","-2.2","6,0406","-5.0","6,0219","-9.4","6,0203","-9.4","6,0203","    2229.6","6","    2229.6","6","","","     14.24","6","     20.66","6","      7.82","6"
"USC00151127","1946","37.8","-84.71667","235.0","DIX DAM, KY US","    553.1","","     553.1","6","","","","","","","         0","6","        81","6","         4","6","       217","6","        33","6","","","  -13.9","6,0215, ","","","   35.6","6,0719, ","-1.1","6,1013","-2.8","6,1113","-4.4","6,1118","-6.7","6,1123","-12.2","6,1202","-0.6","6,0413","-2.2","6,0312","-5.0","6,0311","-7.2","6,0218","-13.9","6,0215","    2087.1","1","    2087.1","6","","","     14.47","6","     21.71","6","      7.22","6"
"USC00151127","1947","37.8","-84.71667","235.0","DIX DAM, KY US","    732.9","","     732.9","6","        99","6","        75","6","        10","6","         1","6","       102","6","        13","6","       182","6","        44","6","","","  -17.8","6,0208, ","  63.5"," ,6,0707, ","   36.1","6,0804, ","0.0","6,1108","-2.8","6,1112","-5.0","6,1126","-8.3","6,1130","","","-0.6","6,0510","-3.9","6,0330","-10.6","6,0328","-10.6","6,0328","-10.6","6,0328","    2374.1","1","    2374.1","6","   1063.8"," ,6","     13.53","6","     19.84","6","      7.22","6"
"USC00151127","1948","37.8","-84.71667","235.0","DIX DAM, KY US","    724.2","","     724.2","0","       102","0","        81","0","        16","0","         5","0","        80","0","        15","0","       206","0","        49","0","         1"," ","  -20.0","0,0118, ","  55.4"," ,0,0502, ","   37.8","0,0828,+","-3.9","0,1018","-3.9","0,1018","-4.4","0,1208","-15.6","0,1226","-15.6","0,1226","-1.7","6,0403","-2.8","6,0328","-4.4","6,0314","-8.3","6,0313","-8.9","6,0312","    2169.8","8","    2169.8","0","   1282.6"," ,0","     14.24","0","     20.98","0","      7.49","0"
"USC00151127","1949","37.8","-84.71667","235.0","DIX DAM, KY US","    750.1","","     750.1","0","       118","0","        99","0","        12","0","         0","0","        69","0","         2","0","       193","0","        47","0","","","  -12.2","0,0130, ","  95.8"," ,0,0616, ","   36.1","0,0704, ","0.0","0,1101","-3.3","0,1106","-8.3","0,1122","-8.3","0,1122","-8.9","0,1215","-0.6","0,0420","-2.8","0,0320","-7.8","0,0316","-7.8","0,0316","-9.4","0,0202","    1922.9","9","    1922.9","0","   1339.4"," ,0","     15.05","0","     21.49","0","      8.61","0"
"USC00151127","1950","37.8","-84.71667","235.0","DIX DAM, KY US","","","","","       133","0","       115","0","        21","0","","","","","","","","","","","","","","","  53.3"," ,0,0528, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1638.9"," ,0","","","","","",""
