"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"FMC00914489","1962","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","         1"," "
"FMC00914489","1963","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","        15"," "
"FMC00914489","1964","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","         5"," "
"FMC00914489","1965","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","         4"," "
"FMC00914489","1966","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","         7"," "
"FMC00914489","1967","6.688417","159.76475","13.7","MOKIL ATOLL, FM FM","         1"," "
