"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USW00021508","2006","19.76","-155.55361","1798.3","BRADSHAW ARMY AIR FIELD, HI US","        64"," ","         4"," ","         8"," ","","","",""
"USW00021508","2007","19.76","-155.55361","1798.3","BRADSHAW ARMY AIR FIELD, HI US","        71"," ","        13"," ","        13"," ","    1411.4","4","    1411.4","W"
"USW00021508","2008","19.76","-155.55361","1798.3","BRADSHAW ARMY AIR FIELD, HI US","        71"," ","        10"," ","        11"," ","","","",""
"USW00021508","2009","19.76","-155.55361","1798.3","BRADSHAW ARMY AIR FIELD, HI US","         8"," ","","","         6"," ","","","",""
"USW00021508","2010","19.76","-155.55361","1798.3","BRADSHAW ARMY AIR FIELD, HI US","        43"," ","         9"," ","         2"," ","","","",""
"USW00021508","2011","19.76","-155.55361","1798.3","BRADSHAW ARMY AIR FIELD, HI US","        93"," ","         9"," ","        22"," ","","","",""
"USW00021508","2012","19.76","-155.55361","1798.3","BRADSHAW ARMY AIR FIELD, HI US","        20"," ","         4"," ","         2"," ","","","",""
"USW00021508","2013","19.76","-155.55361","1798.3","BRADSHAW ARMY AIR FIELD, HI US","        38"," ","         6"," ","         3"," ","","","",""
