"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003185","2018","33.46588","-111.72121","423.3","MESA FALCON FIELD, AZ US","","","","","","","","","","","","","","","","","","","","","","","         7"," ","         1"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003185","2019","33.46588","-111.72121","423.3","MESA FALCON FIELD, AZ US","       2.7","W","   2402.2","","    2402.2","W","        43","W","        25","W","         3","W","         0","W","         1","W","         0","W","       280","W","       146","W","        16"," ","","","        19"," ","    0.0","W,0103, ","  40.6"," ,W,0221, ","   45.6","W,0805, ","0.0","W,0103","","","","","    326.7"," ,W","     23.18","W","     29.30","W","     17.06","W","       190","W","       220","W","      21.0","W","      30.4","W"
"USW00003185","2020","33.46588","-111.72121","423.3","MESA FALCON FIELD, AZ US","       2.5","W","   2771.0","","    2771.0","W","        18","W","        12","W","         0","W","         0","W","         0","W","         0","W","       289","W","       185","W","        13"," ","","","        12"," ","    0.6","W,0204, ","  17.3"," ,W,0222, ","   46.7","W,0814,+","","","     545.7","7","     545.7","W","    106.1"," ,W","     24.39","W","     30.96","W","     17.81","W","        80","W","        80","W","      17.9","W","      23.7","W"
"USW00003185","2021","33.46588","-111.72121","423.3","MESA FALCON FIELD, AZ US","       2.6","W","   2475.4","","    2475.4","W","        38","W","        24","W","         4","W","         0","W","         0","W","         0","W","       308","W","       162","W","        25"," ","","","         1"," ","    1.7","W,0125, ","  44.5"," ,W,0813, ","   46.1","W,0618,+","","","     531.2","2","     531.2","W","    347.7"," ,W","     23.97","W","     30.25","W","     17.68","W","       300","W","       340","W","      23.7","W","      32.6","W"
"USW00003185","2022","33.46588","-111.72121","423.3","MESA FALCON FIELD, AZ US","       2.7","W","   2520.2","","    2520.2","W","        44","W","        18","W","         0","W","         0","W","         0","W","         0","W","       291","W","       176","W","        14"," ","         2"," ","        14"," ","    2.8","W,1215,+","  23.4"," ,W,0911, ","   45.0","W,0711, ","","","     385.7","7","     385.7","W","    189.1"," ,W","     23.68","W","     29.91","W","     17.46","W","       210","W","       130","W","      18.3","W","      28.6","W"
"USW00003185","2023","33.46588","-111.72121","423.3","MESA FALCON FIELD, AZ US","       2.6","W","   2555.6","","    2555.6","W","        33","W","        16","W","         0","W","         0","W","         0","W","         0","W","       287","W","       173","W","        14"," ","","","        25"," ","    0.6","W,0124, ","  21.6"," ,W,1222, ","   46.1","W,0720,+","","","     709.3","3","     709.3","W","    153.6"," ,W","     23.68","W","     29.88","W","     17.48","W","       140","W","       190","W","      17.0","W","      26.4","W"
"USW00003185","2024","33.46588","-111.72121","423.3","MESA FALCON FIELD, AZ US","","","   2708.6","","    2708.6","W","        25","W","        15","W","         0","W","         0","W","         1","W","         0","W","       304","W","       176","W","         6"," ","","","        24"," ","    0.0","W,0108, ","  17.0"," ,W,0123, ","   46.1","W,0708,+","0.0","W,0108","     501.3","3","     501.3","W","    122.1"," ,W","     24.32","W","     30.70","W","     17.95","W","        90","W","        90","W","      17.4","W","      25.5","W"
"USW00003185","2025","33.46588","-111.72121","423.3","MESA FALCON FIELD, AZ US","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
