"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00421216","1981","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        43","0","        21","0","         1","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.5"," ,0,0905, ","    180.3"," ,0","        0"," ,0"
"USC00421216","1982","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        44","0","        21","0","         0","0","","","","","","","","","","","  19.1"," ,0,0919, ","    160.3"," ,0","",""
"USC00421216","1983","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        58","0","        28","0","         1","0","","","","","","","","","","","  38.1"," ,0,0811, ","    223.0"," ,0","",""
"USC00421216","1984","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        48","0","        28","0","         2","0","","","","","","","","","","","  35.6"," ,0,0920, ","    300.3"," ,0","",""
"USC00421216","1985","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        52","0","        33","0","         0","0","       45","","","","","","   152"," ,0,0107,+","","","  16.5"," ,0,1112, ","    210.5"," ,0","",""
"USC00421216","1987","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        64","0","        39","0","         0","0","","","         6","0","","","","","   127"," ,0,1222, ","  16.0"," ,0,0518, ","    283.9"," ,0","      291"," ,0"
"USC00421216","1988","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        41","0","        24","0","         0","0","","","         3","0","","","","","   127"," ,0,0118, ","  23.1"," ,0,0417, ","    166.1"," ,0","      344"," ,0"
"USC00421216","1989","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        27","0","        17","0","         0","0","       44","","","","","","   152"," ,0,0116,+","","","  18.5"," ,0,0817, ","    131.6"," ,0","",""
"USC00421216","1990","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        45","0","        18","0","         0","0","       20","","         4","0","","","   102"," ,0,1225,+","   102"," ,0,1219, ","  11.4"," ,0,0329, ","    123.5"," ,0","      255"," ,0"
"USC00421216","1991","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","","","","","","","","","","","         1"," ","","","","","","","","","",""
"USC00421216","1992","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        52","0","        29","0","         2","0","       62","","         8","0","","","   203"," ,0,0111,+","   127"," ,0,1228, ","  30.5"," ,0,0806, ","    289.5"," ,0","      540"," ,0"
"USC00421216","1993","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        53","0","        21","0","         0","0","       71","","        16","0","","","   330"," ,0,0217, ","   127"," ,0,0131,+","  19.1"," ,0,0825, ","    219.9"," ,0","     1131"," ,0"
"USC00421216","1994","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        52","0","        23","0","         0","0","       10","","         4","0","","","    51"," ,0,1231,+","    76"," ,0,1224, ","  22.9"," ,0,0929, ","    162.7"," ,0","      203"," ,0"
"USC00421216","1995","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        58","0","        28","0","         1","0","       20","","         2","0","","","   127"," ,0,0106, ","    51"," ,0,0107, ","  25.4"," ,0,0417, ","    240.4"," ,0","       89"," ,0"
"USC00421216","1996","39.17444","-111.02917","1725.2","CASTLEDALE HTR UP AND L, UT US","        50","0","        21","0","         1","0","       18","","         4","0","","","   127"," ,0,1117, ","   127"," ,0,1117, ","  29.2"," ,0,0313, ","    210.6"," ,0","      325"," ,0"
