"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RQC00660147","1945","17.96667","-66.21667","14.9","AGUIRRE, PR US","   2970.3","","    2970.3","0","        98","0","        73","0","         7","0","","","","","         0","0","         0","0","         0","0","       364","0","        96","0","","","   16.1","0,0208, ","","","",""," 128.8"," ,0,0804, ","   33.9","0,1109,+","       0.0","0","       0.0","0","    926.6"," ,0","","","     26.49","0","     30.91","0","     22.07","0"
"RQC00660147","1946","17.96667","-66.21667","14.9","AGUIRRE, PR US","   2973.0","","    2973.0","0","       101","0","        72","0","        11","0","","","","","         0","0","         0","0","         0","0","       363","0","        92","0","","","   17.2","0,0309, ","","","","","  59.2"," ,0,0224, ","   35.0","0,1017,+","       0.0","0","       0.0","0","    916.9"," ,0","","","     26.57","0","     30.97","0","     22.17","0"
"RQC00660147","1947","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3128.9","","    3128.9","0","        98","0","        57","0","         8","0","","","","","         0","0","         0","0","         0","0","       364","0","       126","0","","","   16.7","0,1228, ","","","","","  67.3"," ,0,0918, ","   33.9","0,1031,+","       0.0","0","       0.0","0","    738.5"," ,0","","","     27.01","0","     31.33","0","     22.69","0"
"RQC00660147","1948","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3310.7","","    3310.7","0","       122","0","        79","0","        17","0","","","","","         0","0","         0","0","         0","0","       366","0","       158","0","","","   16.7","0,0419,+","","","","","  99.1"," ,0,0911, ","   36.1","0,0818, ","       0.0","0","       0.0","0","   1287.9"," ,0","","","     27.49","0","     31.55","0","     23.43","0"
"RQC00660147","1949","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3205.5","","    3205.5","0","       117","0","        75","0","         7","0","","","","","         0","0","         0","0","         0","0","       353","0","       114","0","","","   17.2","0,1017, ","","","",""," 174.0"," ,0,0919, ","   34.4","0,1016,+","       0.0","0","       0.0","0","   1068.2"," ,0","","","     27.54","0","     31.18","0","     23.89","0"
"RQC00660147","1950","17.96667","-66.21667","14.9","AGUIRRE, PR US","   2924.5","","    2924.5","0","       115","0","        62","0","        10","0","","","","","         0","0","         0","0","         0","0","       364","0","       107","0","","","   16.7","0,0417,+","","","",""," 101.6"," ,0,1129, ","   35.0","0,0812,+","       0.0","0","       0.0","0","    954.0"," ,0","","","     26.35","0","     30.89","0","     21.81","0"
"RQC00660147","1951","17.96667","-66.21667","14.9","AGUIRRE, PR US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","       0.0","0","       0.0","0","","","","","","","","","",""
"RQC00660147","1952","17.96667","-66.21667","14.9","AGUIRRE, PR US","","","","","       135","0","        89","0","        15","0","","","","","","","","","         0","0","       366","0","       222","0","","","","","","","","","  78.7"," ,0,0709, ","   35.0","0,1109,+","","","","","   1316.1"," ,0","","","","","     32.29","0","",""
"RQC00660147","1953","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3216.7","","    3216.7","0","        98","0","        62","0","        10","0","","","","","         0","0","         0","0","         0","0","       365","0","       210","0","","","   16.7","0,0101, ","","","",""," 103.6"," ,0,0808, ","   36.7","0,0902, ","       0.0","0","       0.0","0","    902.6"," ,0","","","     27.18","0","     32.22","0","     22.14","0"
"RQC00660147","1954","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3134.2","","    3134.2","0","       109","0","        77","0","         7","0","","","","","         0","0","         0","0","         0","0","       363","0","       184","0","","","   17.8","0,0127, ","","","",""," 153.7"," ,0,1014, ","   35.6","0,0829, ","       0.0","0","       0.0","0","   1016.0"," ,0","","","     26.98","0","     31.82","0","     22.13","0"
"RQC00660147","1955","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3127.5","","    3127.5","0","        92","0","        64","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       201","0","","","   15.6","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.8"," ,0,1228, ","   36.1","0,0805, ","       0.0","0","       0.0","0","    711.7"," ,0","        0"," ,0","     26.89","0","     32.07","0","     21.71","0"
"RQC00660147","1956","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3027.0","","    3027.0","0","       111","0","        75","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","       160","0","","","   16.7","0,0114,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 112.3"," ,0,0616, ","   35.0","0,1021,+","       0.0","0","       0.0","0","   1199.0"," ,0","        0"," ,0","     26.60","0","     31.70","0","     21.49","0"
"RQC00660147","1957","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3165.5","","    3165.5","0","       104","0","        62","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       176","0","","","   18.3","0,0315,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 105.4"," ,0,0713, ","   35.0","0,1022,+","       0.0","0","       0.0","0","    827.3"," ,0","        0"," ,0","     27.00","0","     31.76","0","     22.23","0"
"RQC00660147","1958","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3241.0","","    3241.0","0","       132","0","        96","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","       218","0","","","   17.8","0,0120, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 124.0"," ,0,0722, ","   35.0","0,0929,+","       0.0","0","       0.0","0","   1400.7"," ,0","        0"," ,0","     27.27","0","     32.20","0","     22.35","0"
"RQC00660147","1959","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3141.4","","    3141.4","0","       131","0","        73","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       182","0","","","   17.8","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.0"," ,0,1001, ","   34.4","0,1102,+","       0.0","0","       0.0","0","    886.3"," ,0","        0"," ,0","     26.98","0","     31.86","0","     22.10","0"
"RQC00660147","1960","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3228.1","","    3228.1","0","       143","0","        89","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","       229","0","","","   17.8","0,1208,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 197.6"," ,0,1203, ","   36.1","0,0905, ","       0.0","0","       0.0","0","   1679.6"," ,0","        0"," ,0","     27.15","0","     32.23","0","     22.07","0"
"RQC00660147","1961","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3115.6","","    3115.6","0","       140","0","        91","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       188","0","","","   16.1","0,0210, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  77.5"," ,0,0705, ","   35.6","0,0812, ","       0.0","0","       0.0","0","   1140.5"," ,0","        0"," ,0","     26.86","0","     31.84","0","     21.88","0"
"RQC00660147","1962","17.96667","-66.21667","14.9","AGUIRRE, PR US","   3023.3","","    3023.3","0","       116","0","        82","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       199","0","","","   16.1","0,0404, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.8"," ,0,0831, ","   35.0","0,1006,+","       0.0","0","       0.0","0","   1053.6"," ,0","        0"," ,0","     26.62","0","     31.74","0","     21.51","0"
"RQC00660147","1963","17.96667","-66.21667","14.9","AGUIRRE, PR US","","","","","       111","0","        67","0","         6","0","        0","","         0","0","","","","","         0","0","       365","0","       209","0","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  91.4"," ,0,0104, ","   36.7","0,1028, ","","","","","    861.2"," ,0","        0"," ,0","","","     32.24","0","",""
"RQC00660147","1965","17.96667","-66.21667","14.9","AGUIRRE, PR US","","","","","        91","0","        62","0","         7","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.3"," ,0,0606, ","","","       0.0","0","       0.0","0","    825.2"," ,0","        0"," ,0","","","","","",""
