"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00362565","1940","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","        72","6","        69","6","        12","6","","","  58.4"," ,6,0331, ","   1214.8"," ,6"
"USC00362565","1941","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","","","","","","","         4"," ","","","",""
