"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00015336","1983","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        98","m","        76","m","        12","m","","","","","","","","","","","","","  71.9"," ,m,0902, ","","","   1208.4"," ,m","","","","","",""
"MXN00015336","1985","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","       116","m","        92","m","        13","m","","","","","","","","","","","","","  72.9"," ,m,0614, ","","","   1194.0"," ,m","","","","","",""
"MXN00015336","1986","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        64","m","        53","m","         0","m","","","","","","","","","","","","","  19.8"," ,m,0822,+","","","    455.4"," ,m","","","","","",""
"MXN00015336","1987","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        91","m","        84","m","        27","m","","","","","","","","","","","","","  82.8"," ,m,0926, ","","","   1813.3"," ,m","","","","","",""
"MXN00015336","1988","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        96","m","        92","m","        33","m","","","","","","","","","","","","","  93.0"," ,m,0816, ","","","   2645.0"," ,m","","","","","",""
"MXN00015336","1989","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","       166","m","       153","m","         7","m","","","","","","","","","","","","","  77.2"," ,m,0627, ","","","   1289.8"," ,m","","","","","",""
"MXN00015336","1998","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        78","m","        77","m","         7","m","","","","","","","","","","","","","  80.3"," ,m,0829, ","","","   1492.1"," ,m","","","","","",""
"MXN00015336","2001","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        30","m","        30","m","         6","m","","","","","","","","","","","","","  45.2"," ,m,0728,+","","","    620.6"," ,m","","","","","",""
"MXN00015336","2002","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        43","m","        43","m","        17","m","","","","","","","","","","","","","  80.5"," ,m,0625, ","","","   1166.4"," ,m","","","","","",""
"MXN00015336","2003","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        32","m","        32","m","        13","m","","","","","","","","","","","","","  60.2"," ,m,0712, ","","","    826.1"," ,m","","","","","",""
"MXN00015336","2004","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        34","m","        34","m","        32","m","","","","","","","","","","","","","  80.5"," ,m,0916, ","","","   1788.9"," ,m","","","","","",""
"MXN00015336","2005","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        26","m","        26","m","        26","m","","","","","","","","","","","","","  95.3"," ,m,0815, ","","","   1425.9"," ,m","","","","","",""
"MXN00015336","2006","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        63","m","        63","m","        60","m","","","","","","","","","","","",""," 120.4"," ,m,0909, ","","","   3991.4"," ,m","","","","","",""
"MXN00015336","2007","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        69","m","        69","m","        61","m","","","","","","","","","","","",""," 192.8"," ,m,0727, ","","","   5145.3"," ,m","","","","","",""
"MXN00015336","2008","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","","","","","        75","m","        72","m","        43","m","","","","","","","","","","","",""," 160.3"," ,m,0609, ","","","   3247.3"," ,m","","","","","",""
"MXN00015336","2010","18.6667","-99.85","1699.9","PEA LISA TEOCALCINGO, MX","    279.5","","     279.5","m","        80","m","        77","m","        57","m","         0","m","         0","m","         0","m","       354","m","         3","m","    2.8","m,0513, "," 120.4"," ,m,0605, ","   32.2","m,1227,+","   4002.5"," ,m","     18.34","m","     22.83","m","     13.85","m"
