"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00052632","2015","39.258","-104.6091","2067.8","ELIZABETH 7 S, CO US","","","","","        27"," ","","","","","",""
"USC00052632","2017","39.258","-104.6091","2067.8","ELIZABETH 7 S, CO US","       36","","        24","7","","","   203"," ,7,0429,+","   305"," ,7,0429,+","     1775"," ,7"
